r,d
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
167,0
168,0
169,0
178,0
184,0
186,0
225,0
227,0
250,0
251,0
252,0
275,0
278,0
Matching Rate: 0.08243727598566308
