t1,t2,s1,s2,n1,n2
0,7.0,20,4.0,20,277.0
7,12.0,4,23.0,277,491.0
12,15.0,23,8.0,491,593.0
15,20.0,8,24.0,593,804.0
20,25.0,24,1.0,804,976.0
25,28.0,1,21.0,976,1113.0
28,32.0,21,5.0,1113,1253.0
32,40.0,5,20.0,1253,1580.0
40,47.0,20,4.0,1580,1837.0
47,52.0,4,23.0,1837,2051.0
52,55.0,23,8.0,2051,2153.0
55,60.0,8,24.0,2153,2364.0
60,65.0,24,1.0,2364,2536.0
65,68.0,1,21.0,2536,2673.0
68,72.0,21,5.0,2673,2813.0
72,80.0,5,20.0,2813,3140.0
80,87.0,20,4.0,3140,3397.0
87,92.0,4,23.0,3397,3611.0
92,95.0,23,8.0,3611,3713.0
95,100.0,8,24.0,3713,3924.0
100,105.0,24,1.0,3924,4096.0
105,108.0,1,21.0,4096,4233.0
108,112.0,21,5.0,4233,4373.0
112,120.0,5,20.0,4373,4700.0
120,127.0,20,4.0,4700,4957.0
127,132.0,4,23.0,4957,5171.0
132,135.0,23,8.0,5171,5273.0
135,140.0,8,24.0,5273,5484.0
140,145.0,24,1.0,5484,5656.0
145,148.0,1,21.0,5656,5793.0
148,152.0,21,5.0,5793,5933.0
152,160.0,5,20.0,5933,6260.0
