zone_id_o,zone_id_d,trips
0,1,57.82725653302657
0,3,1.438999605614154
0,6,7.804413741134886
0,8,17.18246139232958
0,24,11.511475536613215
0,29,9.927042610725278
0,38,10.413826877356428
0,50,14.239361731125712
0,53,5.067451738923623
0,65,7.203338896827778
1,1,13.125307283784737
1,8,10.393567016945045
1,20,3.7172680620971406
1,29,26.437570011300206
1,39,32.430840554316866
1,45,2.3338631259519977
1,53,11.238060566807079
2,2,9.706280285845946
2,18,36.3478052339606
2,20,9.859209181676864
2,24,21.342668557282877
3,3,30.788835360224006
4,7,21.374672818388355
4,29,14.168018057612342
4,39,7.330013004118555
4,45,28.125963861339734
4,50,10.593384028587758
4,62,3.822530618982898
4,64,28.537965820582272
5,29,2.873398857652133
5,52,24.98334179044636
6,18,8.448437732977553
6,43,3.6675502286076527
6,57,16.55286237137421
6,58,7.896042216107272
7,7,14.833501080126378
7,45,23.880554193657247
8,7,4.486307863205429
8,8,26.150443808295634
8,10,1.1078817613735892
8,24,9.273463737647697
8,29,5.625336271491651
8,35,16.29579159479023
8,45,2.580301426430632
8,55,16.752443002332214
9,11,20.16164191581531
9,19,7.921492063076625
9,27,2.36635792060688
9,29,10.149881528635825
9,47,4.917106715317009
10,29,1.142102871749159
10,36,15.1559760619677
10,39,27.617080503192202
10,44,17.088479748787343
12,50,5.210339833995151
12,55,8.480630746921777
13,1,1.3589891443187052
13,17,16.23148591645588
13,24,4.5673859649476025
13,45,18.768191073635826
14,50,4.284368988343066
14,61,8.208332018275451
15,13,14.155114846681139
15,15,11.607325173235674
15,17,5.6502967426998545
15,20,34.22294860578486
15,22,42.78453870540028
15,27,13.059020258461606
15,39,5.962512709554401
15,48,20.95901841183242
15,65,12.908356150566105
16,2,12.390547966017884
16,16,14.417259826817187
16,17,14.698853083555194
16,20,40.38333200316428
16,22,7.073682483365774
16,24,6.562539937695568
16,29,5.44196722729231
16,36,13.839364884086379
16,45,15.140963391042032
16,47,5.540297175858654
16,63,5.319070061688624
16,64,2.111349387488285
17,12,8.79443405374677
17,15,3.4357123027665573
17,16,7.5810265334716895
17,17,9.770242833604764
17,20,6.168042713786958
17,22,3.311464455707352
18,17,34.96755904257208
18,19,24.507031402192105
18,20,20.446008883052748
18,21,7.0062731520450905
18,66,8.62871655266698
19,17,8.714595824160265
19,18,9.347355312816829
19,19,45.28366025723945
19,20,17.245770555281982
19,21,25.51114560879868
19,22,17.536195781885993
19,23,14.405611544776509
19,39,27.097410835221606
19,47,2.2474446335374663
19,50,9.358758923073156
19,53,16.773748598427872
19,62,28.632740639020238
19,64,5.322328074479137
19,66,30.227051436058613
20,2,14.981445621429659
20,17,37.182815664312145
20,18,22.755558140977097
20,19,27.96823183625758
20,20,38.182806366672565
20,21,35.89061336951508
20,22,24.919817905720844
20,24,9.5419290673203
20,27,14.51396235971177
20,29,8.623517114541215
20,36,10.26548542558344
20,39,18.789888872582544
20,43,54.658977145184934
20,45,6.648859441806043
20,50,7.703310079989184
20,66,12.604166432850887
21,20,19.150623392167617
21,21,57.232438040796445
21,58,6.759218111426806
22,12,21.338219034282133
22,16,22.33386786626325
22,17,30.359078377013333
22,18,10.422610208535898
22,19,32.16696781555113
22,20,14.08321737655096
22,21,17.191441939197198
22,22,12.0217319778546
22,23,7.760190327447439
22,27,11.70247087831392
22,29,10.258840961546156
22,38,10.26322768917333
22,39,19.02998461755054
22,45,9.932325050129549
22,47,14.584500052215011
22,48,36.92272314407852
22,50,15.430728136402085
22,52,21.118681948368895
22,62,16.95775837096282
23,13,6.08798313126628
23,42,9.366199347128356
24,1,8.573808257352292
24,4,9.170121804514707
24,39,13.111924989292074
24,45,24.74877948205583
24,62,4.017162025042975
25,1,55.687122335764386
25,5,19.738407371665225
25,18,40.86261986885923
25,34,31.431504640060496
25,45,9.50486276672899
26,3,5.997304331681052
26,13,17.556355185264334
26,19,8.704587176584917
26,22,9.06879284647975
26,26,11.192332435037697
26,39,32.31993538397498
26,41,26.57640998031528
26,45,16.94456524596827
26,64,25.644197157871726
26,66,93.49647781752607
27,17,14.722244786119019
27,18,7.3659073206220205
28,20,113.96866440472918
28,24,18.543008847601897
29,29,18.99444801399335
29,39,11.53889047363404
29,52,14.949388855769426
29,58,28.219576849890988
30,7,10.109900586281311
30,8,14.658466059305411
30,29,15.342372512913082
30,38,0.6054578413573437
30,39,14.661903070625957
30,65,5.425957969985052
31,29,8.807469719637272
31,31,12.83573513736723
32,1,13.44317150675474
32,24,17.00265824600467
32,27,8.478823153972991
32,29,23.33208828785857
32,39,11.366668932406819
32,62,14.251394769607742
32,64,22.78984236643188
32,65,92.98269156681044
33,1,16.54925167179312
33,8,30.433387819907725
33,32,5.984120973101706
33,34,6.931484088735619
33,38,1.9068559037269364
33,39,12.047976378121218
33,41,14.67548119192598
33,63,1.9800090390085416
34,12,9.00515013598474
34,24,2.3793427866497137
34,29,10.770419158022039
34,39,32.23397563205259
34,45,16.616316060257518
34,66,6.59724426478718
35,36,13.682526314610847
35,39,7.590065843526733
35,63,9.79003974268767
35,64,14.111220616459228
35,66,0.6347020341922681
36,17,15.5222113315203
36,29,8.38220419149799
36,52,6.341161958019878
36,53,10.448982747039095
37,17,10.915693005265917
37,26,1.3846220371128999
37,37,3.4130776118629194
37,39,7.9251366440623485
37,45,3.18993908854243
37,51,13.55405980431161
37,52,9.843963292635054
37,59,8.919180926637612
39,1,36.68033184112543
39,8,8.464802154758765
39,16,19.329347911716884
39,39,18.181648255154332
39,43,8.73411953086443
40,0,21.314124034167662
40,39,9.199496144016328
40,40,5.387990271496595
41,32,1.5876280093939892
41,39,31.844561387345145
42,1,3.0430288666285836
42,39,13.848496622202841
42,43,7.553877585744381
43,8,13.126723906011156
43,29,32.37302782116656
43,39,1.8023726996832141
44,42,5.8181001468318305
44,47,15.162910476320578
44,62,5.078093007408256
45,65,7.768800353981109
46,1,67.59088058422374
46,18,6.9857489331239675
46,20,16.782678521549276
47,16,8.972696863970725
47,21,15.445942965938142
47,62,79.6944392878179
48,39,14.266812088355259
