zone_id_o,zone_id_d,trips
0,1,9.395602472496364
0,3,1.438999605614154
0,8,4.528545931949688
0,29,1.9061957358910369
1,1,1.411146600774518
1,8,3.156852327618413
1,29,0.8954883083309754
1,39,2.5992919824304
1,45,2.3338631259519977
1,53,1.7862498502724051
2,18,12.473508464645047
2,20,0.7099802118968069
2,24,7.638264678121539
3,3,2.0609139231616282
4,7,0.9040299721864495
4,29,0.938107125456
4,45,5.811803505266025
4,62,3.822530618982898
5,29,2.873398857652133
5,52,15.555746918026864
6,43,3.6675502286076527
6,57,16.55286237137421
7,7,0.6418705631593008
7,45,13.714021008304544
8,8,1.5932561374779493
8,10,1.1078817613735892
8,35,1.0485078052096255
8,45,2.580301426430632
9,19,7.921492063076625
9,27,2.36635792060688
9,29,10.149881528635825
10,29,1.142102871749159
10,39,4.426596219879316
10,44,3.9151751848283523
12,55,8.480630746921777
13,1,1.3589891443187052
13,17,7.601008437935318
13,24,4.5673859649476025
15,13,3.0661983854408295
15,15,0.8375515576236882
15,17,0.7102942383412011
15,20,3.4356005664633407
15,27,13.059020258461606
15,39,5.962512709554401
16,16,2.9602360707734743
16,20,1.3301603824016959
16,22,1.7282859425122745
16,24,1.2648956993299771
16,29,5.44196722729231
16,36,1.8417146999279006
16,47,5.540297175858654
16,64,2.111349387488285
17,17,0.7328465816742162
17,20,0.3300326754287719
18,17,2.060042256781975
18,19,2.2671027255391216
18,20,2.262132286413095
19,17,1.5422863926961532
19,18,1.1972989220772345
19,19,1.9575894462158188
19,20,1.5425383349077744
19,21,1.8607432860037507
19,22,1.888642336318531
19,39,18.523891472353238
19,47,2.2474446335374663
19,50,9.358758923073156
19,66,3.1313450962362133
20,17,0.690821243662591
20,18,1.0181449052834577
20,19,2.7747574006205378
20,20,2.359156233309453
20,21,6.2320528431762545
20,22,0.8117763353788515
20,24,3.310468617228099
20,36,3.042694414267555
20,39,3.930125059453601
20,43,35.78431691195672
20,45,6.648859441806043
21,20,2.289964994112635
21,21,1.8070622299898822
21,58,6.759218111426806
22,17,3.2398197164876255
22,18,3.3499838305203586
22,19,4.680410844151183
22,20,4.604290747274385
22,21,1.967995473647349
22,22,1.7762407852071123
22,29,10.258840961546156
22,45,9.932325050129549
22,47,1.4226785270923006
22,48,17.51657838226964
22,62,4.507315272735815
23,13,6.08798313126628
24,1,1.8256169631974726
24,4,3.238147573168064
24,39,6.664604241168928
24,62,4.017162025042975
25,1,12.972178775768702
25,5,19.738407371665225
25,18,10.82261870346202
25,45,9.50486276672899
26,19,8.704587176584917
26,26,0.4614279271508503
26,39,5.660217754283249
26,41,1.5352471021702676
26,45,3.735456275565756
26,66,12.196109726713967
28,20,9.779125352602358
28,24,18.543008847601897
29,29,2.1935552433302554
29,52,3.041862057982769
29,58,28.219576849890988
30,38,0.6054578413573437
30,39,1.1908645879715127
31,29,0.9291229286378143
31,31,1.1167066356908182
32,1,1.0919402296753664
32,29,1.0342655797714777
32,62,1.882787312006664
32,65,1.3956270130349264
33,8,1.8883557528012724
33,32,0.8761896264647341
33,34,0.9553428964487922
33,38,1.9068559037269364
33,39,0.9258960063130175
33,41,1.8071405099498399
33,63,1.9800090390085416
34,12,0.7509688271535366
34,24,2.3793427866497137
34,66,0.5740271471394672
35,36,2.3865183748734036
35,63,0.7430538976554389
35,66,0.6347020341922681
36,17,4.066974804112863
36,29,0.687728377167942
37,26,1.3846220371128999
37,45,3.18993908854243
39,1,3.846683580970676
39,8,1.0025619923818379
39,16,5.126528872140422
39,39,0.7160177464317707
40,0,2.4331867135926344
41,32,1.5876280093939892
41,39,6.3093625357828405
42,1,3.0430288666285836
42,39,1.7276546526982026
43,29,2.3473665254112146
43,39,1.8023726996832141
44,47,15.162910476320578
44,62,5.078093007408256
46,1,14.27000748645054
46,20,6.3357921752506865
48,45,10.676818430444612
49,0,1.9377957347790982
49,6,1.9261937692110556
49,39,1.3503264753035014
49,52,1.0270749882388925
50,29,2.513463052864042
50,53,1.5750575559277258
50,65,1.0324715880199242
51,36,7.825722801214787
52,17,6.619185403801459
52,18,5.180047617811546
52,21,27.495901979984914
52,29,0.8187686274889837
52,53,1.9646588939380671
53,16,16.10236367649168
53,18,6.356238357731819
53,29,0.535325938560142
53,36,1.9700565858330223
53,39,2.3809691258615797
53,45,3.2057458117218296
53,52,2.945565982325784
53,53,1.5456124558473257
57,27,4.802447001534493
62,1,1.2325829488966635
62,62,0.3831369912819637
63,5,3.2568826472436885
64,1,0.7396808774262522
64,39,4.194943236435531
65,32,0.9443549443898308
66,16,4.521366930706532
66,17,6.31026414179444
66,20,8.391635240519054
66,45,5.332862936696202
66,66,0.7741568915439245
67,18,56.136375341210496
67,67,1.693108417415378
68,52,11.73562701493063
