onX,onY,schOnTime,offX,offY,schOffTime,bookedTime,Counts
-86.46141052,42.0922699,0.489583333,-86.42532349,42.07723618,0.493055556,0.486805556,1
-86.45316315,42.13239288,0.489583333,-86.42594147,42.08149338,0.493055556,0.486805556,1
-86.42191315,42.08197784,0.489583333,-86.45331573,42.11309814,0.493055556,0.4875,1
-86.41246796,42.12322617,0.493055556,-86.42192841,42.07936096,0.496527778,0.490277778,1
-86.40392303,42.13516235,0.493055556,-86.42159271,42.07781219,0.496527778,0.491666667,1
-86.4242,42.0856,0.493055556,-86.40704346,42.12484741,0.496527778,0.492361111,1
-86.45316315,42.13239288,0.493055556,-86.42594147,42.08149338,0.496527778,0.491666667,1
-86.4112,42.0897,0.5,-86.44612122,42.12427902,0.503472222,0.5,1
-86.3956,42.0901,0.5,-86.452,42.1165,0.510416667,0.56875,1
-86.419,42.0788,0.5,-86.42742157,42.09456253,0.503472222,0.498611111,1
-86.4831,42.1052,0.5,-86.45179749,42.09391403,0.503472222,0.498611111,1
-86.44248199,42.09532166,0.503472222,-86.4242,42.0856,0.506944444,0.5,1
-86.47569275,42.07146454,0.503472222,-86.46450806,42.10650635,0.506944444,0.502777778,1
-86.43101501,42.08407974,0.503472222,-86.47973633,42.11115265,0.506944444,0.502777778,1
-86.47973633,42.11115265,0.503472222,-86.4375,42.0887,0.506944444,0.502083333,1
-86.43971252,42.08915329,0.503472222,-86.43565369,42.10214615,0.506944444,0.502083333,1
-86.43538666,42.09188461,0.503472222,-86.46231842,42.10018921,0.506944444,0.502777778,1
-86.43971252,42.08915329,0.503472222,-86.43565369,42.10214615,0.506944444,0.432638889,1
-86.43971252,42.08915329,0.503472222,-86.43565369,42.10214615,0.506944444,0.432638889,1
-86.43643188,42.08872223,0.503472222,-86.43054199,42.09942245,0.506944444,0.438194444,1
-86.4538269,42.13072586,0.503472222,-86.4334,42.0865,0.506944444,0.502083333,1
-86.4179,42.0801,0.503472222,-86.41134644,42.10870361,0.506944444,0.500694444,1
-86.43643188,42.08872223,0.503472222,-86.43054199,42.09942245,0.506944444,0.500694444,1
-86.45584869,42.13151169,0.503472222,-86.45561218,42.0895195,0.506944444,0.501388889,1
-86.44485474,42.09204102,0.503472222,-86.4432,42.104,0.506944444,0.500694444,1
-86.44683838,42.09772873,0.503472222,-86.43327332,42.08748245,0.506944444,0.502777778,1
-86.4642868,42.10618973,0.503472222,-86.4338,42.0854,0.506944444,0.501388889,1
-86.47724152,42.11014938,0.506944444,-86.43785095,42.09949112,0.510416667,0.503472222,1
-86.4641,42.1143,0.506944444,-86.41747284,42.08218002,0.510416667,0.505555556,1
-86.43538666,42.09188461,0.506944444,-86.43308258,42.11313629,0.510416667,0.503472222,1
-86.3956,42.0901,0.510416667,-86.43971252,42.08915329,0.513888889,0.506944444,1
-86.3956,42.0901,0.510416667,-86.44457245,42.09775162,0.513888889,0.507638889,1
-86.45639801,42.09021378,0.510416667,-86.43538666,42.09188461,0.513888889,0.506944444,1
-86.4368,42.0736,0.513888889,-86.45050812,42.10225677,0.517361111,0.511111111,1
-86.45893097,42.04759598,0.513888889,-86.43247223,42.1185379,0.517361111,0.511805556,1
-86.39117432,42.10292053,0.513888889,-86.44749451,42.1046257,0.517361111,0.511805556,1
-86.41851044,42.08380508,0.517361111,-86.44297028,42.09095001,0.520833333,0.513888889,1
-86.42191315,42.08197784,0.517361111,-86.41814423,42.10895157,0.520833333,0.517361111,1
-86.41119385,42.10868835,0.517361111,-86.43643188,42.08872223,0.520833333,0.516666667,1
-86.45828247,42.09963226,0.517361111,-86.486,42.0847,0.520833333,0.516666667,1
-86.41882324,42.10778809,0.517361111,-86.45568848,42.13240433,0.524305556,0.516666667,1
-86.45226288,42.10745239,0.520833333,-86.47724152,42.11014938,0.524305556,0.518055556,1
-86.43084717,42.08432007,0.520833333,-86.47724152,42.11014938,0.524305556,0.463194444,1
-86.45571899,42.1131897,0.520833333,-86.41505432,42.11359406,0.53125,0.56875,1
-86.44869232,42.09635925,0.520833333,-86.42191315,42.08197784,0.524305556,0.51875,1
-86.411026,42.10868835,0.524305556,-86.4319,42.0864,0.527777778,0.520833333,1
-86.43718719,42.0846138,0.524305556,-86.46902466,42.0659523,0.527777778,0.524305556,1
-86.4362,42.0842,0.524305556,-86.44313049,42.11805344,0.527777778,0.522222222,1
-86.44171906,42.11023331,0.524305556,-86.44102478,42.08664703,0.527777778,0.521527778,1
-86.41082764,42.10868835,0.527777778,-86.43643188,42.08872223,0.53125,0.526388889,1
-86.45214081,42.09751892,0.527777778,-86.43565369,42.10214615,0.53125,0.527083333,1
-86.44793701,42.09686279,0.527777778,-86.42300415,42.0801506,0.53125,0.525694444,1
-86.45571899,42.1131897,0.53125,-86.4535,42.1026,0.541666667,0.56875,1
-86.45571899,42.1131897,0.53125,-86.4296875,42.08423615,0.541666667,0.56875,1
-86.45571899,42.1131897,0.53125,-86.45004272,42.08737946,0.541666667,0.56875,1
-86.4849,42.0858,0.53125,-86.45503235,42.11627197,0.534722222,0.528472222,1
-86.4849,42.0858,0.53125,-86.45503235,42.11627197,0.534722222,0.515277778,1
-86.43509674,42.08736801,0.53125,-86.46450806,42.10650635,0.534722222,0.530555556,1
-86.43509674,42.08736801,0.534722222,-86.43178558,42.10109711,0.538194444,0.534027778,1
-86.4275,42.0884,0.534722222,-86.41178894,42.12326813,0.538194444,0.533333333,1
-86.4169,42.083,0.534722222,-86.44437408,42.13894272,0.538194444,0.589583333,1
