r
0
1
2
3
4
5
6
15
16
21
30
31
33
34
35
36
37
42
43
44
45
46
47
48
49
50
51
101
104
105
106
107
108
109
110
111
112
113
114
115
116
117
118
119
120
121
124
125
127
128
129
136
139
150
151
152
153
154
155
156
157
158
159
160
169
170
171
172
173
174
175
207
208
209
213
214
298
299
300
301
302
349
356
357
358
418
419
420
421
422
423
424
425
426
427
430
431
452
453
460
461
462
463
555
556
557
558
559
560
561
562
563
564
565
566
567
568
569
570
571
588
606
607
608
609
614
615
616
617
620
622
623
624
625
626
627
632
633
637
638
643
644
645
646
647
648
649
650
651
667
668
669
670
671
672
673
680
681
682
683
684
685
687
688
704
715
726
733
734
735
736
737
738
739
