r,d,t1,t2,s1,s2,n1,n2
683,8,16,22.0,36,15.0,660,873.0
684,8,5.0,12.0,30.0,35.0,225.0,503.0
684,8,12,16.0,35,36.0,503,660.0
684,8,16,22.0,36,15.0,660,873.0
685,2,9.0,16.0,30.0,5.0,381.0,629.0
685,10,16,17.0,5,5.0,629,668.0
685,10,17,18.0,5,5.0,668,707.0
685,10,18,19.0,5,5.0,707,746.0
685,10,19,20.0,5,5.0,746,785.0
685,10,20,21.0,5,5.0,785,824.0
685,10,21,22.0,5,5.0,824,863.0
685,4,22,29.0,5,30.0,863,1161.0
685,4,29,36.0,30,31.0,1161,1435.0
685,7,36,40.0,31,20.0,1435,1580.0
687,2,9.0,16.0,30.0,5.0,381.0,629.0
687,10,16,17.0,5,5.0,629,668.0
687,10,17,18.0,5,5.0,668,707.0
687,10,18,19.0,5,5.0,707,746.0
687,10,19,20.0,5,5.0,746,785.0
687,10,20,21.0,5,5.0,785,824.0
687,10,21,22.0,5,5.0,824,863.0
687,4,22,29.0,5,30.0,863,1161.0
687,4,29,36.0,30,31.0,1161,1435.0
688,2,9.0,16.0,30.0,5.0,381.0,629.0
688,10,16,17.0,5,5.0,629,668.0
688,10,17,18.0,5,5.0,668,707.0
688,10,18,19.0,5,5.0,707,746.0
688,10,19,20.0,5,5.0,746,785.0
688,10,20,21.0,5,5.0,785,824.0
688,10,21,22.0,5,5.0,824,863.0
688,4,22,29.0,5,30.0,863,1161.0
688,4,29,36.0,30,31.0,1161,1435.0
704,4,36,40.0,31,20.0,1435,1580.0
715,8,12.0,16.0,35.0,36.0,503.0,660.0
715,10,16,17.0,36,36.0,660,699.0
715,10,17,18.0,36,36.0,699,738.0
715,10,18,19.0,36,36.0,738,777.0
715,10,19,20.0,36,36.0,777,816.0
715,10,20,21.0,36,36.0,816,855.0
715,10,21,22.0,36,36.0,855,894.0
715,10,22,23.0,36,36.0,894,933.0
715,10,23,24.0,36,36.0,933,972.0
715,10,24,25.0,36,36.0,972,1011.0
715,10,25,26.0,36,36.0,1011,1050.0
715,10,26,27.0,36,36.0,1050,1089.0
715,10,27,28.0,36,36.0,1089,1128.0
715,10,28,29.0,36,36.0,1128,1167.0
715,10,29,30.0,36,36.0,1167,1206.0
715,10,30,31.0,36,36.0,1206,1245.0
715,10,31,32.0,36,36.0,1245,1284.0
715,10,32,33.0,36,36.0,1284,1323.0
715,10,33,34.0,36,36.0,1323,1362.0
715,10,34,35.0,36,36.0,1362,1401.0
715,10,35,36.0,36,36.0,1401,1440.0
715,10,36,37.0,36,36.0,1440,1479.0
715,10,37,38.0,36,36.0,1479,1518.0
715,10,38,39.0,36,36.0,1518,1557.0
715,10,39,40.0,36,36.0,1557,1596.0
715,2,40,45.0,36,1.0,1596,1756.0
726,8,16,22.0,36,15.0,660,873.0
733,4,15,22.0,36,5.0,621,863.0
733,4,22,29.0,5,30.0,863,1161.0
733,4,29,36.0,30,31.0,1161,1435.0
734,4,15,22.0,36,5.0,621,863.0
734,4,22,29.0,5,30.0,863,1161.0
734,4,29,36.0,30,31.0,1161,1435.0
735,4,15,22.0,36,5.0,621,863.0
735,4,22,29.0,5,30.0,863,1161.0
735,4,29,36.0,30,31.0,1161,1435.0
736,4,15,22.0,36,5.0,621,863.0
736,4,22,29.0,5,30.0,863,1161.0
736,4,29,36.0,30,31.0,1161,1435.0
737,4,15,22.0,36,5.0,621,863.0
737,4,22,29.0,5,30.0,863,1161.0
737,4,29,36.0,30,31.0,1161,1435.0
738,4,15,22.0,36,5.0,621,863.0
738,4,22,29.0,5,30.0,863,1161.0
738,4,29,36.0,30,31.0,1161,1435.0
739,4,15,22.0,36,5.0,621,863.0
739,4,22,29.0,5,30.0,863,1161.0
739,4,29,36.0,30,31.0,1161,1435.0
Matching Rate: 0.23138297872340424
