t1,t2,s1,s2,n1,n2
0,5.0,20,30.0,20,225.0
5,12.0,30,35.0,225,503.0
12,16.0,35,36.0,503,660.0
16,22.0,36,15.0,660,873.0
22,30.0,15,1.0,873,1171.0
30,33.0,1,21.0,1171,1308.0
33,34.0,21,21.0,1308,1347.0
34,40.0,21,20.0,1347,1580.0
40,45.0,20,30.0,1580,1785.0
45,52.0,30,35.0,1785,2063.0
52,56.0,35,36.0,2063,2220.0
56,62.0,36,15.0,2220,2433.0
62,70.0,15,1.0,2433,2731.0
70,73.0,1,21.0,2731,2868.0
73,74.0,21,21.0,2868,2907.0
74,80.0,21,20.0,2907,3140.0
80,85.0,20,30.0,3140,3345.0
85,92.0,30,35.0,3345,3623.0
92,96.0,35,36.0,3623,3780.0
96,102.0,36,15.0,3780,3993.0
102,110.0,15,1.0,3993,4291.0
110,113.0,1,21.0,4291,4428.0
113,114.0,21,21.0,4428,4467.0
114,120.0,21,20.0,4467,4700.0
120,125.0,20,30.0,4700,4905.0
125,132.0,30,35.0,4905,5183.0
132,136.0,35,36.0,5183,5340.0
136,142.0,36,15.0,5340,5553.0
142,150.0,15,1.0,5553,5851.0
150,153.0,1,21.0,5851,5988.0
153,154.0,21,21.0,5988,6027.0
154,160.0,21,20.0,6027,6260.0
