"dat_id","per_id","age","gender","income","lic","mode","purpose","X","geoid_o","sampno","deptime","geoid_d","zid","arrtime","dist","autoivtt","darivtt","walktt","costauto","sharedridecost","darefare","busfare","buswaitt","bustt","u_perid","emp","child16","hh_auto","PERRKWT0"
3,211348002,4,-7,-7,1,4,7,7,260210013002,2113480,"4/23/2015 10:00",260210020003,260000000000,"4/23/2015 12:10",1.04,1.56,1.782857143,17.82857143,0.624,0.2496,2.104,1.052,-99999,2.496,0,1,-99999,2,36.4818006
3,211548101,5,1,5,1,4,17,17,260210014002,2115481,"4/28/2015 8:40",260210021003,260000000000,"4/28/2015 8:56",7.16,10.74,12.27428571,122.7428571,4.296,1.7184,2.716,1.358,-99999,17.184,1,1,-99999,2,46.2724876
3,211695002,4,2,-7,1,4,3,3,260210018003,2116950,"5/7/2015 8:15",260210024002,260000000000,"5/7/2015 8:25",6.13,9.195,10.50857143,105.0857143,3.678,1.4712,2.613,1.3065,-99999,14.712,1,0,-99999,3,69.6301012
3,211695003,4,1,-7,1,4,3,3,260210018003,2116950,"5/7/2015 8:15",260210025001,260000000000,"5/7/2015 9:35",14.3,21.45,24.51428571,245.1428571,8.58,3.432,3.43,1.715,-99999,34.32,1,0,-99999,3,95.9431927
3,211794201,4,2,5,1,4,3,3,260210016001,2117942,"5/4/2015 6:30",260210004002,260000000000,"5/4/2015 7:00",8.27,12.405,14.17714286,141.7714286,4.962,1.9848,2.827,1.4135,-99999,19.848,0,0,-99999,2,79.1471882
3,211794202,4,1,5,2,1,9,9,260210016001,2117942,"5/4/2015 12:45",260210016001,260000000000,"5/4/2015 12:55",0.48,0.72,0.822857143,8.228571429,0.288,0.1152,2.048,1.024,-99999,1.152,0,6,-99999,2,85.7520222
3,211794203,4,2,5,1,5,1,1,260210016001,2117942,"5/4/2015 14:00",260210020003,260000000000,"5/4/2015 14:30",8.77,13.155,15.03428571,150.3428571,5.262,2.1048,2.877,1.4385,-99999,21.048,0,3,-99999,2,85.1133746
3,211918001,5,1,5,1,4,4,4,260210016001,2119180,"4/22/2015 6:25",260210017002,260000000000,"4/22/2015 6:35",0.78,1.17,1.337142857,13.37142857,0.468,0.1872,2.078,1.039,-99999,1.872,0,0,-99999,4,46.2724876
3,211918001,5,1,5,1,4,11,11,260210016001,2119180,"4/22/2015 9:46",260210015001,260000000000,"4/22/2015 9:55",2.67,4.005,4.577142857,45.77142857,1.602,0.6408,2.267,1.1335,-99999,6.408,1,0,-99999,4,46.2724876
3,211918001,5,1,5,1,4,19,19,260210016001,2119180,"4/22/2015 13:40",260210017002,260000000000,"4/22/2015 13:55",2.07,3.105,3.548571429,35.48571429,1.242,0.4968,2.207,1.1035,-99999,4.968,0,0,-99999,4,46.2724876
3,211918001,5,1,5,1,4,10,10,260210016001,2119180,"4/22/2015 17:38",260210015002,260000000000,"4/22/2015 17:41",1.02,1.53,1.748571429,17.48571429,0.612,0.2448,2.102,1.051,-99999,2.448,0,0,-99999,4,46.2724876
3,211918002,4,2,5,1,4,11,11,260210016001,2119180,"4/22/2015 9:45",260210015001,260000000000,"4/22/2015 9:55",1.55,2.325,2.657142857,26.57142857,0.93,0.372,2.155,1.0775,-99999,3.72,1,1,-99999,4,36.5258355
3,211918002,4,2,5,1,5,11,11,260210016001,2119180,"4/22/2015 13:40",260210015001,260000000000,"4/22/2015 13:48",2.67,4.005,4.577142857,45.77142857,1.602,0.6408,2.267,1.1335,-99999,6.408,0,1,-99999,4,36.5258355
