"dat_id","per_id","age","gender","income","lic","mode","purpose","X","geoid_o","sampno","deptime","geoid_d","zid","arrtime","dist","autoivtt","darivtt","walktt","costauto","sharedridecost","darefare","busfare","buswaitt","bustt","u_perid","emp","child16","hh_auto","PERRKWT0"
3,224301001,5,1,8,1,4,12,12,260210015001,2243010,"4/28/2015 7:47",260210011001,260000000000,"4/28/2015 7:55",6.05,9.075,10.37142857,103.7142857,3.63,1.452,2.605,1.3025,-99999,14.52,1,1,-99999,2,40.1139521
3,224301001,5,1,8,1,4,9,9,260210015001,2243010,"4/28/2015 11:24",260210016001,260000000000,"4/28/2015 11:33",3.77,5.655,6.462857143,64.62857143,2.262,0.9048,2.377,1.1885,-99999,9.048,0,1,-99999,2,40.1139521
3,224301001,5,1,8,1,4,14,14,260210015001,2243010,"4/28/2015 19:18",260210008002,260000000000,"4/28/2015 19:30",7.01,10.515,12.01714286,120.1714286,4.206,1.6824,2.701,1.3505,-99999,16.824,0,1,-99999,2,40.1139521
3,224680701,4,2,5,1,4,3,3,260210019001,2246807,"4/30/2015 7:45",260210021003,260000000000,"4/30/2015 8:00",4.46,6.69,7.645714286,76.45714286,2.676,1.0704,2.446,1.223,-99999,10.704,1,0,-99999,4,122.3960553
3,224680701,4,2,5,1,4,3,3,260210019001,2246807,"4/30/2015 12:45",260210021003,260000000000,"4/30/2015 13:00",3.38,5.07,5.794285714,57.94285714,2.028,0.8112,2.338,1.169,-99999,8.112,0,0,-99999,4,122.3960553
3,225681102,4,1,9,1,4,19,19,260210018003,2256811,"4/23/2015 16:35",260210004002,260000000000,"4/23/2015 16:58",8.47,12.705,14.52,145.2,5.082,2.0328,2.847,1.4235,-99999,20.328,0,0,-99999,3,133.18294
3,225681103,2,1,9,-99999,5,17,17,260210018003,2256811,"4/23/2015 16:35",260210004002,260000000000,"4/23/2015 16:58",8.47,12.705,14.52,145.2,5.082,2.0328,2.847,1.4235,-99999,20.328,0,-99999,-99999,3,124.1975236
3,225848001,6,2,3,1,4,9,9,260210019001,2258480,"5/6/2015 10:00",260210021003,260000000000,"5/6/2015 10:30",4.02,6.03,6.891428571,68.91428571,2.412,0.9648,2.402,1.201,-99999,9.648,0,1,-99999,2,48.3301357
3,225848001,6,2,3,1,4,9,9,260210019001,2258480,"5/6/2015 14:30",260210021003,260000000000,"5/6/2015 14:45",3.93,5.895,6.737142857,67.37142857,2.358,0.9432,2.393,1.1965,-99999,9.432,0,1,-99999,2,48.3301357
3,225848002,6,2,3,1,4,19,19,260210019001,2258480,"5/6/2015 14:50",260210021003,260000000000,"5/6/2015 15:00",2.84,4.26,4.868571429,48.68571429,1.704,0.6816,2.284,1.142,-99999,6.816,0,1,-99999,2,48.3301357
3,226257101,4,1,3,1,4,3,3,260210111002,2262571,"4/21/2015 11:00",260210009001,260000000000,"4/21/2015 13:45",4.33,6.495,7.422857143,74.22857143,2.598,1.0392,2.433,1.2165,-99999,10.392,0,0,-99999,1,72.257011
3,226293501,4,2,5,1,4,10,10,260210111002,2262935,"4/22/2015 16:15",260210014002,260000000000,"4/22/2015 16:25",7.39,11.085,12.66857143,126.6857143,4.434,1.7736,2.739,1.3695,-99999,17.736,0,0,-99999,2,56.872246
3,226802401,4,1,6,1,4,3,3,260210017001,2268024,"4/28/2015 7:44",260210004002,260000000000,"4/28/2015 7:57",5.87,8.805,10.06285714,100.6285714,3.522,1.4088,2.587,1.2935,-99999,14.088,1,0,-99999,3,54.5320976
3,226802401,4,1,6,1,4,3,3,260210017001,2268024,"4/28/2015 12:17",260210004002,260000000000,"4/28/2015 12:29",5.88,8.82,10.08,100.8,3.528,1.4112,2.588,1.294,-99999,14.112,0,0,-99999,3,54.5320976
3,226802402,4,2,6,1,4,3,3,260210017001,2268024,"4/28/2015 7:07",260210016001,260000000000,"4/28/2015 7:14",3.55,5.325,6.085714286,60.85714286,2.13,0.852,2.355,1.1775,-99999,8.52,1,0,-99999,3,49.6458267
3,227239601,6,2,5,1,4,11,11,260210018002,2272396,"4/28/2015 9:30",260210020002,260000000000,"4/28/2015 10:15",1.84,2.76,3.154285714,31.54285714,1.104,0.4416,2.184,1.092,-99999,4.416,1,1,-99999,1,75.863769
3,227239602,6,1,5,1,4,11,11,260210018002,2272396,"4/28/2015 9:45",260210020002,260000000000,"4/28/2015 10:15",1.84,2.76,3.154285714,31.54285714,1.104,0.4416,2.184,1.092,-99999,4.416,1,1,-99999,1,72.5463146
3,227712501,4,2,7,1,4,3,3,260210019001,2277125,"4/22/2015 7:52",260210024002,260000000000,"4/22/2015 7:54",1.22,1.83,2.091428571,20.91428571,0.732,0.2928,2.122,1.061,-99999,2.928,1,0,-99999,2,31.7879416
3,227712502,4,1,7,1,4,3,3,260210019001,2277125,"4/22/2015 5:40",260210015002,260000000000,"4/22/2015 6:00",11.56,17.34,19.81714286,198.1714286,6.936,2.7744,3.156,1.578,-99999,27.744,0,0,-99999,2,36.7422067
3,228071201,4,2,9,1,4,19,19,260210017001,2280712,"6/2/2015 8:05",260210015001,260000000000,"6/2/2015 8:14",2.57,3.855,4.405714286,44.05714286,1.542,0.6168,2.257,1.1285,-99999,6.168,1,0,-99999,2,101.301577
3,228071201,4,2,9,1,4,14,14,260210017001,2280712,"6/2/2015 9:19",260210018002,260000000000,"6/2/2015 9:33",0.1,0.15,0.171428571,1.714285714,0.06,0.024,2.01,1.005,-99999,0.24,1,0,-99999,2,101.301577
3,228071201,4,2,9,1,4,17,17,260210017001,2280712,"6/2/2015 17:11",260210017002,260000000000,"6/2/2015 17:22",3.63,5.445,6.222857143,62.22857143,2.178,0.8712,2.363,1.1815,-99999,8.712,0,0,-99999,2,101.301577
3,228071203,2,1,9,-99999,5,6,6,260210017001,2280712,"6/2/2015 8:05",260210015001,260000000000,"6/2/2015 8:15",2.28,3.42,3.908571429,39.08571429,1.368,0.5472,2.228,1.114,-99999,5.472,1,-99999,-99999,2,109.1901279
3,228071203,2,1,9,-99999,5,17,17,260210017001,2280712,"6/2/2015 17:15",260210017002,260000000000,"6/2/2015 17:23",3.57,5.355,6.12,61.2,2.142,0.8568,2.357,1.1785,-99999,8.568,0,-99999,-99999,2,109.1901279
3,228071204,1,1,9,-99999,5,19,19,260210017001,2280712,"6/2/2015 8:05",260210015001,260000000000,"6/2/2015 8:15",2.28,3.42,3.908571429,39.08571429,1.368,0.5472,2.228,1.114,-99999,5.472,1,-99999,-99999,2,109.1901279
3,228071204,1,1,9,-99999,5,6,6,260210017001,2280712,"6/2/2015 9:15",260210018002,260000000000,"6/2/2015 9:30",3.44,5.16,5.897142857,58.97142857,2.064,0.8256,2.344,1.172,-99999,8.256,1,-99999,-99999,2,109.1901279
3,228071204,1,1,9,-99999,5,17,17,260210017001,2280712,"6/2/2015 17:15",260210017002,260000000000,"6/2/2015 17:23",3.57,5.355,6.12,61.2,2.142,0.8568,2.357,1.1785,-99999,8.568,0,-99999,-99999,2,109.1901279
3,228071205,1,1,9,-99999,5,19,19,260210017001,2280712,"6/2/2015 8:05",260210015001,260000000000,"6/2/2015 8:15",2.28,3.42,3.908571429,39.08571429,1.368,0.5472,2.228,1.114,-99999,5.472,1,-99999,-99999,2,109.1901279
3,228071205,1,1,9,-99999,5,14,14,260210017001,2280712,"6/2/2015 9:15",260210018002,260000000000,"6/2/2015 9:37",0.13,0.195,0.222857143,2.228571429,0.078,0.0312,2.013,1.0065,-99999,0.312,1,-99999,-99999,2,109.1901279
3,228071205,1,1,9,-99999,5,17,17,260210017001,2280712,"6/2/2015 17:15",260210017002,260000000000,"6/2/2015 17:23",3.57,5.355,6.12,61.2,2.142,0.8568,2.357,1.1785,-99999,8.568,0,-99999,-99999,2,109.1901279
3,228101201,5,1,2,1,4,7,7,260210014002,2281012,"5/11/2015 9:55",260210015002,260000000000,"5/11/2015 10:00",2.25,3.375,3.857142857,38.57142857,1.35,0.54,2.225,1.1125,-99999,5.4,1,1,-99999,2,46.4654922
3,228101201,5,1,2,1,4,7,7,260210014002,2281012,"5/11/2015 18:45",260210015002,260000000000,"5/11/2015 18:50",1.83,2.745,3.137142857,31.37142857,1.098,0.4392,2.183,1.0915,-99999,4.392,0,1,-99999,2,46.4654922
3,228101202,5,2,2,1,4,13,13,260210014002,2281012,"5/11/2015 9:35",260210004001,260000000000,"5/11/2015 9:45",7.05,10.575,12.08571429,120.8571429,4.23,1.692,2.705,1.3525,-99999,16.92,1,1,-99999,2,48.5903024
3,228101202,5,2,2,1,4,9,9,260210014002,2281012,"5/11/2015 12:15",260210014003,260000000000,"5/11/2015 12:25",1.67,2.505,2.862857143,28.62857143,1.002,0.4008,2.167,1.0835,-99999,4.008,0,1,-99999,2,48.5903024
3,228101202,5,2,2,1,4,7,7,260210014002,2281012,"5/11/2015 13:40",260210004001,260000000000,"5/11/2015 13:50",7.05,10.575,12.08571429,120.8571429,4.23,1.692,2.705,1.3525,-99999,16.92,0,1,-99999,2,48.5903024
3,228101202,5,2,2,1,4,15,15,260210014002,2281012,"5/11/2015 17:30",260210009002,260000000000,"5/11/2015 17:40",2.75,4.125,4.714285714,47.14285714,1.65,0.66,2.275,1.1375,-99999,6.6,0,1,-99999,2,48.5903024
3,228535301,4,1,6,1,4,3,3,260210025001,2285353,"5/19/2015 7:47",260210104001,260000000000,"5/19/2015 7:56",5.34,8.01,9.154285714,91.54285714,3.204,1.2816,2.534,1.267,-99999,12.816,1,0,-99999,5,84.0257579
3,228535302,4,2,6,1,4,3,3,260210025001,2285353,"5/19/2015 10:29",260210009001,260000000000,"5/19/2015 10:48",11.85,17.775,20.31428571,203.1428571,7.11,2.844,3.185,1.5925,-99999,28.44,0,0,-99999,5,60.9811062
3,228535302,4,2,6,1,4,19,19,260210025001,2285353,"5/19/2015 15:45",260210103002,260000000000,"5/19/2015 15:59",5.69,8.535,9.754285714,97.54285714,3.414,1.3656,2.569,1.2845,-99999,13.656,0,0,-99999,5,60.9811062
3,228535303,4,1,6,1,4,3,3,260210025001,2285353,"5/19/2015 8:41",260210011002,260000000000,"5/19/2015 8:55",10.04,15.06,17.21142857,172.1142857,6.024,2.4096,3.004,1.502,-99999,24.096,1,0,-99999,5,66.3992564
3,229602801,4,1,7,1,4,6,6,260210014002,2296028,"4/22/2015 16:35",260210016001,260000000000,"4/22/2015 16:40",2.21,3.315,3.788571429,37.88571429,1.326,0.5304,2.221,1.1105,-99999,5.304,0,5,-99999,2,54.7424676
3,229602801,4,1,7,1,4,17,17,260210014002,2296028,"4/22/2015 19:36",260210018002,260000000000,"4/22/2015 19:42",3.95,5.925,6.771428571,67.71428571,2.37,0.948,2.395,1.1975,-99999,9.48,0,5,-99999,2,54.7424676
3,229602802,4,2,7,1,4,3,3,260210014002,2296028,"4/22/2015 8:20",260210004002,260000000000,"4/22/2015 8:35",6.15,9.225,10.54285714,105.4285714,3.69,1.476,2.615,1.3075,-99999,14.76,1,0,-99999,2,49.8373468
3,229691701,4,2,-7,1,4,19,19,260210014002,2296917,"5/5/2015 7:16",260210018002,260000000000,"5/5/2015 7:24",4.11,6.165,7.045714286,70.45714286,2.466,0.9864,2.411,1.2055,-99999,9.864,1,0,-99999,3,133.9672243
3,229691702,4,1,-7,1,4,3,3,260210014002,2296917,"5/5/2015 5:47",260210111002,260000000000,"5/5/2015 5:56",5.98,8.97,10.25142857,102.5142857,3.588,1.4352,2.598,1.299,-99999,14.352,0,0,-99999,3,147.1526256
3,229691702,4,1,-7,1,4,17,17,260210014002,2296917,"5/5/2015 17:48",260210017001,260000000000,"5/5/2015 17:54",2.91,4.365,4.988571429,49.88571429,1.746,0.6984,2.291,1.1455,-99999,6.984,0,0,-99999,3,147.1526256
3,229691703,1,2,-7,-99999,5,19,19,260210014002,2296917,"5/5/2015 7:15",260210018002,260000000000,"5/5/2015 7:23",3.99,5.985,6.84,68.4,2.394,0.9576,2.399,1.1995,-99999,9.576,1,-99999,-99999,3,156.5030136
3,229691704,4,2,-7,1,4,3,3,260210014002,2296917,"5/5/2015 5:16",260210010002,260000000000,"5/5/2015 5:25",5.13,7.695,8.794285714,87.94285714,3.078,1.2312,2.513,1.2565,-99999,12.312,0,0,-99999,3,135.8185644
3,229740001,4,1,5,1,4,13,13,260210015001,2297400,"5/18/2015 13:15",260210008002,260000000000,"5/18/2015 13:35",7.27,10.905,12.46285714,124.6285714,4.362,1.7448,2.727,1.3635,-99999,17.448,0,0,-99999,3,42.3821805
3,229740002,4,2,5,1,4,3,3,260210015001,2297400,"5/18/2015 10:26",260210015002,260000000000,"5/18/2015 10:34",2.62,3.93,4.491428571,44.91428571,1.572,0.6288,2.262,1.131,-99999,6.288,0,0,-99999,3,47.7525406
3,229740002,4,2,5,1,4,3,3,260210015001,2297400,"5/18/2015 14:25",260210015002,260000000000,"5/18/2015 14:32",2.62,3.93,4.491428571,44.91428571,1.572,0.6288,2.262,1.131,-99999,6.288,0,0,-99999,3,47.7525406
3,229740002,4,2,5,1,5,14,14,260210015001,2297400,"5/18/2015 17:00",260210113002,260000000000,"5/18/2015 17:33",23.15,34.725,39.68571429,396.8571429,13.89,5.556,4.315,2.1575,-99999,55.56,0,0,-99999,3,47.7525406
3,230745601,4,2,2,1,4,15,15,260210003002,2307456,"6/4/2015 9:06",260210005001,260000000000,"6/4/2015 10:44",0.43,0.645,0.737142857,7.371428571,0.258,0.1032,2.043,1.0215,-99999,1.032,1,0,-99999,1,66.7180989
3,230745601,4,2,2,1,4,15,15,260210003002,2307456,"6/4/2015 13:30",260210003001,260000000000,"6/4/2015 13:43",1.64,2.46,2.811428571,28.11428571,0.984,0.3936,2.164,1.082,-99999,3.936,0,0,-99999,1,66.7180989
3,230745601,4,2,2,1,4,15,15,260210003002,2307456,"6/4/2015 18:59",260210020003,260000000000,"6/4/2015 20:39",0.55,0.825,0.942857143,9.428571429,0.33,0.132,2.055,1.0275,-99999,1.32,0,0,-99999,1,66.7180989
3,230770601,4,2,-7,1,5,12,12,260210018002,2307706,"5/5/2015 9:00",260210009001,260000000000,"5/5/2015 9:45",3.63,5.445,6.222857143,62.22857143,2.178,0.8712,2.363,1.1815,-99999,8.712,1,2,-99999,3,62.8717354
3,230770602,4,1,-7,1,4,3,3,260210018002,2307706,"5/5/2015 5:45",260210022001,260000000000,"5/5/2015 10:45",4.51,6.765,7.731428571,77.31428571,2.706,1.0824,2.451,1.2255,-99999,10.824,0,0,-99999,3,63.3434931
3,230770604,1,2,-7,-99999,5,12,12,260210018002,2307706,"5/5/2015 9:00",260210009001,260000000000,"5/5/2015 9:45",4.51,6.765,7.731428571,77.31428571,2.706,1.0824,2.451,1.2255,-99999,10.824,1,-99999,-99999,3,67.3684722
3,230845501,5,2,1,1,4,19,19,260210101004,2308455,"5/26/2015 8:45",260210024002,260000000000,"5/26/2015 9:00",6.28,9.42,10.76571429,107.6571429,3.768,1.5072,2.628,1.314,-99999,15.072,1,6,-99999,1,72.6763556
3,230845501,5,2,1,1,4,19,19,260210101004,2308455,"5/26/2015 12:00",260210024002,260000000000,"5/26/2015 12:15",6.28,9.42,10.76571429,107.6571429,3.768,1.5072,2.628,1.314,-99999,15.072,0,6,-99999,1,72.6763556
3,231087601,4,1,2,1,4,4,4,260210015001,2310876,"4/29/2015 7:10",260210004002,260000000000,"4/29/2015 7:20",8.53,12.795,14.62285714,146.2285714,5.118,2.0472,2.853,1.4265,-99999,20.472,1,0,-99999,3,42.5589584
3,231087602,4,2,2,1,4,4,4,260210015001,2310876,"4/29/2015 7:10",260210018002,260000000000,"4/29/2015 7:30",7.98,11.97,13.68,136.8,4.788,1.9152,2.798,1.399,-99999,19.152,1,0,-99999,3,47.9517186
3,231164601,5,1,7,1,4,3,3,260210014003,2311646,"4/21/2015 4:35",260210011002,260000000000,"4/21/2015 4:40",3.82,5.73,6.548571429,65.48571429,2.292,0.9168,2.382,1.191,-99999,9.168,0,0,-99999,3,31.2283723
3,231164602,5,2,7,1,4,3,3,260210014003,2311646,"4/21/2015 9:00",260210013001,260000000000,"4/21/2015 9:07",2.73,4.095,4.68,46.8,1.638,0.6552,2.273,1.1365,-99999,6.552,1,1,-99999,3,32.6564076
3,231665101,6,1,3,1,4,13,13,260210213003,2316651,"4/20/2015 13:30",260210021003,260000000000,"4/20/2015 14:00",12.82,19.23,21.97714286,219.7714286,7.692,3.0768,3.282,1.641,-99999,30.768,0,1,-99999,1,52.5688548
3,231665102,6,2,3,1,5,9,9,260210213003,2316651,"4/20/2015 13:30",260210021003,260000000000,"4/20/2015 14:00",12.82,19.23,21.97714286,219.7714286,7.692,3.0768,3.282,1.641,-99999,30.768,0,1,-99999,1,54.9727643
3,231858101,4,1,5,1,4,3,3,260210015001,2318581,"4/27/2015 7:15",260210024002,260000000000,"4/27/2015 7:30",9.98,14.97,17.10857143,171.0857143,5.988,2.3952,2.998,1.499,-99999,23.952,1,0,-99999,2,42.3821805
3,231858102,4,2,5,1,4,14,14,260210015001,2318581,"4/27/2015 11:30",260210008002,260000000000,"4/27/2015 11:55",6.94,10.41,11.89714286,118.9714286,4.164,1.6656,2.694,1.347,-99999,16.656,0,3,-99999,2,36.5258355
3,232219101,4,2,2,1,4,3,3,260210014003,2322191,"4/30/2015 12:24",260210014001,260000000000,"4/30/2015 12:43",2,3,3.428571429,34.28571429,1.2,0.48,2.2,1.1,-99999,4.8,0,0,-99999,2,50.2086463
3,232219102,4,1,2,1,4,19,19,260210014003,2322191,"4/30/2015 11:45",260210014002,260000000000,"4/30/2015 11:55",1.97,2.955,3.377142857,33.77142857,1.182,0.4728,2.197,1.0985,-99999,4.728,0,6,-99999,2,52.3165301
3,232445503,5,2,-8,1,4,3,3,260210007003,2324455,"4/21/2015 7:40",260210008001,260000000000,"4/21/2015 7:50",2.31,3.465,3.96,39.6,1.386,0.5544,2.231,1.1155,-99999,5.544,1,0,-99999,2,53.9181833
3,232445503,5,2,-8,1,4,3,3,260210007003,2324455,"4/21/2015 12:20",260210008001,260000000000,"4/21/2015 12:30",2.31,3.465,3.96,39.6,1.386,0.5544,2.231,1.1155,-99999,5.544,0,0,-99999,2,53.9181833
3,232983101,5,2,2,1,5,12,12,260210007002,2329831,"5/4/2015 9:00",261614002002,262000000000,"5/4/2015 12:00",144.66,216.99,247.9885714,2479.885714,86.796,34.7184,16.466,8.233,-99999,347.184,1,1,-99999,1,56.7655946
3,233534701,6,1,5,1,4,13,13,260210015002,2335347,"5/5/2015 10:00",260210015002,260000000000,"5/5/2015 10:05",0.72,1.08,1.234285714,12.34285714,0.432,0.1728,2.072,1.036,-99999,1.728,0,0,-99999,4,46.2724876
3,233534702,6,2,5,1,4,12,12,260210015002,2335347,"5/5/2015 14:15",260210018002,260000000000,"5/5/2015 14:35",4.87,7.305,8.348571429,83.48571429,2.922,1.1688,2.487,1.2435,-99999,11.688,0,1,-99999,4,48.388472
3,234126701,5,1,3,1,4,15,15,260210016001,2341267,"4/23/2015 11:35",260210018002,260000000000,"4/23/2015 11:45",5.26,7.89,9.017142857,90.17142857,3.156,1.2624,2.526,1.263,-99999,12.624,0,1,-99999,2,46.2167023
3,234126702,4,2,3,1,5,15,15,260210016001,2341267,"4/23/2015 11:35",260210018002,260000000000,"4/23/2015 11:45",5.26,7.89,9.017142857,90.17142857,3.156,1.2624,2.526,1.263,-99999,12.624,0,1,-99999,2,36.4818006
3,234149701,6,2,2,1,4,16,16,260210015002,2341497,"4/28/2015 9:45",260210015001,260000000000,"4/28/2015 10:30",3.28,4.92,5.622857143,56.22857143,1.968,0.7872,2.328,1.164,-99999,7.872,1,1,-99999,1,56.7655946
3,234211301,5,1,3,1,4,13,13,260210016001,2342113,"4/27/2015 9:30",260150106004,260000000000,"4/27/2015 10:30",76.88,115.32,131.7942857,1317.942857,46.128,18.4512,9.688,4.844,-99999,184.512,1,1,-99999,1,53.9926376
3,234244501,4,1,6,1,4,12,12,260210016001,2342445,"4/23/2015 8:15",260210016001,260000000000,"4/23/2015 8:25",1.12,1.68,1.92,19.2,0.672,0.2688,2.112,1.056,-99999,2.688,1,0,-99999,4,44.6714591
3,234244501,4,1,6,1,4,9,9,260210016001,2342445,"4/23/2015 12:20",260210014003,260000000000,"4/23/2015 12:30",1.5,2.25,2.571428571,25.71428571,0.9,0.36,2.15,1.075,-99999,3.6,0,0,-99999,4,44.6714591
3,234244501,4,1,6,1,4,10,10,260210016001,2342445,"4/23/2015 18:05",260210015002,260000000000,"4/23/2015 18:10",0.47,0.705,0.805714286,8.057142857,0.282,0.1128,2.047,1.0235,-99999,1.128,0,0,-99999,4,44.6714591
3,234244502,4,2,6,1,4,3,3,260210016001,2342445,"4/23/2015 7:25",260210025002,260000000000,"4/23/2015 7:50",10.89,16.335,18.66857143,186.6857143,6.534,2.6136,3.089,1.5445,-99999,26.136,1,0,-99999,4,50.3318998
3,234368701,4,2,-7,1,4,3,3,260210016001,2343687,"5/4/2015 7:31",260210023002,260000000000,"5/4/2015 9:26",1.6,2.4,2.742857143,27.42857143,0.96,0.384,2.16,1.08,-99999,3.84,1,0,-99999,2,55.9289063
3,234368701,4,2,-7,1,4,9,9,260210016001,2343687,"5/4/2015 20:26",260210014003,260000000000,"5/4/2015 20:30",1.51,2.265,2.588571429,25.88571429,0.906,0.3624,2.151,1.0755,-99999,3.624,0,0,-99999,2,55.9289063
3,234368702,4,1,-7,1,4,3,3,260210016001,2343687,"5/4/2015 7:10",260210111001,260000000000,"5/4/2015 12:29",5.74,8.61,9.84,98.4,3.444,1.3776,2.574,1.287,-99999,13.776,1,0,-99999,2,60.8981703
3,234368703,2,1,-7,-99999,5,6,6,260210016001,2343687,"5/4/2015 7:13",260210017002,260000000000,"5/4/2015 7:15",1.09,1.635,1.868571429,18.68571429,0.654,0.2616,2.109,1.0545,-99999,2.616,1,-99999,-99999,2,56.7895704
3,234368703,2,1,-7,-99999,5,9,9,260210016001,2343687,"5/4/2015 20:26",260210014003,260000000000,"5/4/2015 20:30",1.52,2.28,2.605714286,26.05714286,0.912,0.3648,2.152,1.076,-99999,3.648,0,-99999,-99999,2,56.7895704
3,234492801,4,1,6,1,4,3,3,260210003002,2344928,"5/7/2015 7:55",260210004002,260000000000,"5/7/2015 8:00",1.28,1.92,2.194285714,21.94285714,0.768,0.3072,2.128,1.064,-99999,3.072,1,0,-99999,2,60.8103597
3,234492801,4,1,6,1,4,17,17,260210003002,2344928,"5/7/2015 20:20",260210021003,260000000000,"5/7/2015 20:58",5.23,7.845,8.965714286,89.65714286,3.138,1.2552,2.523,1.2615,-99999,12.552,0,0,-99999,2,60.8103597
3,234492802,4,1,6,1,4,3,3,260210003002,2344928,"5/7/2015 6:35",260810111023,261000000000,"5/7/2015 7:52",86.41,129.615,148.1314286,1481.314286,51.846,20.7384,10.641,5.3205,-99999,207.384,0,0,-99999,2,60.8103597
3,234612102,4,2,7,1,4,3,3,260210008002,2346121,"4/28/2015 8:50",260210021003,260000000000,"4/28/2015 9:05",4.69,7.035,8.04,80.4,2.814,1.1256,2.469,1.2345,-99999,11.256,1,2,-99999,2,98.570726
3,234979201,5,2,6,1,4,12,12,260210017003,2349792,"5/5/2015 10:45",260210009001,260000000000,"5/5/2015 10:56",5.68,8.52,9.737142857,97.37142857,3.408,1.3632,2.568,1.284,-99999,13.632,0,0,-99999,1,43.2276268
3,234979201,5,2,6,1,4,13,13,260210017003,2349792,"5/5/2015 13:50",260210017003,260000000000,"5/5/2015 14:00",0.69,1.035,1.182857143,11.82857143,0.414,0.1656,2.069,1.0345,-99999,1.656,0,0,-99999,1,43.2276268
3,234979201,5,2,6,1,4,15,15,260210017003,2349792,"5/5/2015 19:45",260210018001,260000000000,"5/5/2015 20:00",8.13,12.195,13.93714286,139.3714286,4.878,1.9512,2.813,1.4065,-99999,19.512,0,0,-99999,1,43.2276268
3,234995601,5,2,4,1,4,3,3,260210015002,2349956,"5/4/2015 12:15",260210008001,260000000000,"5/4/2015 13:00",7.53,11.295,12.90857143,129.0857143,4.518,1.8072,2.753,1.3765,-99999,18.072,0,0,-99999,2,51.915401
3,234995602,4,1,4,1,4,13,13,260210015002,2349956,"5/4/2015 10:15",260210111002,260000000000,"5/4/2015 10:22",5.24,7.86,8.982857143,89.82857143,3.144,1.2576,2.524,1.262,-99999,12.576,0,0,-99999,2,45.4713242
3,234995602,4,1,4,1,4,9,9,260210015002,2349956,"5/4/2015 14:20",260210016001,260000000000,"5/4/2015 14:28",2.08,3.12,3.565714286,35.65714286,1.248,0.4992,2.208,1.104,-99999,4.992,0,0,-99999,2,45.4713242
3,234995602,4,1,4,1,4,9,9,260210015002,2349956,"5/4/2015 15:18",260210017002,260000000000,"5/4/2015 15:28",3.27,4.905,5.605714286,56.05714286,1.962,0.7848,2.327,1.1635,-99999,7.848,0,0,-99999,2,45.4713242
3,235056301,4,2,6,1,4,9,9,260210018003,2350563,"4/28/2015 15:55",260210020003,260000000000,"4/28/2015 16:05",5.33,7.995,9.137142857,91.37142857,3.198,1.2792,2.533,1.2665,-99999,12.792,0,0,-99999,4,69.3625196
3,235056302,4,1,6,1,4,3,3,260210018003,2350563,"4/28/2015 7:40",260210020003,260000000000,"4/28/2015 8:00",6.58,9.87,11.28,112.8,3.948,1.5792,2.658,1.329,-99999,15.792,1,0,-99999,4,75.5253554
3,235056303,2,2,6,-99999,5,9,9,260210018003,2350563,"4/28/2015 15:55",260210020003,260000000000,"4/28/2015 16:05",5.33,7.995,9.137142857,91.37142857,3.198,1.2792,2.533,1.2665,-99999,12.792,0,-99999,-99999,4,76.3333098
3,235187701,5,1,3,1,4,13,13,260210017003,2351877,"5/18/2015 14:00",260210014002,260000000000,"5/18/2015 14:10",3.23,4.845,5.537142857,55.37142857,1.938,0.7752,2.323,1.1615,-99999,7.752,0,1,-99999,2,60.678416
3,235187701,5,1,3,1,5,14,14,260210017003,2351877,"5/18/2015 17:45",260210021003,260000000000,"5/18/2015 18:00",8.46,12.69,14.50285714,145.0285714,5.076,2.0304,2.846,1.423,-99999,20.304,0,1,-99999,2,60.678416
3,235187702,5,2,3,1,5,13,13,260210017003,2351877,"5/18/2015 14:00",260210014002,260000000000,"5/18/2015 14:10",3.23,4.845,5.537142857,55.37142857,1.938,0.7752,2.323,1.1615,-99999,7.752,0,1,-99999,2,63.4531658
3,235187702,5,2,3,1,4,13,13,260210017003,2351877,"5/18/2015 16:25",260210015002,260000000000,"5/18/2015 16:30",0.86,1.29,1.474285714,14.74285714,0.516,0.2064,2.086,1.043,-99999,2.064,0,1,-99999,2,63.4531658
3,235187702,5,2,3,1,4,14,14,260210017003,2351877,"5/18/2015 17:45",260210021003,260000000000,"5/18/2015 18:00",8.46,12.69,14.50285714,145.0285714,5.076,2.0304,2.846,1.423,-99999,20.304,0,1,-99999,2,63.4531658
3,235426201,4,2,7,1,4,9,9,260210017003,2354262,"5/5/2015 6:30",260210016001,260000000000,"5/5/2015 17:25",10.83,16.245,18.56571429,185.6571429,6.498,2.5992,3.083,1.5415,-99999,25.992,0,0,-99999,3,60.7563329
3,235426202,4,1,7,1,4,3,3,260210017003,2354262,"5/5/2015 9:00",260210009001,260000000000,"5/5/2015 9:15",6.17,9.255,10.57714286,105.7714286,3.702,1.4808,2.617,1.3085,-99999,14.808,1,0,-99999,3,53.9235365
3,235600401,5,1,2,1,4,9,9,260210017002,2356004,"4/27/2015 8:30",260210211002,260000000000,"4/27/2015 9:30",24.32,36.48,41.69142857,416.9142857,14.592,5.8368,4.432,2.216,-99999,58.368,1,1,-99999,2,46.4654922
3,235600402,5,2,2,1,5,9,9,260210017002,2356004,"4/27/2015 8:30",260210211002,260000000000,"4/27/2015 9:30",24.32,36.48,41.69142857,416.9142857,14.592,5.8368,4.432,2.216,-99999,58.368,1,1,-99999,2,48.5903024
