,time1,time2,time3,time4,time5
0,9999.0,9999.0,9999.0,9999.0,9999.0
1,9999.0,21.234285714285715,28.49142857142857,9999.0,16.148571428571426
2,7.954285714285714,10.731428571428571,10.731428571428571,16.445714285714285,8.64
3,13.52,29.611428571428576,34.09142857142857,39.519999999999996,13.691428571428572
4,18.377142857142854,13.82857142857143,18.377142857142854,36.36571428571428,16.034285714285716
5,0.0,10.662857142857142,5.714285714285714,20.42285714285714,9999.0
6,23.77142857142857,15.61142857142857,9999.0,15.61142857142857,8.64
7,8.64,43.36,12.537142857142856,31.988571428571433,23.77142857142857
8,12.537142857142856,13.21142857142857,9999.0,13.21142857142857,7.565714285714286
9,43.36,30.137142857142855,13.21142857142857,17.542857142857144,21.531428571428574
10,12.537142857142856,9999.0,17.542857142857144,7.565714285714286,23.77142857142857
11,2.891428571428571,2.891428571428571,19.954285714285717,13.725714285714284,0.0
12,8.262857142857143,29.554285714285715,82.92571428571429,27.337142857142855,82.92571428571429
13,13.92,38.091428571428565,12.582857142857142,46.67428571428571,82.92571428571429
14,20.42285714285714,8.594285714285713,0.0,4.937142857142858,5.714285714285714
15,9999.0,18.914285714285715,0.0,10.662857142857142,4.937142857142858
16,9999.0,10.662857142857142,20.42285714285714,9999.0,7.142857142857143
17,14.251428571428571,39.737142857142864,26.262857142857143,44.4,20.685714285714287
18,16.148571428571426,21.234285714285715,28.834285714285716,15.485714285714286,9999.0
19,21.531428571428574,14.822857142857142,0.0,13.21142857142857,17.542857142857144
20,9999.0,21.531428571428574,9999.0,9999.0,27.95428571428572
21,27.95428571428572,9999.0,18.571428571428573,8.64,30.137142857142855
22,27.95428571428572,14.822857142857142,4.8342857142857145,9999.0,4.8342857142857145
23,4.8342857142857145,14.822857142857142,24.102857142857147,43.36,12.537142857142856
24,7.142857142857143,5.714285714285714,8.594285714285713,5.714285714285714,20.42285714285714
25,43.291428571428575,22.514285714285716,24.48,17.485714285714284,20.914285714285715
26,9999.0,43.36,0.0,0.0,20.46857142857143
27,41.908571428571435,17.92,20.811428571428575,0.0,20.982857142857142
28,17.748571428571427,29.85142857142857,16.240000000000002,13.90857142857143,18.502857142857142
29,7.12,10.491428571428571,11.805714285714284,4.48,4.48
30,6.194285714285715,9999.0,10.491428571428571,43.48571428571429,17.29142857142857
31,4.48,4.48,7.405714285714287,11.805714285714284,9999.0
32,43.48571428571429,6.194285714285715,6.194285714285715,17.29142857142857,17.37142857142857
33,5.405714285714286,7.52,23.29142857142857,6.902857142857143,9999.0
34,6.902857142857143,9999.0,18.377142857142854,2.9371428571428573,9999.0
35,2.205714285714286,11.577142857142855,7.52,2.9371428571428573,6.902857142857143
36,9.428571428571429,5.405714285714286,6.902857142857143,5.405714285714286,12.54857142857143
37,9999.0,9999.0,9999.0,9999.0,9999.0
38,9999.0,9999.0,9999.0,9999.0,9999.0
39,8.64,3.8057142857142856,10.731428571428571,16.445714285714285,8.64
40,9999.0,9999.0,9999.0,9999.0,9999.0
41,9999.0,9999.0,8.594285714285713,10.662857142857142,5.714285714285714
42,4.914285714285715,24.0,20.377142857142854,0.0,5.851428571428571
43,24.0,5.965714285714285,4.914285714285715,11.36,9999.0
44,22.297142857142852,5.851428571428571,20.377142857142854,6.914285714285715,9999.0
45,24.0,9.371428571428572,5.851428571428571,14.662857142857144,6.914285714285715
46,5.851428571428571,20.377142857142854,22.297142857142852,6.914285714285715,24.0
47,5.748571428571429,22.571428571428573,18.457142857142856,7.565714285714286,25.485714285714284
48,27.668571428571425,25.485714285714284,5.748571428571429,5.748571428571429,7.565714285714286
49,0.0,10.4,9999.0,10.4,6.914285714285715
50,9999.0,9.371428571428572,24.0,22.297142857142852,24.0
51,13.862857142857141,9.371428571428572,0.0,5.965714285714285,0.0
52,0.0,9999.0,8.594285714285713,0.0,9999.0
53,8.594285714285713,0.0,0.0,5.714285714285714,10.662857142857142
54,22.297142857142852,25.405714285714286,5.851428571428571,25.405714285714286,0.0
55,6.914285714285715,5.851428571428571,5.965714285714285,9.371428571428572,14.662857142857144
56,9.371428571428572,10.4,5.965714285714285,24.4,20.377142857142854
57,5.965714285714285,24.0,20.377142857142854,11.36,24.4
58,13.21142857142857,8.64,30.137142857142855,43.36,17.542857142857144
59,0.0,31.988571428571433,17.542857142857144,23.77142857142857,20.46857142857143
60,20.42285714285714,4.937142857142858,10.662857142857142,9999.0,5.714285714285714
61,0.0,5.714285714285714,20.42285714285714,0.0,7.142857142857143
62,4.937142857142858,18.914285714285715,7.142857142857143,5.714285714285714,9999.0
63,12.285714285714286,9999.0,0.0,0.0,11.82857142857143
64,7.508571428571429,9999.0,24.92571428571429,32.49142857142857,29.942857142857143
65,20.34285714285714,5.405714285714287,11.82857142857143,9999.0,9999.0
