"dat_id","per_id","age","gender","income","lic","mode","purpose","X","geoid_o","sampno","deptime","geoid_d","zid","arrtime","dist","autoivtt","darivtt","walktt","costauto","sharedridecost","darefare","busfare","buswaitt","bustt","u_perid","emp","child16","hh_auto","dist1","dist2","dist3","dist4","dist5","emp1","emp2","emp3","emp4","emp5","geoid1","geoid2","geoid3","geoid4","geoid5"
3,207456502,4,2,5,1,4,16,16,260210014001,2074565,"4/20/2015 18:30",260210014001,260000000000,"4/20/2015 18:35",1.29,1.935,2.211428571,22.11428571,0.774,0.3096,2.129,1.0645,-99999,3.096,0,0,-99999,2,1.53,2.11,1.19666666666667,1.03,1.19666666666667,1510,1040,1720,1875,1720,260210015001,260210013001,260210014001,260210016001,260210014001
3,207573801,4,1,2,1,4,3,3,260210021003,2075738,"5/11/2015 9:43",260210021003,260000000000,"5/11/2015 9:52",0.85,1.275,1.457142857,14.57142857,0.51,0.204,2.085,1.0425,-99999,2.04,1,0,-99999,2,0.62625,29.24,2.44,0.62625,15.8,985,340,1380,985,915,260210021003,260210113001,260210005001,260210021003,261590114001
3,207573801,4,1,2,1,4,3,3,260210021003,2075738,"5/11/2015 13:45",260210021003,260000000000,"5/11/2015 13:57",0.85,1.275,1.457142857,14.57142857,0.51,0.204,2.085,1.0425,-99999,2.04,0,0,-99999,2,2.44,0.62625,0.62625,0.555,4.13,1380,985,985,1715,875,260210005001,260210021003,260210021003,260210020003,260210023002
3,207702702,4,1,7,1,4,3,3,260210014001,2077027,"4/21/2015 4:15",260210111001,260000000000,"4/21/2015 4:32",7.97,11.955,13.66285714,136.6285714,4.782,1.9128,2.797,1.3985,-99999,19.128,0,0,-99999,4,6.75,7.815,2.87666666666667,7.815,1.19666666666667,1380,690,1065,690,1720,260210005001,260210111001,260210014003,260210111001,260210014001
3,207702703,3,2,7,1,4,6,6,260210014001,2077027,"4/21/2015 7:02",260210017002,260000000000,"4/21/2015 7:13",2.54,3.81,4.354285714,43.54285714,1.524,0.6096,2.254,1.127,-99999,6.096,1,5,-99999,4,2.3225,2.87666666666667,1.03,2.11,5.76,715,1065,1875,1040,1715,260210017002,260210014003,260210016001,260210013001,260210020003
3,208234602,4,2,9,1,4,7,7,260210014001,2082346,"5/5/2015 15:35",260210018002,260000000000,"5/5/2015 15:45",2.16,3.24,3.702857143,37.02857143,1.296,0.5184,2.216,1.108,-99999,5.184,0,0,-99999,2,2.11,2.48,1.03,8.45,6.78666666666667,1040,1090,1875,2350,985,260210013001,260210018002,260210016001,260210111003,260210021003
3,208704701,5,1,5,1,4,9,9,260210014001,2087047,"4/30/2015 11:00",260210021003,260000000000,"4/30/2015 11:15",6.58,9.87,11.28,112.8,3.948,1.5792,2.658,1.329,-99999,15.792,0,1,-99999,2,1.03,8.73,6.78666666666667,0.69,8.45,1875,1400,985,1805,2350,260210016001,260210003001,260210021003,260210017003,260210111003
3,208786001,5,2,1,1,4,13,13,260210025002,2087860,"5/7/2015 12:40",260210008001,260000000000,"5/7/2015 13:00",2.71,4.065,4.645714286,46.45714286,1.626,0.6504,2.271,1.1355,-99999,6.504,0,1,-99999,1,2.57,2.71,7.87,17.55,5.11,875,1495,1510,1335,985,260210023002,260210008001,260210015001,260210213001,260210021003
3,208786001,5,2,1,1,4,15,15,260210025002,2087860,"5/7/2015 18:05",260210017002,260000000000,"5/7/2015 19:05",2.86,4.29,4.902857143,49.02857143,1.716,0.6864,2.286,1.143,-99999,6.864,0,1,-99999,1,0.38,2.86,5.11,0.81,6.1,1125,715,985,905,1875,260210025002,260210017002,260210021003,260210014002,260210011001
3,209387001,4,2,1,1,11,12,12,260210021003,2093870,"4/30/2015 14:30",260210021001,260000000000,"4/30/2015 14:45",1.35,2.025,2.314285714,23.14285714,0.81,0.324,2.135,1.0675,-99999,3.24,0,6,-99999,0,2.36,1.35,4.13,15.8,0.555,905,435,875,915,1715,260210014002,260210021001,260210023002,261590114001,260210020003
3,209387001,4,2,1,1,1,14,14,260210021003,2093870,"4/30/2015 18:00",260210021003,260000000000,"4/30/2015 18:15",0.26,0.39,0.445714286,4.457142857,0.156,0.0624,2.026,1.013,-99999,0.624,0,6,-99999,0,0.62625,0.555,2.36,0.62625,5.24,985,1715,905,985,955,260210021003,260210020003,260210014002,260210021003,260210024002
3,209387002,5,1,1,2,11,12,12,260210021003,2093870,"4/30/2015 14:30",260210021001,260000000000,"4/30/2015 14:45",1.35,2.025,2.314285714,23.14285714,0.81,0.324,2.135,1.0675,-99999,3.24,0,6,-99999,0,1.35,4.5,5.24,0.555,29.24,435,590,955,1715,340,260210021001,260210009002,260210024002,260210020003,260210113001
3,209642401,5,2,4,1,4,13,13,260210016001,2096424,"4/20/2015 11:55",260210016001,260000000000,"4/20/2015 12:51",0.94,1.41,1.611428571,16.11428571,0.564,0.2256,2.094,1.047,-99999,2.256,0,1,-99999,1,2.62142857142857,76.88,1.43,1.43,3.995,1510,860,1875,1875,1090,260210015001,260150106004,260210016001,260210016001,260210018002
3,209642401,5,2,4,1,4,14,14,260210016001,2096424,"4/20/2015 17:06",260210008002,260000000000,"4/20/2015 17:23",6.35,9.525,10.88571429,108.8571429,3.81,1.524,2.635,1.3175,-99999,15.24,0,1,-99999,1,1.868,24.05,6.86666666666667,10.89,8.03,1095,1195,1895,1125,565,260210015002,260270022002,260210008002,260210025002,260210022003
3,209943101,6,2,4,1,5,19,19,260210016001,2099431,"4/28/2015 6:50",260210018002,260000000000,"4/28/2015 7:00",3.83,5.745,6.565714286,65.65714286,2.298,0.9192,2.383,1.1915,-99999,9.192,0,1,-99999,1,5.74,1.455,3.995,22.67,15.33,690,715,1090,340,740,260210111001,260210017002,260210018002,260210113001,260210102007
3,209943101,6,2,4,1,5,9,9,260210016001,2099431,"4/28/2015 16:30",260210014003,260000000000,"4/28/2015 16:43",2.13,3.195,3.651428571,36.51428571,1.278,0.5112,2.213,1.1065,-99999,5.112,0,1,-99999,1,1.68454545454545,18.72,1.43,1.68454545454545,1.868,1065,845,1875,1065,1095,260210014003,260210105001,260210016001,260210014003,260210015002
3,209943102,6,1,4,1,4,12,12,260210016001,2099431,"4/28/2015 6:50",260210018002,260000000000,"4/28/2015 7:00",2.68,4.02,4.594285714,45.94285714,1.608,0.6432,2.268,1.134,-99999,6.432,0,1,-99999,1,3.995,24.05,4.9,0.695,7.76,1090,1195,1510,1805,655,260210018002,260270022002,260210008003,260210017003,260210004002
3,209943102,6,1,4,1,4,13,13,260210016001,2099431,"4/28/2015 16:30",260210014003,260000000000,"4/28/2015 16:43",1.26,1.89,2.16,21.6,0.756,0.3024,2.126,1.063,-99999,3.024,0,1,-99999,1,7.2,1.43,1.68454545454545,5.74,7.12666666666667,1560,1875,1065,690,1715,260210007003,260210016001,260210014003,260210111001,260210020003
