t1,t2,s1,s2,n1,n2
0,6.0,20,21.0,20,255.0
6,10.0,21,5.0,255,395.0
10,14.0,5,21.0,395,567.0
14,17.0,21,1.0,567,664.0
17,20.0,1,21.0,664,801.0
20,24.0,21,5.0,801,941.0
24,25.0,5,5.0,941,980.0
25,29.0,5,21.0,980,1152.0
29,36.0,21,6.0,1152,1410.0
36,40.0,6,20.0,1410,1580.0
40,46.0,20,21.0,1580,1815.0
46,50.0,21,5.0,1815,1955.0
50,54.0,5,21.0,1955,2127.0
54,57.0,21,1.0,2127,2224.0
57,60.0,1,21.0,2224,2361.0
60,64.0,21,5.0,2361,2501.0
64,65.0,5,5.0,2501,2540.0
65,69.0,5,21.0,2540,2712.0
69,76.0,21,6.0,2712,2970.0
76,80.0,6,20.0,2970,3140.0
80,86.0,20,21.0,3140,3375.0
86,90.0,21,5.0,3375,3515.0
90,94.0,5,21.0,3515,3687.0
94,97.0,21,1.0,3687,3784.0
97,100.0,1,21.0,3784,3921.0
100,104.0,21,5.0,3921,4061.0
104,105.0,5,5.0,4061,4100.0
105,109.0,5,21.0,4100,4272.0
109,116.0,21,6.0,4272,4530.0
116,120.0,6,20.0,4530,4700.0
120,126.0,20,21.0,4700,4935.0
126,130.0,21,5.0,4935,5075.0
130,134.0,5,21.0,5075,5247.0
134,137.0,21,1.0,5247,5344.0
137,140.0,1,21.0,5344,5481.0
140,144.0,21,5.0,5481,5621.0
144,145.0,5,5.0,5621,5660.0
145,149.0,5,21.0,5660,5832.0
149,156.0,21,6.0,5832,6090.0
156,160.0,6,20.0,6090,6260.0
