t1,t2,s1,s2,n1,n2
0.0,5.0,1,66,1.0,411.0
5.0,12.0,66,63,411.0,891.0
12.0,15.0,63,62,891.0,1097.0
15.0,21.0,62,52,1097.0,1501.0
21.0,28.0,52,53,1501.0,1985.0
28.0,32.0,53,29,1985.0,2237.0
32.0,36.0,29,32,2237.0,2516.0
36.0,38.0,32,33,2516.0,2655.0
38.0,41.0,33,35,2655.0,2864.0
41.0,43.0,35,34,2864.0,3001.0
43.0,46.0,34,1,3001.0,3175.0
46.0,51.0,1,66,3175.0,3585.0
51.0,58.0,66,63,3585.0,4065.0
58.0,61.0,63,62,4065.0,4271.0
61.0,67.0,62,52,4271.0,4675.0
67.0,74.0,52,53,4675.0,5159.0
74.0,78.0,53,29,5159.0,5411.0
78.0,82.0,29,32,5411.0,5690.0
82.0,84.0,32,33,5690.0,5829.0
84.0,87.0,33,35,5829.0,6038.0
87.0,89.0,35,34,6038.0,6175.0
89.0,92.0,34,1,6175.0,6349.0
92.0,97.0,1,66,6349.0,6759.0
97.0,104.0,66,63,6759.0,7239.0
104.0,107.0,63,62,7239.0,7445.0
107.0,113.0,62,52,7445.0,7849.0
113.0,120.0,52,53,7849.0,8333.0
120.0,124.0,53,29,8333.0,8585.0
124.0,128.0,29,32,8585.0,8864.0
128.0,130.0,32,33,8864.0,9003.0
130.0,133.0,33,35,9003.0,9212.0
133.0,135.0,35,34,9212.0,9349.0
135.0,138.0,34,1,9349.0,9523.0
138.0,143.0,1,66,9523.0,9933.0
143.0,150.0,66,63,9933.0,10413.0
150.0,153.0,63,62,10413.0,10619.0
153.0,159.0,62,52,10619.0,11023.0
159.0,166.0,52,53,11023.0,11507.0
166.0,170.0,53,29,11507.0,11759.0
170.0,174.0,29,32,11759.0,12038.0
174.0,176.0,32,33,12038.0,12177.0
176.0,179.0,33,35,12177.0,12386.0
179.0,181.0,35,34,12386.0,12523.0
181.0,184.0,34,1,12523.0,12697.0
