r
5
6
15
21
30
31
33
37
38
42
43
44
45
46
47
48
49
50
51
103
104
105
106
107
108
109
110
111
112
113
114
115
116
117
118
119
120
121
124
125
126
127
128
129
136
137
138
150
151
152
153
154
155
156
157
158
159
160
170
171
213
593
611
612
613
614
621
622
628
629
631
633
639
641
681
683
684
685
686
702
714
732
733
734
735
736
737
738
