t1,t2,s1,s2,n1,n2
0,5.0,20,30.0,20,225.0
5,12.0,30,35.0,225,503.0
12,13.0,35,35.0,503,542.0
13,17.0,35,36.0,542,699.0
17,22.0,36,1.0,699,859.0
22,27.0,1,24.0,859,1077.0
27,28.0,24,24.0,1077,1116.0
28,32.0,24,23.0,1116,1271.0
32,36.0,23,6.0,1271,1410.0
36,40.0,6,20.0,1410,1580.0
40,45.0,20,30.0,1580,1785.0
45,52.0,30,35.0,1785,2063.0
52,53.0,35,35.0,2063,2102.0
53,57.0,35,36.0,2102,2259.0
57,62.0,36,1.0,2259,2419.0
62,67.0,1,24.0,2419,2637.0
67,68.0,24,24.0,2637,2676.0
68,72.0,24,23.0,2676,2831.0
72,76.0,23,6.0,2831,2970.0
76,80.0,6,20.0,2970,3140.0
80,85.0,20,30.0,3140,3345.0
85,92.0,30,35.0,3345,3623.0
92,93.0,35,35.0,3623,3662.0
93,97.0,35,36.0,3662,3819.0
97,102.0,36,1.0,3819,3979.0
102,107.0,1,24.0,3979,4197.0
107,108.0,24,24.0,4197,4236.0
108,112.0,24,23.0,4236,4391.0
112,116.0,23,6.0,4391,4530.0
116,120.0,6,20.0,4530,4700.0
120,125.0,20,30.0,4700,4905.0
125,132.0,30,35.0,4905,5183.0
132,133.0,35,35.0,5183,5222.0
133,137.0,35,36.0,5222,5379.0
137,142.0,36,1.0,5379,5539.0
142,147.0,1,24.0,5539,5757.0
147,148.0,24,24.0,5757,5796.0
148,152.0,24,23.0,5796,5951.0
152,156.0,23,6.0,5951,6090.0
156,160.0,6,20.0,6090,6260.0
