t1,t2,s1,s2,n1,n2
0.0,6.0,62,52,62.0,466.0
6.0,11.0,52,29,466.0,788.0
11.0,16.0,29,52,788.0,1156.0
16.0,22.0,52,62,1156.0,1580.0
22.0,25.0,62,63,1580.0,1788.0
25.0,28.0,63,62,1788.0,1994.0
28.0,34.0,62,52,1994.0,2398.0
34.0,39.0,52,29,2398.0,2720.0
39.0,44.0,29,52,2720.0,3088.0
44.0,50.0,52,62,3088.0,3512.0
50.0,53.0,62,63,3512.0,3720.0
53.0,56.0,63,62,3720.0,3926.0
56.0,62.0,62,52,3926.0,4330.0
62.0,67.0,52,29,4330.0,4652.0
67.0,72.0,29,52,4652.0,5020.0
72.0,78.0,52,62,5020.0,5444.0
78.0,81.0,62,63,5444.0,5652.0
81.0,84.0,63,62,5652.0,5858.0
84.0,90.0,62,52,5858.0,6262.0
90.0,95.0,52,29,6262.0,6584.0
95.0,100.0,29,52,6584.0,6952.0
100.0,106.0,52,62,6952.0,7376.0
106.0,109.0,62,63,7376.0,7584.0
109.0,112.0,63,62,7584.0,7790.0
112.0,118.0,62,52,7790.0,8194.0
118.0,123.0,52,29,8194.0,8516.0
123.0,128.0,29,52,8516.0,8884.0
128.0,134.0,52,62,8884.0,9308.0
134.0,137.0,62,63,9308.0,9516.0
137.0,140.0,63,62,9516.0,9722.0
140.0,146.0,62,52,9722.0,10126.0
146.0,151.0,52,29,10126.0,10448.0
151.0,156.0,29,52,10448.0,10816.0
156.0,162.0,52,62,10816.0,11240.0
162.0,165.0,62,63,11240.0,11448.0
165.0,168.0,63,62,11448.0,11654.0
