t1,t2,s1,s2,n1,n2
0.0,2.0,31,30,31.0,168.0
2.0,3.0,30,7,168.0,214.0
3.0,7.0,7,39,214.0,522.0
7.0,13.0,39,45,522.0,942.0
13.0,20.0,45,10,942.0,1390.0
20.0,23.0,10,38,1390.0,1625.0
23.0,26.0,38,65,1625.0,1859.0
26.0,29.0,65,49,1859.0,2050.0
29.0,33.0,49,29,2050.0,2306.0
33.0,37.0,29,8,2306.0,2561.0
37.0,40.0,8,32,2561.0,2792.0
40.0,42.0,32,33,2792.0,2931.0
42.0,45.0,33,35,2931.0,3140.0
45.0,47.0,35,34,3140.0,3277.0
47.0,49.0,34,4,3277.0,3385.0
49.0,51.0,4,31,3385.0,3550.0
51.0,53.0,31,30,3550.0,3687.0
53.0,54.0,30,7,3687.0,3733.0
54.0,58.0,7,39,3733.0,4041.0
58.0,64.0,39,45,4041.0,4461.0
64.0,71.0,45,10,4461.0,4909.0
71.0,74.0,10,38,4909.0,5144.0
74.0,77.0,38,65,5144.0,5378.0
77.0,80.0,65,49,5378.0,5569.0
80.0,84.0,49,29,5569.0,5825.0
84.0,88.0,29,8,5825.0,6080.0
88.0,91.0,8,32,6080.0,6311.0
91.0,93.0,32,33,6311.0,6450.0
93.0,96.0,33,35,6450.0,6659.0
96.0,98.0,35,34,6659.0,6796.0
98.0,100.0,34,4,6796.0,6904.0
100.0,102.0,4,31,6904.0,7069.0
102.0,104.0,31,30,7069.0,7206.0
104.0,105.0,30,7,7206.0,7252.0
105.0,109.0,7,39,7252.0,7560.0
109.0,115.0,39,45,7560.0,7980.0
115.0,122.0,45,10,7980.0,8428.0
122.0,125.0,10,38,8428.0,8663.0
125.0,128.0,38,65,8663.0,8897.0
128.0,131.0,65,49,8897.0,9088.0
131.0,135.0,49,29,9088.0,9344.0
135.0,139.0,29,8,9344.0,9599.0
139.0,142.0,8,32,9599.0,9830.0
142.0,144.0,32,33,9830.0,9969.0
144.0,147.0,33,35,9969.0,10178.0
147.0,149.0,35,34,10178.0,10315.0
149.0,151.0,34,4,10315.0,10423.0
151.0,153.0,4,31,10423.0,10588.0
