r
5
6
15
21
30
31
33
34
35
36
37
38
42
43
44
45
46
47
48
49
50
51
101
104
105
108
109
110
111
112
113
114
115
116
117
118
119
120
121
122
128
129
137
151
152
153
154
155
156
157
158
159
160
161
171
172
173
174
175
208
210
211
212
213
215
594
612
613
614
623
625
626
627
628
629
630
631
632
633
634
638
639
640
641
642
674
675
676
677
689
691
692
708
720
738
739
740
742
743
744
