t1,t2,s1,s2,n1,n2
0.0,3.0,3,38,3.0,245.0
3.0,6.0,38,65,245.0,479.0
6.0,9.0,65,49,479.0,670.0
9.0,13.0,49,29,670.0,926.0
13.0,17.0,29,8,926.0,1181.0
17.0,19.0,8,31,1181.0,1342.0
19.0,21.0,31,4,1342.0,1453.0
21.0,24.0,4,30,1453.0,1686.0
24.0,25.0,30,7,1686.0,1732.0
25.0,29.0,7,39,1732.0,2040.0
29.0,35.0,39,45,2040.0,2460.0
35.0,40.0,45,3,2460.0,2763.0
40.0,42.0,3,43,2763.0,2941.0
42.0,44.0,43,3,2941.0,3039.0
44.0,47.0,3,38,3039.0,3281.0
47.0,50.0,38,65,3281.0,3515.0
50.0,53.0,65,49,3515.0,3706.0
53.0,57.0,49,29,3706.0,3962.0
57.0,61.0,29,8,3962.0,4217.0
61.0,63.0,8,31,4217.0,4378.0
63.0,65.0,31,4,4378.0,4489.0
65.0,68.0,4,30,4489.0,4722.0
68.0,69.0,30,7,4722.0,4768.0
69.0,73.0,7,39,4768.0,5076.0
73.0,79.0,39,45,5076.0,5496.0
79.0,84.0,45,3,5496.0,5799.0
84.0,86.0,3,43,5799.0,5977.0
86.0,88.0,43,3,5977.0,6075.0
88.0,91.0,3,38,6075.0,6317.0
91.0,94.0,38,65,6317.0,6551.0
94.0,97.0,65,49,6551.0,6742.0
97.0,101.0,49,29,6742.0,6998.0
101.0,105.0,29,8,6998.0,7253.0
105.0,107.0,8,31,7253.0,7414.0
107.0,109.0,31,4,7414.0,7525.0
109.0,112.0,4,30,7525.0,7758.0
112.0,113.0,30,7,7758.0,7804.0
113.0,117.0,7,39,7804.0,8112.0
117.0,123.0,39,45,8112.0,8532.0
123.0,128.0,45,3,8532.0,8835.0
128.0,130.0,3,43,8835.0,9013.0
130.0,132.0,43,3,9013.0,9111.0
132.0,135.0,3,38,9111.0,9353.0
135.0,138.0,38,65,9353.0,9587.0
138.0,141.0,65,49,9587.0,9778.0
141.0,145.0,49,29,9778.0,10034.0
145.0,149.0,29,8,10034.0,10289.0
149.0,151.0,8,31,10289.0,10450.0
151.0,153.0,31,4,10450.0,10561.0
153.0,156.0,4,30,10561.0,10794.0
156.0,157.0,30,7,10794.0,10840.0
157.0,161.0,7,39,10840.0,11148.0
161.0,167.0,39,45,11148.0,11568.0
167.0,172.0,45,3,11568.0,11871.0
172.0,174.0,3,43,11871.0,12049.0
174.0,176.0,43,3,12049.0,12147.0
