r,d,t1,t2,s1,s2,n1,n2
174,5,14,20,24,28,570,808
175,5,4,9,6,4,162,355
175,5,9,14,4,24,355,570
175,6,14,20,24,28,570,808
208,7,13,18,8,24,515,726
208,7,18,23,24,1,726,898
210,7,13,18,8,24,515,726
210,7,18,23,24,1,726,898
211,7,13,18,8,24,515,726
211,7,18,23,24,1,726,898
211,7,23,26,1,21,898,1035
211,7,26,30,21,5,1035,1175
212,7,13,18,8,24,515,726
212,7,18,23,24,1,726,898
212,7,23,26,1,21,898,1035
212,7,26,30,21,5,1035,1175
213,7,13,18,8,24,515,726
213,7,18,23,24,1,726,898
213,7,23,26,1,21,898,1035
213,7,26,30,21,5,1035,1175
215,7,13,18,8,24,515,726
594,2,4,9,20,30,176,381
612,4,7,10,21,1,294,391
613,7,26,30,21,5,1035,1175
614,7,26,30,21,5,1035,1175
623,6,6,9,21,1,255,352
623,6,9,14,1,24,352,570
625,6,6,9,21,1,255,352
625,6,9,14,1,24,352,570
625,6,14,20,24,28,570,808
625,5,20,25,28,3,808,978
625,5,25,27,3,26,978,1079
626,6,6,9,21,1,255,352
626,6,9,14,1,24,352,570
626,6,14,20,24,28,570,808
626,5,20,25,28,3,808,978
626,5,25,27,3,26,978,1079
627,6,6,9,21,1,255,352
627,6,9,14,1,24,352,570
627,6,14,20,24,28,570,808
627,5,20,25,28,3,808,978
627,5,25,27,3,26,978,1079
628,6,6,9,21,1,255,352
628,6,9,14,1,24,352,570
628,6,14,20,24,28,570,808
628,6,20,25,28,3,808,978
628,5,25,27,3,26,978,1079
629,6,6,9,21,1,255,352
629,6,9,14,1,24,352,570
629,5,14,20,24,28,570,808
630,6,6,9,21,1,255,352
630,6,9,14,1,24,352,570
630,6,14,20,24,28,570,808
631,6,6,9,21,1,255,352
631,6,9,14,1,24,352,570
631,6,14,20,24,28,570,808
632,6,6,9,21,1,255,352
632,6,9,14,1,24,352,570
632,5,14,20,24,28,570,808
633,6,6,9,21,1,255,352
633,6,9,14,1,24,352,570
633,6,14,20,24,28,570,808
634,4,7,10,21,1,294,391
634,8,10,11,1,1,391,430
634,4,11,12,1,1,430,469
634,4,12,17,1,36,469,699
634,4,17,21,36,35,699,854
638,7,18,23,24,1,726,898
639,7,18,23,24,1,726,898
640,0,22,26,24,23,882,1037
640,0,26,30,23,6,1037,1176
641,5,14,20,24,28,570,808
641,5,20,25,28,3,808,978
641,5,25,27,3,26,978,1079
642,6,14,20,24,28,570,808
674,2,9,16,30,5,381,629
674,2,16,23,5,35,629,932
674,2,23,27,35,10,932,1063
674,2,27,32,10,2,1063,1250
675,2,9,16,30,5,381,629
675,2,16,23,5,35,629,932
675,2,23,27,35,10,932,1063
675,2,27,32,10,2,1063,1250
676,2,9,16,30,5,381,629
676,2,16,23,5,35,629,932
676,2,23,27,35,10,932,1063
676,2,27,32,10,2,1063,1250
677,2,9,16,30,5,381,629
677,2,16,23,5,35,629,932
677,2,23,27,35,10,932,1063
677,2,27,32,10,2,1063,1250
689,4,28,35,30,31,1122,1396
689,4,35,36,31,31,1396,1435
689,4,36,40,31,20,1435,1580
691,4,28,35,30,31,1122,1396
692,4,28,35,30,31,1122,1396
708,3,64,68,31,20,2527,2672
720,2,23,27,35,10,932,1063
720,8,27,28,10,10,1063,1102
720,8,28,29,10,10,1102,1141
720,8,29,30,10,10,1141,1180
720,8,30,31,10,10,1180,1219
720,8,31,32,10,10,1219,1258
720,8,32,33,10,10,1258,1297
720,8,33,34,10,10,1297,1336
720,8,34,35,10,10,1336,1375
720,8,35,36,10,10,1375,1414
720,8,36,37,10,10,1414,1453
720,2,37,40,10,36,1453,1596
720,2,40,45,36,1,1596,1756
738,4,17,21,36,35,699,854
738,4,21,28,35,30,854,1122
738,4,28,35,30,31,1122,1396
739,4,17,21,36,35,699,854
739,4,21,28,35,30,854,1122
739,4,28,35,30,31,1122,1396
740,4,17,21,36,35,699,854
740,4,21,28,35,30,854,1122
740,4,28,35,30,31,1122,1396
742,4,17,21,36,35,699,854
742,4,21,28,35,30,854,1122
742,4,28,35,30,31,1122,1396
743,4,17,21,36,35,699,854
743,4,21,28,35,30,854,1122
743,4,28,35,30,31,1122,1396
744,4,17,21,36,35,699,854
744,4,21,28,35,30,854,1122
744,4,28,35,30,31,1122,1396
Matching Rate: 0.13210039630118892
