t1,t2,s1,s2,n1,n2
0.0,3.0,1,34,1.0,241.0
3.0,5.0,34,35,241.0,380.0
5.0,9.0,35,64,380.0,685.0
9.0,12.0,64,6,685.0,834.0
12.0,16.0,6,36,834.0,1140.0
16.0,20.0,36,50,1140.0,1430.0
20.0,23.0,50,29,1430.0,1616.0
23.0,28.0,29,33,1616.0,1965.0
28.0,30.0,33,32,1965.0,2102.0
30.0,33.0,32,8,2102.0,2285.0
33.0,37.0,8,49,2285.0,2602.0
37.0,40.0,49,65,2602.0,2825.0
40.0,43.0,65,38,2825.0,3005.0
43.0,46.0,38,10,3005.0,3184.0
46.0,51.0,10,39,3184.0,3558.0
51.0,56.0,39,1,3558.0,3865.0
56.0,59.0,1,34,3865.0,4105.0
59.0,61.0,34,35,4105.0,4244.0
61.0,65.0,35,64,4244.0,4549.0
65.0,68.0,64,6,4549.0,4698.0
68.0,72.0,6,36,4698.0,5004.0
72.0,76.0,36,50,5004.0,5294.0
76.0,79.0,50,29,5294.0,5480.0
79.0,84.0,29,33,5480.0,5829.0
84.0,86.0,33,32,5829.0,5966.0
86.0,89.0,32,8,5966.0,6149.0
89.0,93.0,8,49,6149.0,6466.0
93.0,96.0,49,65,6466.0,6689.0
96.0,99.0,65,38,6689.0,6869.0
99.0,102.0,38,10,6869.0,7048.0
102.0,107.0,10,39,7048.0,7422.0
107.0,112.0,39,1,7422.0,7729.0
112.0,115.0,1,34,7729.0,7969.0
115.0,117.0,34,35,7969.0,8108.0
117.0,121.0,35,64,8108.0,8413.0
121.0,124.0,64,6,8413.0,8562.0
124.0,128.0,6,36,8562.0,8868.0
128.0,132.0,36,50,8868.0,9158.0
132.0,135.0,50,29,9158.0,9344.0
135.0,140.0,29,33,9344.0,9693.0
140.0,142.0,33,32,9693.0,9830.0
142.0,145.0,32,8,9830.0,10013.0
145.0,149.0,8,49,10013.0,10330.0
149.0,152.0,49,65,10330.0,10553.0
152.0,155.0,65,38,10553.0,10733.0
155.0,158.0,38,10,10733.0,10912.0
158.0,163.0,10,39,10912.0,11286.0
163.0,168.0,39,1,11286.0,11593.0
