t1,t2,s1,s2,n1,n2
0.0,3.0,0,40,0.0,247.0
3.0,7.0,40,43,247.0,526.0
7.0,9.0,43,42,526.0,663.0
9.0,11.0,42,5,663.0,764.0
11.0,15.0,5,43,764.0,1078.0
15.0,17.0,43,3,1078.0,1176.0
17.0,22.0,3,10,1176.0,1528.0
22.0,27.0,10,39,1528.0,1902.0
27.0,32.0,39,1,1902.0,2209.0
32.0,35.0,1,34,2209.0,2449.0
35.0,37.0,34,35,2449.0,2588.0
37.0,40.0,35,33,2588.0,2793.0
40.0,42.0,33,32,2793.0,2930.0
42.0,46.0,32,29,2930.0,3203.0
46.0,51.0,29,0,3203.0,3519.0
51.0,54.0,0,40,3519.0,3766.0
54.0,58.0,40,43,3766.0,4045.0
58.0,60.0,43,42,4045.0,4182.0
60.0,62.0,42,5,4182.0,4283.0
62.0,66.0,5,43,4283.0,4597.0
66.0,68.0,43,3,4597.0,4695.0
68.0,73.0,3,10,4695.0,5047.0
73.0,78.0,10,39,5047.0,5421.0
78.0,83.0,39,1,5421.0,5728.0
83.0,86.0,1,34,5728.0,5968.0
86.0,88.0,34,35,5968.0,6107.0
88.0,91.0,35,33,6107.0,6312.0
91.0,93.0,33,32,6312.0,6449.0
93.0,97.0,32,29,6449.0,6722.0
97.0,102.0,29,0,6722.0,7038.0
102.0,105.0,0,40,7038.0,7285.0
105.0,109.0,40,43,7285.0,7564.0
109.0,111.0,43,42,7564.0,7701.0
111.0,113.0,42,5,7701.0,7802.0
113.0,117.0,5,43,7802.0,8116.0
117.0,119.0,43,3,8116.0,8214.0
119.0,124.0,3,10,8214.0,8566.0
124.0,129.0,10,39,8566.0,8940.0
129.0,134.0,39,1,8940.0,9247.0
134.0,137.0,1,34,9247.0,9487.0
137.0,139.0,34,35,9487.0,9626.0
139.0,142.0,35,33,9626.0,9831.0
142.0,144.0,33,32,9831.0,9968.0
144.0,148.0,32,29,9968.0,10241.0
148.0,153.0,29,0,10241.0,10557.0
