t1,t2,s1,s2,n1,n2
0,4.0,49,29.0,49,305.0
4.0,5.0,29.0,29.0,305.0,374.0
5.0,6.0,29.0,29.0,374.0,443.0
6.0,7.0,29.0,29.0,443.0,512.0
7.0,8.0,29.0,29.0,512.0,581.0
8.0,9.0,29.0,29.0,581.0,650.0
9.0,10.0,29.0,29.0,650.0,719.0
10.0,15.0,29.0,31.0,719.0,1066.0
15.0,17.0,31.0,30.0,1066.0,1203.0
17.0,20.0,30.0,8.0,1203.0,1388.0
20.0,23.0,8.0,30.0,1388.0,1617.0
23.0,26.0,30.0,38.0,1617.0,1832.0
26.0,30.0,38.0,39.0,1832.0,2109.0
30.0,35.0,39.0,1.0,2109.0,2416.0
35.0,40.0,1.0,39.0,2416.0,2799.0
40.0,41.0,39.0,39.0,2799.0,2868.0
41.0,42.0,39.0,39.0,2868.0,2937.0
42.0,43.0,39.0,39.0,2937.0,3006.0
43.0,44.0,39.0,39.0,3006.0,3075.0
44.0,49.0,39.0,30.0,3075.0,3411.0
49.0,52.0,30.0,8.0,3411.0,3596.0
52.0,56.0,8.0,49.0,3596.0,3913.0
56.0,60.0,49.0,29.0,3913.0,4169.0
60.0,61.0,29.0,29.0,4169.0,4238.0
61.0,62.0,29.0,29.0,4238.0,4307.0
62.0,63.0,29.0,29.0,4307.0,4376.0
63.0,64.0,29.0,29.0,4376.0,4445.0
64.0,65.0,29.0,29.0,4445.0,4514.0
65.0,66.0,29.0,29.0,4514.0,4583.0
66.0,71.0,29.0,31.0,4583.0,4930.0
71.0,73.0,31.0,30.0,4930.0,5067.0
73.0,76.0,30.0,8.0,5067.0,5252.0
76.0,79.0,8.0,30.0,5252.0,5481.0
79.0,82.0,30.0,38.0,5481.0,5696.0
82.0,86.0,38.0,39.0,5696.0,5973.0
86.0,91.0,39.0,1.0,5973.0,6280.0
91.0,96.0,1.0,39.0,6280.0,6663.0
96.0,97.0,39.0,39.0,6663.0,6732.0
97.0,98.0,39.0,39.0,6732.0,6801.0
98.0,99.0,39.0,39.0,6801.0,6870.0
99.0,100.0,39.0,39.0,6870.0,6939.0
100.0,105.0,39.0,30.0,6939.0,7275.0
105.0,108.0,30.0,8.0,7275.0,7460.0
108.0,112.0,8.0,49.0,7460.0,7777.0
112.0,116.0,49.0,29.0,7777.0,8033.0
116.0,117.0,29.0,29.0,8033.0,8102.0
117.0,118.0,29.0,29.0,8102.0,8171.0
118.0,119.0,29.0,29.0,8171.0,8240.0
119.0,120.0,29.0,29.0,8240.0,8309.0
120.0,121.0,29.0,29.0,8309.0,8378.0
121.0,122.0,29.0,29.0,8378.0,8447.0
122.0,127.0,29.0,31.0,8447.0,8794.0
127.0,129.0,31.0,30.0,8794.0,8931.0
129.0,132.0,30.0,8.0,8931.0,9116.0
132.0,135.0,8.0,30.0,9116.0,9345.0
135.0,138.0,30.0,38.0,9345.0,9560.0
138.0,142.0,38.0,39.0,9560.0,9837.0
142.0,147.0,39.0,1.0,9837.0,10144.0
147.0,152.0,1.0,39.0,10144.0,10527.0
152.0,153.0,39.0,39.0,10527.0,10596.0
153.0,154.0,39.0,39.0,10596.0,10665.0
154.0,155.0,39.0,39.0,10665.0,10734.0
155.0,156.0,39.0,39.0,10734.0,10803.0
156.0,161.0,39.0,30.0,10803.0,11139.0
161.0,164.0,30.0,8.0,11139.0,11324.0
164.0,168.0,8.0,49.0,11324.0,11641.0
