t1,t2,s1,s2,n1,n2
0,4.0,49,8.0,49,284.0
4.0,6.0,8.0,31.0,284.0,445.0
6.0,8.0,31.0,4.0,445.0,556.0
8.0,9.0,4.0,4.0,556.0,625.0
9.0,10.0,4.0,4.0,625.0,694.0
10.0,12.0,4.0,7.0,694.0,835.0
12.0,16.0,7.0,39.0,835.0,1143.0
16.0,20.0,39.0,38.0,1143.0,1418.0
20.0,23.0,38.0,10.0,1418.0,1597.0
23.0,30.0,10.0,45.0,1597.0,2115.0
30.0,31.0,45.0,45.0,2115.0,2184.0
31.0,32.0,45.0,45.0,2184.0,2253.0
32.0,33.0,45.0,45.0,2253.0,2322.0
33.0,34.0,45.0,45.0,2322.0,2391.0
34.0,41.0,45.0,10.0,2391.0,2839.0
41.0,48.0,10.0,45.0,2839.0,3357.0
48.0,49.0,45.0,45.0,3357.0,3426.0
49.0,50.0,45.0,45.0,3426.0,3495.0
50.0,51.0,45.0,45.0,3495.0,3564.0
51.0,52.0,45.0,45.0,3564.0,3633.0
52.0,59.0,45.0,10.0,3633.0,4081.0
59.0,60.0,10.0,10.0,4081.0,4150.0
60.0,63.0,10.0,38.0,4150.0,4385.0
63.0,67.0,38.0,39.0,4385.0,4662.0
67.0,71.0,39.0,7.0,4662.0,4906.0
71.0,73.0,7.0,4.0,4906.0,5041.0
73.0,74.0,4.0,4.0,5041.0,5110.0
74.0,75.0,4.0,4.0,5110.0,5179.0
75.0,77.0,4.0,31.0,5179.0,5344.0
77.0,79.0,31.0,8.0,5344.0,5459.0
79.0,83.0,8.0,49.0,5459.0,5776.0
83.0,87.0,49.0,8.0,5776.0,6011.0
87.0,89.0,8.0,31.0,6011.0,6172.0
89.0,91.0,31.0,4.0,6172.0,6283.0
91.0,92.0,4.0,4.0,6283.0,6352.0
92.0,93.0,4.0,4.0,6352.0,6421.0
93.0,95.0,4.0,7.0,6421.0,6562.0
95.0,99.0,7.0,39.0,6562.0,6870.0
99.0,103.0,39.0,38.0,6870.0,7145.0
103.0,106.0,38.0,10.0,7145.0,7324.0
106.0,113.0,10.0,45.0,7324.0,7842.0
113.0,114.0,45.0,45.0,7842.0,7911.0
114.0,115.0,45.0,45.0,7911.0,7980.0
115.0,116.0,45.0,45.0,7980.0,8049.0
116.0,117.0,45.0,45.0,8049.0,8118.0
117.0,124.0,45.0,10.0,8118.0,8566.0
124.0,131.0,10.0,45.0,8566.0,9084.0
131.0,132.0,45.0,45.0,9084.0,9153.0
132.0,133.0,45.0,45.0,9153.0,9222.0
133.0,134.0,45.0,45.0,9222.0,9291.0
134.0,135.0,45.0,45.0,9291.0,9360.0
135.0,142.0,45.0,10.0,9360.0,9808.0
142.0,143.0,10.0,10.0,9808.0,9877.0
143.0,146.0,10.0,38.0,9877.0,10112.0
146.0,150.0,38.0,39.0,10112.0,10389.0
150.0,154.0,39.0,7.0,10389.0,10633.0
154.0,156.0,7.0,4.0,10633.0,10768.0
156.0,157.0,4.0,4.0,10768.0,10837.0
157.0,158.0,4.0,4.0,10837.0,10906.0
158.0,160.0,4.0,31.0,10906.0,11071.0
160.0,162.0,31.0,8.0,11071.0,11186.0
162.0,166.0,8.0,49.0,11186.0,11503.0
