"wktt1","wktt2","wktt3","wktt4","wktt5","wktt6","wktt7","wktt8","wktt9","wktt10"
107.941507,96.821507,236.711507,193.861507,225.551507,189.121507,192.111507,225.521507,189.091507,156.521507
97.851507,60.901507,204.031507,24.201507,29.361507,17.711507,27.201507,35.181507,41.741507,11.001507
94.711507,94.311507,84.011507,71.631507,94.051507,43.601507,59.981507,37.761507,225.521507,119.111507
35.181507,85.501507,29.361507,11.001507,27.201507,204.031507,17.711507,80.341507,97.851507,43.601507
118.911507,59.981507,119.111507,33.931507,94.051507,71.631507,94.311507,43.601507,225.521507,84.011507
1.331507,76.841507,24.201507,11.001507,204.031507,80.341507,60.901507,27.201507,51.781507,41.741507
69.471507,131.261507,118.911507,43.601507,225.521507,53.761507,59.981507,71.631507,94.711507,84.011507
97.851507,24.201507,1.331507,85.501507,192.111507,29.361507,76.841507,60.901507,80.341507,41.741507
131.261507,1.331507,33.931507,94.051507,94.311507,225.521507,118.911507,84.011507,71.631507,59.981507
11.001507,17.711507,97.851507,43.601507,27.201507,80.341507,24.201507,60.901507,1.331507,52.521507
131.261507,237.441507,37.761507,94.311507,53.761507,119.111507,71.631507,33.931507,122.611507,69.471507
204.031507,76.841507,11.001507,51.781507,60.901507,192.111507,80.341507,1.331507,29.361507,35.181507
33.931507,69.471507,122.611507,131.261507,37.761507,237.441507,119.111507,225.521507,71.631507,43.601507
192.111507,11.001507,43.601507,52.521507,76.841507,24.201507,80.341507,17.711507,27.201507,51.781507
94.711507,119.111507,43.601507,53.761507,118.911507,237.441507,94.051507,33.931507,1.331507,94.311507
26.731507,59.111507,82.511507,37.761507,41.741507,96.061507,189.121507,51.411507,65.811507,54.231507
