dat_id,per_id,age,gender,income,lic,mode,purpose,geoid_o,sampno,geoid_d,zid,dist,autoivtt,darivtt,walktt,costauto,sharedridecost,darefare,busfare,buswaitt,bustt,u_perid,emp,child16,hh_auto,av_auto,av_share,av_bus,av_dar,av_wk,weight
1,60,4,1,2,99999,4,12,99999,99999,99999,99999,12.24290703,13.15,17.53333333,247.4333333,6.367535946,3.183767973,3.224290703,1,1,26.23480078,1,0,2,2,1,1,0,1,1,-99999
1,61,4,2,1,2,9,9,218,218,218,218,1.647880498,5.516666667,7.355555556,27.6,0.857062647,0.428531323,2.16478805,1,1,3.531172496,1,3,99999,1,0,1,0,1,1,-99999
1,63,4,2,1,1,4,3,44,44,44,44,3.09257211,9.1,12.13333333,61.78333333,1.608446755,0.804223377,2.309257211,1,1,6.626940236,1,0,1,2,1,1,0,1,1,-99999
1,63,4,2,1,1,4,9,44,44,44,44,1.579529497,4.766666667,6.355555556,31.36666667,0.821513291,0.410756646,2.15795295,1,1,3.384706065,1,0,1,2,1,1,0,1,1,-99999
1,63,4,2,1,1,4,12,44,44,44,44,3.625709918,9.95,13.26666667,65.1,1.885731729,0.942865864,2.362570992,1,1,7.769378396,1,0,1,2,1,1,0,1,1,-99999
1,64,4,2,3,1,4,3,29,29,29,29,29.38906633,30.4,40.53333333,598.4,15.2852534,7.642626698,4.938906633,1,1,62.97657071,1,0,1,3,1,1,0,1,1,-99999
1,64,4,2,3,1,4,9,29,29,29,29,11.23876869,17.16666667,22.88888889,221.8666667,5.845283595,2.922641797,3.123876869,1,1,24.08307576,1,0,1,3,1,1,0,1,1,-99999
1,64,4,2,3,1,4,12,29,29,29,29,1.664036189,4.8,6.4,33,0.865465222,0.432732611,2.166403619,1,1,3.565791834,1,0,1,3,1,1,0,1,1,-99999
1,65,4,2,3,1,4,3,31,31,31,31,1.505586141,5.933333333,7.911111111,29.46666667,0.783055352,0.391527676,2.150558614,1,1,3.226256016,1,0,1,2,1,1,0,1,1,-99999
1,65,4,2,3,1,4,12,31,31,31,31,2.000820212,5.883333333,7.844444444,33.58333333,1.040626592,0.520313296,2.200082021,1,1,4.287471883,1,0,1,2,1,1,0,1,1,-99999
1,66,4,2,3,1,4,3,99999,99999,99999,99999,11.01196764,19.6,26.13333333,210.4833333,5.727324369,2.863662184,3.101196764,1,1,23.59707351,1,0,1,3,1,1,0,1,1,-99999
1,66,4,2,3,1,4,9,99999,99999,99999,99999,14.2698249,23.31666667,31.08888889,245.8833333,7.421735929,3.710867965,3.42698249,1,1,30.57819621,1,0,1,3,1,1,0,1,1,-99999
1,66,4,2,3,1,4,12,99999,99999,99999,99999,8.240023861,13.16666667,17.55555556,159.15,4.28563641,2.142818205,2.824002386,1,1,17.65719399,1,0,1,3,1,1,0,1,1,-99999
1,67,4,2,1,1,4,3,59,59,59,59,1.060061889,3.416666667,4.555555556,21.21666667,0.551338188,0.275669094,2.106006189,1,1,2.271561191,1,0,1,2,1,1,0,1,1,-99999
1,67,4,2,1,1,4,12,59,59,59,59,2.86763518,6.816666667,9.088888889,55.06666667,1.491457057,0.745728528,2.286763518,1,1,6.144932529,1,0,1,2,1,1,0,1,1,-99999
1,68,4,2,1,1,4,9,42,42,42,42,1.171908981,3.933333333,5.244444444,23.26666667,0.609509861,0.304754931,2.117190898,1,1,2.511233531,1,0,2,4,1,1,0,1,1,-99999
1,68,4,2,1,1,4,12,42,42,42,42,2.232592243,6.15,8.2,44.33333333,1.161171225,0.580585613,2.223259224,1,1,4.784126235,1,0,2,4,1,1,0,1,1,-99999
1,69,4,2,1,1,9,9,60,60,60,60,1.321659811,3.183333333,4.244444444,25.83333333,0.687395268,0.343697634,2.132165981,1,1,2.832128166,1,6,1,1,0,1,0,1,0,-99999
1,69,4,2,1,1,9,12,60,60,60,60,3.492736153,9.066666667,12.08888889,65.61666667,1.816572073,0.908286037,2.349273615,1,1,7.484434614,1,6,1,1,0,1,0,1,0,-99999
1,70,4,2,1,1,4,9,36,36,36,36,1.000410106,2.05,2.733333333,20.13333333,0.520313296,0.260156648,2.100041011,1,1,2.143735941,1,0,1,2,1,1,0,1,1,-99999
1,70,4,2,1,1,1,12,36,36,36,36,3.170865075,7.933333333,10.57777778,59.9,1.649166926,0.824583463,2.317086508,1,1,6.794710875,1,0,1,2,1,1,0,1,1,-99999
1,72,5,2,1,2,9,9,27,27,27,27,1.500615159,5,6.666666667,29.88333333,0.780469944,0.390234972,2.150061516,1,1,3.215603912,1,3,2,2,0,1,0,1,1,-99999
1,76,4,2,1,2,4,12,27,27,27,27,15.07698808,22.85,30.46666667,278.3333333,7.841541501,3.920770751,3.507698808,1,1,32.3078316,1,99999,2,2,1,1,0,1,1,-99999
1,77,4,2,1,2,9,9,49,49,49,49,1.542868505,4.216666667,5.622222222,30.68333333,0.80244591,0.401222955,2.154286851,1,1,3.306146796,1,6,2,1,0,1,0,1,0,-99999
1,77,4,2,1,2,9,12,49,49,49,49,3.38772416,9.6,12.8,64.41666667,1.761955336,0.880977668,2.338772416,1,1,7.259408914,1,6,2,1,0,1,0,1,0,-99999
1,78,4,2,1,1,9,9,36,36,36,36,0.853144767,1.566666667,2.088888889,17.15,0.443720594,0.221860297,2.085314477,1,1,1.828167358,1,0,2,1,1,1,0,1,1,-99999
1,79,5,1,1,2,9,9,39,39,39,39,1.985285894,4.466666667,5.955555556,32.31666667,1.032547193,0.516273597,2.198528589,1,1,4.254184059,1,6,2,1,0,1,0,1,0,-99999
1,79,5,1,1,2,4,12,39,39,39,39,2.189717524,6.75,9,42.6,1.138872084,0.569436042,2.218971752,1,1,4.692251837,1,6,2,1,1,1,0,1,0,-99999
1,80,4,2,1,2,9,9,61,61,61,61,1.512421241,4.3,5.733333333,29.45,0.786610287,0.393305144,2.151242124,1,1,3.240902659,1,6,2,1,0,1,0,1,0,-99999
1,81,4,2,1,1,9,9,60,60,60,60,1.321659811,3.183333333,4.244444444,25.83333333,0.687395268,0.343697634,2.132165981,1,1,2.832128166,1,6,1,1,0,1,0,1,0,-99999
1,81,4,2,1,1,9,12,60,60,60,60,3.492736153,9.066666667,12.08888889,65.61666667,1.816572073,0.908286037,2.349273615,1,1,7.484434614,1,6,1,1,0,1,0,1,0,-99999
1,82,5,2,1,1,9,12,39,39,39,39,2.189717524,6.75,9,42.6,1.138872084,0.569436042,2.218971752,1,1,4.692251837,1,1,2,1,1,1,0,1,1,-99999
