zone_id,indegree,outdegree
0,16.0508411491042,13.317177277663761
1,63.05243122156187,16.95374623749313
2,14.840585265077141,26.159872701759976
3,19.27273140084897,3.089886437118097
4,0.0,12.791289491466799
5,3.256882647243688,14.161776553149402
6,0.0,20.71382030653973
7,6.279595772613394,16.566262508730222
8,8.674025319457796,22.59427105121269
9,0.0,35.05516243968321
10,0.0,12.724692165586465
11,0.0,0.0
12,13.20307547465594,0.6996314838399172
13,17.373022941641842,34.82283255696829
14,0.0,0.0
15,0.0,41.928989717335824
16,22.890201562104416,37.10723093753139
17,36.142640237852724,6.231849241837039
18,53.77540760559665,38.57102647475959
19,37.27832837814065,66.75479452074632
20,35.72883158145202,105.96452333289511
21,19.120317361497147,6.907999263816699
22,4.316512809323091,140.30530669072073
23,5.516690862984413,3.8941602347121727
24,49.0087648785949,14.854590461317688
25,0.0,46.44764488302587
26,1.84604996426375,62.86249583155538
27,36.11462119173923,0.0
28,0.0,28.322134200204253
29,80.98639295381767,32.124147564556466
30,0.0,1.786249609636672
31,0.0,3.5439238104187027
32,0.9443549443898308,6.0323742311986575
33,0.0,23.749334744540747
34,16.51370574602858,4.71357572570309
35,0.0,3.764274306721111
36,24.887683475489144,2.1814357396115063
37,1.0513675464863363,4.574561125655331
38,29.842218871299604,0.0
39,77.57823812961473,11.208636535802505
40,1.7403834149811939,12.40846820711343
41,13.334197331765827,21.44557238097297
42,0.0,7.011918009368989
43,29.08037850189933,12.503326322382808
44,6.662296390874057,16.847807974818057
45,132.83089373597832,0.0
46,0.0,47.903672653936944
47,30.878979218162492,0.0
48,31.330438055741432,4.2172270727004495
49,9.439499874283113,32.810764424538135
50,31.224550828448045,7.798811993907653
51,0.0,9.836406670182013
52,43.648885534059886,31.465552129623312
53,33.587662591880886,34.96634362380297
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,16.55286237137421,4.846477889056136
58,44.188734840171605,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,12.88950587557679,7.89487933977072
63,17.234051339864433,3.256882647243688
64,9.607038876371444,15.380960923646722
65,7.792957735766525,0.9443549443898308
66,61.855255589066545,31.125452674416703
67,17.934920617751718,9.476824724580883
68,0.0,11.73562701493063
