t1,t2,s1,s2,n1,n2
0,9.0,29,19.0,29,370.0
9,10.0,19,19.0,370,409.0
10,11.0,19,19.0,409,448.0
11,20.0,19,15.0,448,795.0
20,21.0,15,15.0,795,834.0
21,22.0,15,15.0,834,873.0
22,31.0,15,14.0,873,1223.0
31,44.0,14,18.0,1223,1734.0
44,50.0,18,29.0,1734,1979.0
50,59.0,29,19.0,1979,2320.0
59,60.0,19,19.0,2320,2359.0
60,61.0,19,19.0,2359,2398.0
61,70.0,19,15.0,2398,2745.0
70,71.0,15,15.0,2745,2784.0
71,72.0,15,15.0,2784,2823.0
72,81.0,15,14.0,2823,3173.0
81,94.0,14,18.0,3173,3684.0
94,100.0,18,29.0,3684,3929.0
100,109.0,29,19.0,3929,4270.0
109,110.0,19,19.0,4270,4309.0
110,111.0,19,19.0,4309,4348.0
111,120.0,19,15.0,4348,4695.0
120,121.0,15,15.0,4695,4734.0
121,122.0,15,15.0,4734,4773.0
122,131.0,15,14.0,4773,5123.0
131,144.0,14,18.0,5123,5634.0
144,150.0,18,29.0,5634,5879.0
