t1,t2,s1,s2,n1,n2
0,9.0,24,12.0,24,633.0
9.0,12.0,12.0,66.0,633.0,894.0
12.0,19.0,66.0,63.0,894.0,1374.0
19.0,22.0,63.0,62.0,1374.0,1580.0
22.0,26.0,62.0,64.0,1580.0,1858.0
26.0,29.0,64.0,6.0,1858.0,2007.0
29.0,30.0,6.0,6.0,2007.0,2076.0
30.0,31.0,6.0,6.0,2076.0,2145.0
31.0,33.0,6.0,50.0,2145.0,2327.0
33.0,37.0,50.0,52.0,2327.0,2605.0
37.0,41.0,52.0,50.0,2605.0,2879.0
41.0,45.0,50.0,52.0,2879.0,3157.0
45.0,50.0,52.0,29.0,3157.0,3479.0
50.0,54.0,29.0,49.0,3479.0,3775.0
54.0,58.0,49.0,8.0,3775.0,4010.0
58.0,61.0,8.0,65.0,4010.0,4274.0
61.0,64.0,65.0,8.0,4274.0,4424.0
64.0,68.0,8.0,49.0,4424.0,4741.0
68.0,72.0,49.0,29.0,4741.0,4997.0
72.0,77.0,29.0,52.0,4997.0,5365.0
77.0,81.0,52.0,50.0,5365.0,5639.0
81.0,85.0,50.0,52.0,5639.0,5917.0
85.0,89.0,52.0,50.0,5917.0,6191.0
89.0,91.0,50.0,6.0,6191.0,6285.0
91.0,92.0,6.0,6.0,6285.0,6354.0
92.0,95.0,6.0,64.0,6354.0,6619.0
95.0,99.0,64.0,62.0,6619.0,6893.0
99.0,102.0,62.0,63.0,6893.0,7101.0
102.0,109.0,63.0,66.0,7101.0,7587.0
109.0,110.0,66.0,66.0,7587.0,7656.0
110.0,111.0,66.0,66.0,7656.0,7725.0
111.0,112.0,66.0,66.0,7725.0,7794.0
112.0,115.0,66.0,12.0,7794.0,7947.0
115.0,124.0,12.0,24.0,7947.0,8580.0
