t1,t2,s1,s2,n1,n2
0,5.0,38,41.0,38,386.0
5.0,10.0,41.0,65.0,386.0,755.0
10.0,15.0,65.0,41.0,755.0,1076.0
15.0,20.0,41.0,40.0,1076.0,1420.0
20.0,21.0,40.0,40.0,1420.0,1489.0
21.0,24.0,40.0,0.0,1489.0,1656.0
24.0,27.0,0.0,40.0,1656.0,1903.0
27.0,30.0,40.0,0.0,1903.0,2070.0
30.0,37.0,0.0,53.0,2070.0,2606.0
37.0,38.0,53.0,53.0,2606.0,2675.0
38.0,39.0,53.0,53.0,2675.0,2744.0
39.0,40.0,53.0,53.0,2744.0,2813.0
40.0,44.0,53.0,29.0,2813.0,3065.0
44.0,48.0,29.0,49.0,3065.0,3361.0
48.0,52.0,49.0,8.0,3361.0,3596.0
52.0,55.0,8.0,30.0,3596.0,3825.0
55.0,58.0,30.0,8.0,3825.0,4010.0
58.0,61.0,8.0,30.0,4010.0,4239.0
61.0,62.0,30.0,30.0,4239.0,4308.0
62.0,63.0,30.0,7.0,4308.0,4354.0
63.0,66.0,7.0,1.0,4354.0,4555.0
66.0,71.0,1.0,39.0,4555.0,4938.0
71.0,72.0,39.0,39.0,4938.0,5007.0
72.0,73.0,39.0,39.0,5007.0,5076.0
73.0,74.0,39.0,39.0,5076.0,5145.0
74.0,78.0,39.0,38.0,5145.0,5420.0
78.0,83.0,38.0,41.0,5420.0,5768.0
83.0,88.0,41.0,65.0,5768.0,6137.0
88.0,93.0,65.0,41.0,6137.0,6458.0
93.0,98.0,41.0,40.0,6458.0,6802.0
98.0,99.0,40.0,40.0,6802.0,6871.0
99.0,102.0,40.0,0.0,6871.0,7038.0
102.0,105.0,0.0,40.0,7038.0,7285.0
105.0,108.0,40.0,0.0,7285.0,7452.0
108.0,115.0,0.0,53.0,7452.0,7988.0
115.0,116.0,53.0,53.0,7988.0,8057.0
116.0,117.0,53.0,53.0,8057.0,8126.0
117.0,118.0,53.0,53.0,8126.0,8195.0
118.0,122.0,53.0,29.0,8195.0,8447.0
122.0,126.0,29.0,49.0,8447.0,8743.0
126.0,130.0,49.0,8.0,8743.0,8978.0
130.0,133.0,8.0,30.0,8978.0,9207.0
133.0,136.0,30.0,8.0,9207.0,9392.0
136.0,139.0,8.0,30.0,9392.0,9621.0
139.0,140.0,30.0,30.0,9621.0,9690.0
140.0,141.0,30.0,7.0,9690.0,9736.0
141.0,144.0,7.0,1.0,9736.0,9937.0
144.0,149.0,1.0,39.0,9937.0,10320.0
149.0,150.0,39.0,39.0,10320.0,10389.0
150.0,151.0,39.0,39.0,10389.0,10458.0
151.0,152.0,39.0,39.0,10458.0,10527.0
152.0,156.0,39.0,38.0,10527.0,10802.0
