t1,t2,s1,s2,n1,n2
0.0,3.0,1,7,1.0,214.0
3.0,4.0,7,30,214.0,306.0
4.0,5.0,30,7,306.0,352.0
5.0,7.0,7,4,352.0,487.0
7.0,9.0,4,34,487.0,655.0
9.0,11.0,34,35,655.0,794.0
11.0,14.0,35,33,794.0,999.0
14.0,16.0,33,32,999.0,1136.0
16.0,18.0,32,31,1136.0,1273.0
18.0,20.0,31,8,1273.0,1388.0
20.0,24.0,8,29,1388.0,1685.0
24.0,28.0,29,49,1685.0,1981.0
28.0,31.0,49,65,1981.0,2204.0
31.0,34.0,65,38,2204.0,2384.0
34.0,37.0,38,10,2384.0,2563.0
37.0,42.0,10,39,2563.0,2937.0
42.0,47.0,39,1,2937.0,3244.0
47.0,50.0,1,7,3244.0,3457.0
50.0,51.0,7,30,3457.0,3549.0
51.0,52.0,30,7,3549.0,3595.0
52.0,54.0,7,4,3595.0,3730.0
54.0,56.0,4,34,3730.0,3898.0
56.0,58.0,34,35,3898.0,4037.0
58.0,61.0,35,33,4037.0,4242.0
61.0,63.0,33,32,4242.0,4379.0
63.0,65.0,32,31,4379.0,4516.0
65.0,67.0,31,8,4516.0,4631.0
67.0,71.0,8,29,4631.0,4928.0
71.0,75.0,29,49,4928.0,5224.0
75.0,78.0,49,65,5224.0,5447.0
78.0,81.0,65,38,5447.0,5627.0
81.0,84.0,38,10,5627.0,5806.0
84.0,89.0,10,39,5806.0,6180.0
89.0,94.0,39,1,6180.0,6487.0
94.0,97.0,1,7,6487.0,6700.0
97.0,98.0,7,30,6700.0,6792.0
98.0,99.0,30,7,6792.0,6838.0
99.0,101.0,7,4,6838.0,6973.0
101.0,103.0,4,34,6973.0,7141.0
103.0,105.0,34,35,7141.0,7280.0
105.0,108.0,35,33,7280.0,7485.0
108.0,110.0,33,32,7485.0,7622.0
110.0,112.0,32,31,7622.0,7759.0
112.0,114.0,31,8,7759.0,7874.0
114.0,118.0,8,29,7874.0,8171.0
118.0,122.0,29,49,8171.0,8467.0
122.0,125.0,49,65,8467.0,8690.0
125.0,128.0,65,38,8690.0,8870.0
128.0,131.0,38,10,8870.0,9049.0
131.0,136.0,10,39,9049.0,9423.0
136.0,141.0,39,1,9423.0,9730.0
