zone_id,centroid,geometry,on_count,off_count
57,"(-86.37373722614183, 42.116949255829475)","POLYGON ((-86.378664 42.119442, -86.37866200000001 42.123392, -86.37866699999999 42.125255, -86.37755 42.125322, -86.376583 42.125376, -86.375112 42.125455, -86.374945 42.125468, -86.374666 42.125484, -86.37362299999999 42.125533, -86.37362899999999 42.125313, -86.373639 42.124899, -86.371923 42.124882, -86.37181699999999 42.12487, -86.37172200000001 42.124852, -86.37167100000001 42.124816, -86.371634 42.124762, -86.37161399999999 42.124719, -86.37160900000001 42.124666, -86.371602 42.12409, -86.370459 42.124087, -86.370362 42.124066, -86.370289 42.124, -86.36997 42.123571, -86.369939 42.123065, -86.369302 42.123065, -86.369174 42.123059, -86.369069 42.123048, -86.36900199999999 42.123028, -86.36894599999999 42.122998, -86.368905 42.122948, -86.368869 42.122883, -86.368855 42.122808, -86.368849 42.122593, -86.368846 42.121981, -86.368882 42.121425, -86.368888 42.121275, -86.368872 42.121088, -86.368841 42.120825, -86.36881099999999 42.120303, -86.36882300000001 42.11944, -86.368846 42.118911, -86.368853 42.116948, -86.36884999999999 42.116628, -86.368848 42.116228, -86.36883400000001 42.115887, -86.368833 42.115833, -86.36880499999999 42.115169, -86.36880499999999 42.11365, -86.368775 42.113011, -86.368745 42.111073, -86.368756 42.110301, -86.36876100000001 42.108584, -86.373684 42.108635, -86.37490099999999 42.10865, -86.377054 42.110277, -86.37797999999999 42.110665, -86.378604 42.110934, -86.37864 42.112277, -86.378648 42.115928, -86.378664 42.119442))",0.0,0.0
58,"(-86.38837564559516, 42.11139821621565)","POLYGON ((-86.393124 42.115963, -86.38778000000001 42.114611, -86.38266400000001 42.112984, -86.381288 42.112315, -86.378604 42.110934, -86.378613 42.110315, -86.378591 42.108686, -86.381607 42.108684, -86.382813 42.108684, -86.38342 42.108684, -86.390782 42.108706, -86.397677 42.108726, -86.395955 42.111448, -86.393124 42.115963))",0.0,0.0
59,"(-86.35909262530936, 42.115572941860215)","POLYGON ((-86.373639 42.124899, -86.37362899999999 42.125313, -86.37362299999999 42.125533, -86.37127700000001 42.125673, -86.37098400000001 42.125705, -86.37071899999999 42.125751, -86.370518 42.12581, -86.370307 42.12587, -86.369632 42.126124, -86.369535 42.125956, -86.36956000000001 42.125802, -86.36969499999999 42.125602, -86.369658 42.125456, -86.369523 42.125438, -86.369523 42.124902, -86.369229 42.124648, -86.368801 42.124512, -86.368617 42.124348, -86.368531 42.124139, -86.36886199999999 42.124076, -86.369021 42.123821, -86.368886 42.123694, -86.368139 42.123585, -86.367943 42.123649, -86.367637 42.123449, -86.367356 42.123213, -86.367294 42.123059, -86.367013 42.123104, -86.36620499999999 42.12354, -86.36618 42.123458, -86.366229 42.123313, -86.36620499999999 42.123068, -86.366033 42.122904, -86.36565400000001 42.123149, -86.365458 42.123085, -86.36547 42.122794, -86.36547 42.122513, -86.36517600000001 42.122504, -86.364919 42.122922, -86.364564 42.122885, -86.364221 42.122722, -86.36398800000001 42.122704, -86.3634 42.122776, -86.3634 42.122567, -86.363462 42.122403, -86.36308200000001 42.121995, -86.36259200000001 42.122222, -86.36247 42.12234, -86.362335 42.12244, -86.362103 42.122503, -86.36187 42.122422, -86.361698 42.122158, -86.361723 42.121931, -86.361625 42.121695, -86.36127 42.121604, -86.361294 42.121886, -86.36091500000001 42.121958, -86.36029000000001 42.122167, -86.360241 42.12204, -86.3604 42.121958, -86.360437 42.121849, -86.360254 42.121749, -86.35996 42.121786, -86.359568 42.122067, -86.359298 42.122231, -86.359163 42.122222, -86.35871 42.122076, -86.358221 42.12194, -86.358025 42.121768, -86.357829 42.121695, -86.357767 42.12155, -86.35763300000001 42.121168, -86.357523 42.12075, -86.357302 42.120705, -86.357045 42.121032, -86.356763 42.121295, -86.356567 42.121232, -86.356408 42.120987, -86.356212 42.12066, -86.355931 42.120678, -86.355527 42.120905, -86.35504899999999 42.12075, -86.354902 42.120678, -86.35485300000001 42.120605, -86.354253 42.120414, -86.353911 42.120541, -86.35372700000001 42.120777, -86.35338400000001 42.12085, -86.353274 42.120687, -86.353286 42.120478, -86.353115 42.120332, -86.35288199999999 42.120305, -86.35252699999999 42.120142, -86.352478 42.12006, -86.352208 42.11996, -86.352172 42.119869, -86.35204899999999 42.119769, -86.351829 42.119733, -86.351523 42.119824, -86.35135099999999 42.119869, -86.351021 42.119869, -86.350543 42.119597, -86.350262 42.119778, -86.350004 42.120078, -86.34975900000001 42.120287, -86.348978 42.120543, -86.34890799999999 42.12114, -86.348681 42.121205, -86.348331 42.121218, -86.34780600000001 42.121309, -86.347351 42.121231, -86.34745599999999 42.121037, -86.347193 42.120894, -86.346931 42.120959, -86.346371 42.120829, -86.345969 42.120907, -86.34556600000001 42.120868, -86.345304 42.120907, -86.345006 42.121037, -86.344341 42.121595, -86.343676 42.121205, -86.343564 42.120947, -86.343929 42.120953, -86.344087 42.120947, -86.344284 42.120926, -86.344443 42.120891, -86.344686 42.12081, -86.344809 42.12075, -86.345175 42.120602, -86.34545300000001 42.120475, -86.34572199999999 42.120347, -86.345911 42.120238, -86.34605999999999 42.12011, -86.34619000000001 42.119992, -86.34622899999999 42.119946, -86.346287 42.119872, -86.34633599999999 42.119802, -86.34638200000001 42.119726, -86.346414 42.119655, -86.346458 42.119545, -86.34649 42.119433, -86.346502 42.119356, -86.346507 42.119273, -86.346475 42.116119, -86.346478 42.116031, -86.346498 42.115936, -86.34652699999999 42.115856, -86.34656200000001 42.115795, -86.346625 42.115737, -86.34669599999999 42.115691, -86.346757 42.115665, -86.346861 42.115643, -86.34696 42.115635, -86.349324 42.115657, -86.34926900000001 42.108424, -86.354077 42.108482, -86.358931 42.108509, -86.36383600000001 42.108551, -86.36876100000001 42.108584, -86.368756 42.110301, -86.368745 42.111073, -86.368775 42.113011, -86.36880499999999 42.11365, -86.36880499999999 42.115169, -86.368833 42.115833, -86.36883400000001 42.115887, -86.368848 42.116228, -86.36884999999999 42.116628, -86.368853 42.116948, -86.368846 42.118911, -86.36882300000001 42.11944, -86.36881099999999 42.120303, -86.368841 42.120825, -86.368872 42.121088, -86.368888 42.121275, -86.368882 42.121425, -86.368846 42.121981, -86.368849 42.122593, -86.368855 42.122808, -86.368869 42.122883, -86.368905 42.122948, -86.36894599999999 42.122998, -86.36900199999999 42.123028, -86.369069 42.123048, -86.369174 42.123059, -86.369302 42.123065, -86.369939 42.123065, -86.36997 42.123571, -86.370289 42.124, -86.370362 42.124066, -86.370459 42.124087, -86.371602 42.12409, -86.37160900000001 42.124666, -86.37161399999999 42.124719, -86.371634 42.124762, -86.37167100000001 42.124816, -86.37172200000001 42.124852, -86.37181699999999 42.12487, -86.371923 42.124882, -86.373639 42.124899))",0.0,0.0
60,"(-86.36603988020715, 42.10501877114462)","POLYGON ((-86.37490099999999 42.10865, -86.373684 42.108635, -86.36876100000001 42.108584, -86.36383600000001 42.108551, -86.358931 42.108509, -86.35887200000001 42.10126, -86.363782 42.101317, -86.368696 42.101363, -86.372759 42.101389, -86.372812 42.104697, -86.372929 42.106231, -86.373938 42.1076, -86.37490099999999 42.10865))",0.0,0.0
61,"(-86.37598717391896, 42.10535294957133)","POLYGON ((-86.37797999999999 42.110665, -86.377054 42.110277, -86.37490099999999 42.10865, -86.373938 42.1076, -86.372929 42.106231, -86.372812 42.104697, -86.372759 42.101389, -86.37421399999999 42.101398, -86.378507 42.101422, -86.378541 42.103475, -86.378568 42.10503, -86.378591 42.108686, -86.378613 42.110315, -86.378604 42.110934, -86.37797999999999 42.110665))",0.0,0.0
62,"(-86.38929769036633, 42.10494398347835)","POLYGON ((-86.381607 42.108684, -86.378591 42.108686, -86.378568 42.10503, -86.378541 42.103475, -86.378507 42.101422, -86.38337300000001 42.101439, -86.38545499999999 42.101439, -86.388178 42.101445, -86.391802 42.101462, -86.397779 42.101461, -86.40051200000001 42.101458, -86.402235 42.101469, -86.402142 42.101626, -86.401195 42.103101, -86.39998 42.105041, -86.397677 42.108726, -86.390782 42.108706, -86.38342 42.108684, -86.382813 42.108684, -86.381607 42.108684))",21.0,14.0
63,"(-86.35658495945448, 42.123421629868105)","POLYGON ((-86.343564 42.120947, -86.343676 42.121205, -86.344341 42.121595, -86.345006 42.121037, -86.345304 42.120907, -86.34556600000001 42.120868, -86.345969 42.120907, -86.346371 42.120829, -86.346931 42.120959, -86.347193 42.120894, -86.34745599999999 42.121037, -86.347351 42.121231, -86.34780600000001 42.121309, -86.348331 42.121218, -86.348681 42.121205, -86.34890799999999 42.12114, -86.348978 42.120543, -86.34975900000001 42.120287, -86.350004 42.120078, -86.350262 42.119778, -86.350543 42.119597, -86.351021 42.119869, -86.35135099999999 42.119869, -86.351523 42.119824, -86.351829 42.119733, -86.35204899999999 42.119769, -86.352172 42.119869, -86.352208 42.11996, -86.352478 42.12006, -86.35252699999999 42.120142, -86.35288199999999 42.120305, -86.353115 42.120332, -86.353286 42.120478, -86.353274 42.120687, -86.35338400000001 42.12085, -86.35372700000001 42.120777, -86.353911 42.120541, -86.354253 42.120414, -86.35485300000001 42.120605, -86.354902 42.120678, -86.35504899999999 42.12075, -86.355527 42.120905, -86.355931 42.120678, -86.356212 42.12066, -86.356408 42.120987, -86.356567 42.121232, -86.356763 42.121295, -86.357045 42.121032, -86.357302 42.120705, -86.357523 42.12075, -86.35763300000001 42.121168, -86.357767 42.12155, -86.357829 42.121695, -86.358025 42.121768, -86.358221 42.12194, -86.35871 42.122076, -86.359163 42.122222, -86.359298 42.122231, -86.359568 42.122067, -86.35996 42.121786, -86.360254 42.121749, -86.360437 42.121849, -86.3604 42.121958, -86.360241 42.12204, -86.36029000000001 42.122167, -86.36091500000001 42.121958, -86.361294 42.121886, -86.36127 42.121604, -86.361625 42.121695, -86.361723 42.121931, -86.361698 42.122158, -86.36187 42.122422, -86.362103 42.122503, -86.362335 42.12244, -86.36247 42.12234, -86.36259200000001 42.122222, -86.36308200000001 42.121995, -86.363462 42.122403, -86.3634 42.122567, -86.3634 42.122776, -86.36398800000001 42.122704, -86.364221 42.122722, -86.364564 42.122885, -86.364919 42.122922, -86.36517600000001 42.122504, -86.36547 42.122513, -86.36547 42.122794, -86.365458 42.123085, -86.36565400000001 42.123149, -86.366033 42.122904, -86.36620499999999 42.123068, -86.366229 42.123313, -86.36618 42.123458, -86.36620499999999 42.12354, -86.367013 42.123104, -86.367294 42.123059, -86.367356 42.123213, -86.367637 42.123449, -86.367943 42.123649, -86.368139 42.123585, -86.368886 42.123694, -86.369021 42.123821, -86.36886199999999 42.124076, -86.368531 42.124139, -86.368617 42.124348, -86.368801 42.124512, -86.369229 42.124648, -86.369523 42.124902, -86.369523 42.125438, -86.369658 42.125456, -86.36969499999999 42.125602, -86.36956000000001 42.125802, -86.369535 42.125956, -86.369632 42.126124, -86.369083 42.126335, -86.36887299999999 42.126411, -86.36865899999999 42.126468, -86.368472 42.126505, -86.368353 42.126524, -86.368109 42.126549, -86.36785999999999 42.126561, -86.367327 42.126577, -86.364096 42.126584, -86.36304199999999 42.126608, -86.361981 42.126623, -86.361712 42.126612, -86.361447 42.126594, -86.361169 42.126555, -86.360699 42.126484, -86.35997500000001 42.126324, -86.35919699999999 42.126157, -86.356717 42.125619, -86.354833 42.125225, -86.354291 42.12511, -86.35401299999999 42.12504, -86.34939799999999 42.124121, -86.346699 42.123548, -86.343878 42.122913, -86.34267699999999 42.122652, -86.341515 42.122416, -86.341675 42.121988, -86.341741 42.121854, -86.34181100000001 42.121738, -86.341885 42.121655, -86.34196 42.121589, -86.342038 42.121528, -86.342231 42.121269, -86.342298 42.121192, -86.342399 42.121097, -86.342488 42.121047, -86.342608 42.120991, -86.342718 42.12096, -86.34285300000001 42.120943, -86.343024 42.120943, -86.34335900000001 42.12094, -86.343564 42.120947))",0.0,0.0
64,"(-86.36611965727826, 42.09585663912399)","POLYGON ((-86.368696 42.101363, -86.363782 42.101317, -86.35887200000001 42.10126, -86.358839 42.098023, -86.358844 42.097782, -86.358841 42.091169, -86.365218 42.090679, -86.36825 42.090445, -86.368633 42.090396, -86.36897999999999 42.09035, -86.36953 42.090267, -86.36998 42.090187, -86.370679 42.090054, -86.371004 42.089991, -86.371362 42.089922, -86.372264 42.089782, -86.373482 42.089601, -86.37379300000001 42.089554, -86.372962 42.094641, -86.37279100000001 42.096367, -86.372759 42.101389, -86.368696 42.101363))",0.0,0.0
65,"(-86.37576067740109, 42.09555093910419)","POLYGON ((-86.378507 42.101422, -86.37421399999999 42.101398, -86.372759 42.101389, -86.37279100000001 42.096367, -86.372962 42.094641, -86.37379300000001 42.089554, -86.37396 42.089529, -86.374354 42.089472, -86.377183 42.089064, -86.37804199999999 42.088945, -86.378317 42.088917, -86.378394 42.090531, -86.378463 42.097779, -86.378507 42.101422))",0.0,0.0
66,"(-86.383273558333, 42.09517395966458)","POLYGON ((-86.388178 42.101445, -86.38545499999999 42.101439, -86.38337300000001 42.101439, -86.378507 42.101422, -86.378463 42.097779, -86.378394 42.090531, -86.378317 42.088917, -86.37864399999999 42.088894, -86.38085 42.088901, -86.382762 42.088896, -86.38426800000001 42.088904, -86.384826 42.088909, -86.38612999999999 42.08891, -86.386966 42.088922, -86.38755999999999 42.088944, -86.38802 42.088967, -86.38811 42.094346, -86.388125 42.096204, -86.38815200000001 42.09784, -86.38817899999999 42.098849, -86.388178 42.101445))",0.0,0.0
67,"(-86.39547177102075, 42.09529351085731)","POLYGON ((-86.391802 42.101462, -86.388178 42.101445, -86.38817899999999 42.098849, -86.38815200000001 42.09784, -86.388125 42.096204, -86.38811 42.094346, -86.38802 42.088967, -86.39192799999999 42.089432, -86.392359 42.089468, -86.392549 42.089491, -86.39321700000001 42.089542, -86.393753 42.089569, -86.395083 42.089571, -86.397747 42.08959, -86.398596 42.089631, -86.399142 42.089661, -86.399593 42.089693, -86.400041 42.08973, -86.402597 42.090004, -86.40507100000001 42.090273, -86.404996 42.090481, -86.404927 42.090609, -86.40441199999999 42.09138, -86.402884 42.094083, -86.402835 42.094203, -86.402804 42.094295, -86.402789 42.094397, -86.40273000000001 42.09524, -86.402598 42.098541, -86.402593 42.098713, -86.402576 42.098925, -86.40254 42.099156, -86.402486 42.099334, -86.402395 42.099542, -86.40230699999999 42.099689, -86.402219 42.09981, -86.402112 42.099939, -86.40051200000001 42.101458, -86.397779 42.101461, -86.391802 42.101462))",334.0,267.0
68,"(-86.4008357293042, 42.08576085381392)","POLYGON ((-86.402235 42.101469, -86.40051200000001 42.101458, -86.402112 42.099939, -86.402219 42.09981, -86.40230699999999 42.099689, -86.402395 42.099542, -86.402486 42.099334, -86.40254 42.099156, -86.402576 42.098925, -86.402593 42.098713, -86.402598 42.098541, -86.40273000000001 42.09524, -86.402789 42.094397, -86.402804 42.094295, -86.402835 42.094203, -86.402884 42.094083, -86.40441199999999 42.09138, -86.404927 42.090609, -86.404996 42.090481, -86.40507100000001 42.090273, -86.402597 42.090004, -86.400041 42.08973, -86.399593 42.089693, -86.399142 42.089661, -86.398596 42.089631, -86.397747 42.08959, -86.395083 42.089571, -86.393753 42.089569, -86.39321700000001 42.089542, -86.392549 42.089491, -86.392359 42.089468, -86.39192799999999 42.089432, -86.38802 42.088967, -86.387956 42.081103, -86.387957 42.079665, -86.39069600000001 42.079688, -86.392742 42.079689, -86.397649 42.079695, -86.400857 42.079703, -86.402438 42.07971, -86.407359 42.079711, -86.41197200000001 42.079741, -86.41407700000001 42.082612, -86.41087899999999 42.087706, -86.40906099999999 42.090593, -86.408078 42.092144, -86.40734 42.093348, -86.405694 42.095947, -86.402235 42.101469))",24.0,22.0
69,"(-86.36632943304947, 42.08504871540507)","POLYGON ((-86.358841 42.091169, -86.358822 42.08948, -86.35882599999999 42.086896, -86.35884900000001 42.086036, -86.35882599999999 42.083264, -86.358808 42.082401, -86.358806 42.08193, -86.358802 42.080785, -86.358818 42.079551, -86.360834 42.079557, -86.36127500000001 42.079558, -86.364384 42.079574, -86.365117 42.079576, -86.36859699999999 42.079588, -86.37346599999999 42.079622, -86.373679 42.079623, -86.37388300000001 42.080436, -86.374072 42.081218, -86.374212 42.082, -86.37439500000001 42.083055, -86.374453 42.083498, -86.374467 42.083828, -86.37449700000001 42.084886, -86.374476 42.085794, -86.37436599999999 42.086836, -86.374234 42.087744, -86.374028 42.088658, -86.37379300000001 42.089554, -86.373482 42.089601, -86.372264 42.089782, -86.371362 42.089922, -86.371004 42.089991, -86.370679 42.090054, -86.36998 42.090187, -86.36953 42.090267, -86.36897999999999 42.09035, -86.368633 42.090396, -86.36825 42.090445, -86.365218 42.090679, -86.358841 42.091169))",0.0,0.0
70,"(-86.38105143442056, 42.08431681437969)","POLYGON ((-86.37379300000001 42.089554, -86.374028 42.088658, -86.374234 42.087744, -86.37436599999999 42.086836, -86.374476 42.085794, -86.37449700000001 42.084886, -86.374467 42.083828, -86.374453 42.083498, -86.37439500000001 42.083055, -86.374212 42.082, -86.374072 42.081218, -86.37388300000001 42.080436, -86.373679 42.079623, -86.374206 42.079626, -86.37479399999999 42.079629, -86.37540199999999 42.079629, -86.37630900000001 42.079634, -86.378254 42.079647, -86.38020899999999 42.079652, -86.38058100000001 42.079651, -86.38307 42.07966, -86.387957 42.079665, -86.387956 42.081103, -86.38802 42.088967, -86.38755999999999 42.088944, -86.386966 42.088922, -86.38612999999999 42.08891, -86.384826 42.088909, -86.38426800000001 42.088904, -86.382762 42.088896, -86.38085 42.088901, -86.37864399999999 42.088894, -86.378317 42.088917, -86.37804199999999 42.088945, -86.377183 42.089064, -86.374354 42.089472, -86.37396 42.089529, -86.37379300000001 42.089554))",0.0,0.0
71,"(-86.41473760622786, 42.08796747776918)","POLYGON ((-86.40906099999999 42.090593, -86.41087899999999 42.087706, -86.41407700000001 42.082612, -86.41427400000001 42.08288, -86.41443200000001 42.083014, -86.41488099999999 42.083697, -86.415263 42.084097, -86.415892 42.084881, -86.416071 42.085131, -86.416431 42.085414, -86.416588 42.085731, -86.418588 42.087649, -86.41986799999999 42.088899, -86.420205 42.089433, -86.420542 42.089816, -86.420852 42.0904, -86.420402 42.090465, -86.419979 42.090513, -86.41953700000001 42.090542, -86.41907999999999 42.090553, -86.41721099999999 42.090589, -86.416167 42.090591, -86.416009 42.090592, -86.414759 42.09061, -86.414017 42.090618, -86.413454 42.090627, -86.412558 42.090628, -86.41174599999999 42.090624, -86.410505 42.090611, -86.40939400000001 42.090596, -86.40906099999999 42.090593))",92.0,84.0
72,"(-86.42824810290975, 42.09472249576666)","POLYGON ((-86.420852 42.0904, -86.421004 42.090376, -86.421291 42.090322, -86.421447 42.090291, -86.42185499999999 42.090203, -86.422186 42.090127, -86.422392 42.090072, -86.42259300000001 42.090012, -86.42293600000001 42.089871, -86.42308800000001 42.089977, -86.42342600000001 42.090211, -86.424488 42.090918, -86.42477599999999 42.091104, -86.425977 42.091804, -86.42773200000001 42.092807, -86.428589 42.093313, -86.42992099999999 42.094095, -86.43009600000001 42.094204, -86.431552 42.095218, -86.431753 42.095359, -86.432877 42.096149, -86.433183 42.096382, -86.433718 42.096762, -86.43407000000001 42.097016, -86.43471099999999 42.09747, -86.43493100000001 42.097629, -86.435394 42.097965, -86.436707 42.09891, -86.436722 42.100381, -86.436314 42.10012, -86.434516 42.099286, -86.431225 42.097619, -86.428326 42.096252, -86.42482099999999 42.094718, -86.423686 42.093985, -86.422697 42.093101, -86.42173099999999 42.092134, -86.42137200000001 42.091417, -86.420852 42.0904))",16.0,13.0
73,"(-86.4312744674097, 42.090978996101605)","POLYGON ((-86.43494200000001 42.096319, -86.43471099999999 42.09747, -86.43407000000001 42.097016, -86.433718 42.096762, -86.433183 42.096382, -86.432877 42.096149, -86.431753 42.095359, -86.431552 42.095218, -86.43009600000001 42.094204, -86.42992099999999 42.094095, -86.428589 42.093313, -86.42773200000001 42.092807, -86.425977 42.091804, -86.42477599999999 42.091104, -86.424488 42.090918, -86.42342600000001 42.090211, -86.42308800000001 42.089977, -86.42293600000001 42.089871, -86.423136 42.089792, -86.42506899999999 42.088971, -86.426922 42.088173, -86.428084 42.087684, -86.42914 42.087236, -86.429304 42.087188, -86.429453 42.087148, -86.429573 42.087118, -86.429748 42.087089, -86.430021 42.08705, -86.430155 42.087039, -86.430324 42.087029, -86.430834 42.087033, -86.43154199999999 42.08704, -86.431687 42.087039, -86.433243 42.087064, -86.43365799999999 42.087063, -86.434883 42.087073, -86.436454 42.087076, -86.436424 42.087508, -86.436401 42.08789, -86.43640499999999 42.089047, -86.436402 42.089092, -86.436398 42.089137, -86.43639400000001 42.089181, -86.436391 42.089226, -86.436387 42.089271, -86.436384 42.089316, -86.43638 42.089361, -86.43637699999999 42.089406, -86.436373 42.089451, -86.43637 42.089496, -86.43636600000001 42.089541, -86.436362 42.089586, -86.436358 42.089631, -86.43635399999999 42.089676, -86.43634900000001 42.089721, -86.436345 42.089766, -86.43634 42.08981, -86.436335 42.089855, -86.436329 42.0899, -86.436322 42.089945, -86.43631499999999 42.089989, -86.436308 42.090034, -86.4363 42.090079, -86.436291 42.090123, -86.436283 42.090168, -86.43627499999999 42.090213, -86.436266 42.090257, -86.436258 42.090302, -86.436249 42.090346, -86.43624 42.090391, -86.43623100000001 42.090435, -86.436222 42.09048, -86.436212 42.090524, -86.43620300000001 42.090569, -86.436193 42.090613, -86.436184 42.090658, -86.43617399999999 42.090702, -86.436165 42.090747, -86.436155 42.090791, -86.43614599999999 42.090835, -86.436136 42.09088, -86.436126 42.090924, -86.436117 42.090969, -86.43610700000001 42.091013, -86.436097 42.091058, -86.436088 42.091102, -86.43607799999999 42.091147, -86.43606800000001 42.091191, -86.436059 42.091235, -86.436049 42.09128, -86.43603899999999 42.091324, -86.436029 42.091369, -86.436018 42.091422, -86.435557 42.093494, -86.43527 42.094764, -86.435052 42.095728, -86.43500400000001 42.096008, -86.434974 42.096164, -86.43494200000001 42.096319))",323.0,413.0
74,"(-86.41130043978858, 42.0965698636042)","POLYGON ((-86.402235 42.101469, -86.405694 42.095947, -86.40734 42.093348, -86.408078 42.092144, -86.40906099999999 42.090593, -86.40939400000001 42.090596, -86.410505 42.090611, -86.41174599999999 42.090624, -86.412558 42.090628, -86.413454 42.090627, -86.414017 42.090618, -86.414759 42.09061, -86.416009 42.090592, -86.416167 42.090591, -86.41721099999999 42.090589, -86.41724000000001 42.092115, -86.417288 42.095723, -86.41728999999999 42.096533, -86.417303 42.097271, -86.417305 42.097454, -86.417328 42.099922, -86.417334 42.101462, -86.415007 42.101456, -86.40967499999999 42.101451, -86.408345 42.101451, -86.407853 42.101451, -86.40774500000001 42.101451, -86.40434399999999 42.101448, -86.40257699999999 42.101467, -86.402235 42.101469))",174.0,149.0
75,"(-86.42423080711693, 42.09759643768512)","POLYGON ((-86.417334 42.101462, -86.417328 42.099922, -86.417305 42.097454, -86.417303 42.097271, -86.41728999999999 42.096533, -86.417288 42.095723, -86.41724000000001 42.092115, -86.41721099999999 42.090589, -86.41907999999999 42.090553, -86.41953700000001 42.090542, -86.419979 42.090513, -86.420402 42.090465, -86.420852 42.0904, -86.42137200000001 42.091417, -86.42173099999999 42.092134, -86.422697 42.093101, -86.423686 42.093985, -86.42482099999999 42.094718, -86.428326 42.096252, -86.431225 42.097619, -86.434516 42.099286, -86.436314 42.10012, -86.436722 42.100381, -86.43682200000001 42.101594, -86.43446900000001 42.101585, -86.43395200000001 42.101576, -86.432419 42.101562, -86.430125 42.101548, -86.42962199999999 42.101542, -86.428743 42.101502, -86.427144 42.101527, -86.426424 42.101521, -86.422849 42.101496, -86.422433 42.101492, -86.422139 42.101493, -86.419003 42.101469, -86.417334 42.101462))",24.0,52.0
76,"(-86.40089268254131, 42.11433646087913)","POLYGON ((-86.40775600000001 42.119051, -86.404072 42.11907, -86.402827 42.119066, -86.397988 42.119051, -86.39452799999999 42.119069, -86.39101700000001 42.119074, -86.390636 42.119076, -86.39062 42.119075, -86.391385 42.118272, -86.391552 42.118082, -86.391752 42.117857, -86.391919 42.117661, -86.392078 42.117459, -86.39217600000001 42.117334, -86.39230999999999 42.117165, -86.39243999999999 42.116982, -86.392582 42.116796, -86.392723 42.116571, -86.39290800000001 42.116299, -86.393124 42.115963, -86.395955 42.111448, -86.397677 42.108726, -86.398039 42.10873, -86.402773 42.108719, -86.40766000000001 42.10873, -86.407721 42.115984, -86.407741 42.118172, -86.40775600000001 42.119051))",2.0,3.0
77,"(-86.40861421854585, 42.10525173334915)","POLYGON ((-86.40766000000001 42.10873, -86.402773 42.108719, -86.398039 42.10873, -86.397677 42.108726, -86.39998 42.105041, -86.401195 42.103101, -86.402142 42.101626, -86.402235 42.101469, -86.40257699999999 42.101467, -86.40434399999999 42.101448, -86.40774500000001 42.101451, -86.407853 42.101451, -86.408345 42.101451, -86.40967499999999 42.101451, -86.415007 42.101456, -86.417334 42.101462, -86.417382 42.105774, -86.417389 42.106417, -86.41739099999999 42.106578, -86.4174 42.107527, -86.41741399999999 42.108725, -86.414924 42.108726, -86.41248899999999 42.108727, -86.411423 42.108732, -86.40766000000001 42.10873))",213.0,152.0
78,"(-86.42563717662395, 42.10456057706987)","POLYGON ((-86.41741399999999 42.108725, -86.4174 42.107527, -86.41739099999999 42.106578, -86.417389 42.106417, -86.417382 42.105774, -86.417334 42.101462, -86.419003 42.101469, -86.422139 42.101493, -86.422433 42.101492, -86.422849 42.101496, -86.426424 42.101521, -86.427144 42.101527, -86.428743 42.101502, -86.42962199999999 42.101542, -86.430125 42.101548, -86.432419 42.101562, -86.43395200000001 42.101576, -86.43446900000001 42.101585, -86.43682200000001 42.101594, -86.43680999999999 42.102805, -86.43683 42.104533, -86.436817 42.104753, -86.43681100000001 42.104833, -86.436781 42.106106, -86.435962 42.105978, -86.434332 42.105978, -86.434066 42.105956, -86.433858 42.105846, -86.432703 42.105583, -86.431014 42.10433, -86.429355 42.10444, -86.4282 42.105077, -86.426748 42.105737, -86.427341 42.108374, -86.42699399999999 42.108781, -86.425472 42.108776, -86.41907 42.108732, -86.41741399999999 42.108725))",196.0,288.0
79,"(-86.43161951559996, 42.10698633801311)","POLYGON ((-86.434332 42.105978, -86.435962 42.105978, -86.436781 42.106106, -86.43680999999999 42.106231, -86.436826 42.106859, -86.43687799999999 42.107038, -86.436881 42.107159, -86.436896 42.107989, -86.436913 42.108864, -86.43636100000001 42.108864, -86.43565 42.108854, -86.43510999999999 42.108852, -86.43448600000001 42.108841, -86.43327600000001 42.108827, -86.432042 42.108816, -86.43079299999999 42.108797, -86.429531 42.108788, -86.428361 42.10879, -86.42771399999999 42.108783, -86.42699399999999 42.108781, -86.427341 42.108374, -86.426748 42.105737, -86.4282 42.105077, -86.429355 42.10444, -86.431014 42.10433, -86.432703 42.105583, -86.433858 42.105846, -86.434066 42.105956, -86.434332 42.105978))",46.0,41.0
80,"(-86.41256024080994, 42.11235313225669)","POLYGON ((-86.407721 42.115984, -86.40766000000001 42.10873, -86.411423 42.108732, -86.41248899999999 42.108727, -86.414924 42.108726, -86.41741399999999 42.108725, -86.41741500000001 42.109782, -86.41742000000001 42.110937, -86.41743200000001 42.112076, -86.417444 42.113257, -86.417464 42.115959, -86.41630499999999 42.115967, -86.415154 42.115966, -86.413798 42.115975, -86.410262 42.115992, -86.407721 42.115984))",52.0,60.0
81,"(-86.4126162639112, 42.11751823952901)","POLYGON ((-86.40775600000001 42.119051, -86.407741 42.118172, -86.407721 42.115984, -86.410262 42.115992, -86.413798 42.115975, -86.415154 42.115966, -86.41630499999999 42.115967, -86.417464 42.115959, -86.41747100000001 42.117473, -86.417474 42.119064, -86.413387 42.119065, -86.409734 42.119051, -86.40775600000001 42.119051))",14.0,19.0
