zone_id,centroid,geometry,on_count,off_count
126,"(-86.48975117216908, 42.03923220536838)","POLYGON ((-86.494846 42.03123799999999, -86.49484699999999 42.032015, -86.49486499999999 42.032751, -86.49486399999999 42.033048, -86.49486 42.035717, -86.49481899999999 42.036555, -86.494827 42.036983, -86.494839 42.037557, -86.494828 42.038071, -86.49484 42.038818, -86.49484799999999 42.039775, -86.494828 42.043384, -86.494832 42.045939, -86.492531 42.048018, -86.49234799999999 42.048179, -86.49109399999999 42.04928899999999, -86.490342 42.04995599999999, -86.48962 42.050508, -86.48942599999999 42.050644, -86.488648 42.050683, -86.487352 42.05069, -86.486431 42.05069, -86.48502499999999 42.050709, -86.485062 42.048574, -86.48505 42.04757499999999, -86.485018 42.0463, -86.485038 42.045255, -86.48503099999999 42.044965, -86.48504699999999 42.044345, -86.485034 42.043443, -86.485046 42.039889, -86.48504899999999 42.038601, -86.485057 42.037565, -86.48506499999999 42.036113, -86.485068 42.035838, -86.48507099999999 42.035542, -86.48507099999999 42.03449699999999, -86.485057 42.034022, -86.48506399999999 42.033039, -86.485072 42.03211599999999, -86.48508199999999 42.029588, -86.485084 42.028945, -86.487403 42.028929, -86.48769799999999 42.028932, -86.48799199999999 42.028936, -86.490095 42.028931, -86.491653 42.028994, -86.49486999999999 42.028901, -86.494846 42.03123799999999))",0.0,0.0
127,"(-86.50577828777566, 42.04374334451242)","POLYGON ((-86.514246 42.0324, -86.514234 42.033229, -86.51424399999999 42.033462, -86.51423799999999 42.033776, -86.514236 42.033909, -86.514228 42.034668, -86.514211 42.036229, -86.5142 42.03978, -86.514155 42.043419, -86.51415999999999 42.044515, -86.51416499999999 42.045292, -86.514184 42.046519, -86.51418699999999 42.04719499999999, -86.514183 42.049221, -86.514189 42.050685, -86.512851 42.050638, -86.509248 42.050664, -86.50705099999999 42.050658, -86.50546199999999 42.050659, -86.502831 42.050659, -86.50236599999999 42.050664, -86.50031899999999 42.05064, -86.50023 42.050639, -86.500028 42.05063699999999, -86.49969 42.050655, -86.49910199999999 42.050647, -86.496043 42.050644, -86.494816 42.050631, -86.494461 42.050642, -86.49317599999999 42.050656, -86.49214499999999 42.050653, -86.49054199999999 42.050661, -86.49048599999999 42.050661, -86.490292 42.050659, -86.489847 42.050657, -86.48942599999999 42.050644, -86.48962 42.050508, -86.490342 42.04995599999999, -86.49109399999999 42.04928899999999, -86.49234799999999 42.048179, -86.492531 42.048018, -86.494832 42.045939, -86.497681 42.043391, -86.50062 42.040784, -86.50200199999999 42.03951, -86.50297499999999 42.038649, -86.504543 42.037295, -86.504823 42.037077, -86.50601399999999 42.036153, -86.50712899999999 42.03535, -86.50867199999999 42.03429, -86.509456 42.033767, -86.51023599999999 42.033274, -86.51054499999999 42.033097, -86.51087199999999 42.032887, -86.511065 42.032762, -86.511286 42.032626, -86.511236 42.032954, -86.51117499999999 42.033349, -86.51138899999999 42.032853, -86.512063 42.03241, -86.513554 42.031467, -86.514247 42.031065, -86.514246 42.0324))",0.0,0.0
128,"(-86.50668450295144, 42.02953551981091)","POLYGON ((-86.52490499999999 42.02262, -86.523837 42.023332, -86.52128599999999 42.025041, -86.52026599999999 42.025717, -86.519291 42.026427, -86.51799199999999 42.027508, -86.517584 42.027856, -86.51731699999999 42.028051, -86.51705799999999 42.028198, -86.516769 42.028345, -86.516481 42.028459, -86.515761 42.028674, -86.515557 42.028726, -86.515344 42.028792, -86.51517 42.028867, -86.51498199999999 42.02897, -86.514838 42.029061, -86.51476799999999 42.029109, -86.51456999999999 42.02934, -86.51456 42.029351, -86.514371 42.029571, -86.51435599999999 42.029639, -86.51429 42.02993499999999, -86.514279 42.03008699999999, -86.51427799999999 42.030391, -86.51427099999999 42.030538, -86.514263 42.030745, -86.514247 42.031065, -86.513554 42.031467, -86.512063 42.03241, -86.51138899999999 42.032853, -86.51117499999999 42.033349, -86.511236 42.032954, -86.511286 42.032626, -86.511065 42.032762, -86.51087199999999 42.032887, -86.51054499999999 42.033097, -86.51023599999999 42.033274, -86.509456 42.033767, -86.50867199999999 42.03429, -86.50712899999999 42.03535, -86.50601399999999 42.036153, -86.504823 42.037077, -86.504543 42.037295, -86.50297499999999 42.038649, -86.50200199999999 42.03951, -86.50062 42.040784, -86.497681 42.043391, -86.494832 42.045939, -86.494828 42.043384, -86.49484799999999 42.039775, -86.49484 42.038818, -86.494828 42.038071, -86.494839 42.037557, -86.494827 42.036983, -86.49481899999999 42.036555, -86.49486 42.035717, -86.49486399999999 42.033048, -86.49486499999999 42.032751, -86.49484699999999 42.032015, -86.494846 42.03123799999999, -86.49486999999999 42.028901, -86.497041 42.0289, -86.49973 42.02891899999999, -86.50004899999999 42.028929, -86.500632 42.028896, -86.50080699999999 42.028728, -86.50106599999999 42.028415, -86.502106 42.027704, -86.50365599999999 42.026538, -86.504357 42.02591899999999, -86.50456 42.025758, -86.504554 42.024524, -86.504554 42.024465, -86.504555 42.024226, -86.504559 42.022925, -86.50457899999999 42.020418, -86.50457899999999 42.018482, -86.50573899999999 42.018488, -86.50572199999999 42.019218, -86.505737 42.019307, -86.505771 42.019348, -86.50583899999999 42.019381, -86.505898 42.019392, -86.50868199999999 42.019384, -86.50881299999999 42.019384, -86.509064 42.019369, -86.509181 42.01935599999999, -86.509361 42.019305, -86.509632 42.019182, -86.50990399999999 42.019015, -86.51003799999999 42.018926, -86.510887 42.018348, -86.51109 42.018222, -86.511263 42.018106, -86.51145 42.018047, -86.511662 42.017993, -86.511777 42.01797, -86.51190099999999 42.017961, -86.51209899999999 42.017964, -86.512243 42.017951, -86.512344 42.017935, -86.512474 42.017902, -86.51262299999999 42.017864, -86.51296699999999 42.017764, -86.513172 42.017692, -86.513378 42.017581, -86.51363499999999 42.017446, -86.513983 42.017132, -86.51405799999999 42.017044, -86.514107 42.016962, -86.514236 42.018538, -86.514285 42.019139, -86.514259 42.021664, -86.515682 42.021652, -86.51606199999999 42.02164399999999, -86.52382399999999 42.021605, -86.526397 42.021588, -86.52490499999999 42.02262))",0.0,0.0
129,"(-86.54100091543988, 42.015966699092154)","POLYGON ((-86.56658499999999 42.000049, -86.53307099999999 42.045943, -86.529567 42.050734, -86.52318799999999 42.050732, -86.514189 42.050685, -86.514183 42.049221, -86.51418699999999 42.04719499999999, -86.514184 42.046519, -86.51416499999999 42.045292, -86.51415999999999 42.044515, -86.514155 42.043419, -86.5142 42.03978, -86.514211 42.036229, -86.514228 42.034668, -86.514236 42.033909, -86.51423799999999 42.033776, -86.51424399999999 42.033462, -86.514234 42.033229, -86.514246 42.0324, -86.514247 42.031065, -86.514263 42.030745, -86.51427099999999 42.030538, -86.51427799999999 42.030391, -86.514279 42.03008699999999, -86.51429 42.02993499999999, -86.51435599999999 42.029639, -86.514371 42.029571, -86.51456 42.029351, -86.51456999999999 42.02934, -86.51476799999999 42.029109, -86.514838 42.029061, -86.51498199999999 42.02897, -86.51517 42.028867, -86.515344 42.028792, -86.515557 42.028726, -86.515761 42.028674, -86.516481 42.028459, -86.516769 42.028345, -86.51705799999999 42.028198, -86.51731699999999 42.028051, -86.517584 42.027856, -86.51799199999999 42.027508, -86.519291 42.026427, -86.52026599999999 42.025717, -86.52128599999999 42.025041, -86.523837 42.023332, -86.52490499999999 42.02262, -86.526397 42.021588, -86.52658699999999 42.021455, -86.52690699999999 42.021198, -86.52720000000001 42.020929, -86.52748 42.0206, -86.527711 42.020299, -86.52781 42.02014, -86.527911 42.020002, -86.52819199999999 42.019591, -86.52837599999999 42.019218, -86.528622 42.018608, -86.52867499999999 42.01831199999999, -86.528699 42.018026, -86.52870799999999 42.01768999999999, -86.52863499999999 42.014461, -86.528899 42.014441, -86.529079 42.014423, -86.52922599999999 42.01439, -86.529341 42.014336, -86.52941199999999 42.014288, -86.529471 42.014226, -86.52952399999999 42.014155, -86.53054899999999 42.011425, -86.53061199999999 42.011285, -86.530649 42.011225, -86.53075799999999 42.01108, -86.530828 42.011002, -86.53092599999999 42.010922, -86.531002 42.01087, -86.531145 42.010788, -86.531385 42.010673, -86.53155 42.010631, -86.531764 42.010608, -86.531933 42.010603, -86.532563 42.010623, -86.53286399999999 42.010628, -86.533457 42.010648, -86.534685 42.010687, -86.53519299999999 42.010714, -86.53435899999999 42.009207, -86.534216 42.008855, -86.534149 42.008627, -86.53411699999999 42.008448, -86.534093 42.008246, -86.53408 42.00805, -86.53411199999999 42.0077, -86.534156 42.00751, -86.534257 42.00712499999999, -86.534459 42.006521, -86.53562099999999 42.003518, -86.536176 42.001941, -86.536793 42.000266, -86.536863 42.000091, -86.53690899999999 41.999955, -86.538184 41.99648699999999, -86.53892599999999 41.994375, -86.53956199999999 41.992706, -86.540869 41.989084, -86.541703 41.986816, -86.542053 41.985904, -86.54210999999999 41.985782, -86.54215599999999 41.985696, -86.542202 41.985651, -86.542253 41.98562099999999, -86.54237599999999 41.985578, -86.54252799999999 41.985569, -86.545411 41.985551, -86.545536 41.98555, -86.550348 41.985579, -86.552735 41.98562099999999, -86.553112 41.985613, -86.554632 41.985648, -86.55599699999999 41.985681, -86.559541 41.985765, -86.56282299999999 41.985747, -86.56273899999999 41.985904, -86.56268299999999 41.986057, -86.57422299999999 41.986153, -86.56658499999999 42.000049))",0.0,0.0
130,"(-86.52749781420967, 42.00321672080737)","POLYGON ((-86.542253 41.98562099999999, -86.542202 41.985651, -86.54215599999999 41.985696, -86.54210999999999 41.985782, -86.542053 41.985904, -86.541703 41.986816, -86.540869 41.989084, -86.53956199999999 41.992706, -86.53892599999999 41.994375, -86.538184 41.99648699999999, -86.53690899999999 41.999955, -86.536863 42.000091, -86.536793 42.000266, -86.536176 42.001941, -86.53562099999999 42.003518, -86.534459 42.006521, -86.534257 42.00712499999999, -86.534156 42.00751, -86.53411199999999 42.0077, -86.53408 42.00805, -86.534093 42.008246, -86.53411699999999 42.008448, -86.534149 42.008627, -86.534216 42.008855, -86.53435899999999 42.009207, -86.53519299999999 42.010714, -86.534685 42.010687, -86.533457 42.010648, -86.53286399999999 42.010628, -86.532563 42.010623, -86.531933 42.010603, -86.531764 42.010608, -86.53155 42.010631, -86.531385 42.010673, -86.531145 42.010788, -86.531002 42.01087, -86.53092599999999 42.010922, -86.530828 42.011002, -86.53075799999999 42.01108, -86.530649 42.011225, -86.53061199999999 42.011285, -86.53054899999999 42.011425, -86.52952399999999 42.014155, -86.529471 42.014226, -86.52941199999999 42.014288, -86.529341 42.014336, -86.52922599999999 42.01439, -86.529079 42.014423, -86.528899 42.014441, -86.52863499999999 42.014461, -86.52870799999999 42.01768999999999, -86.528699 42.018026, -86.52867499999999 42.01831199999999, -86.528622 42.018608, -86.52837599999999 42.019218, -86.52819199999999 42.019591, -86.527911 42.020002, -86.52781 42.02014, -86.527711 42.020299, -86.52748 42.0206, -86.52720000000001 42.020929, -86.52690699999999 42.021198, -86.52658699999999 42.021455, -86.526397 42.021588, -86.52382399999999 42.021605, -86.51606199999999 42.02164399999999, -86.515682 42.021652, -86.514259 42.021664, -86.514285 42.019139, -86.514236 42.018538, -86.514107 42.016962, -86.51413099999999 42.016855, -86.51415 42.016738, -86.51417099999999 42.016241, -86.51416999999999 42.016072, -86.514163 42.016013, -86.51414199999999 42.015964, -86.514111 42.015928, -86.514303 42.015276, -86.51429399999999 42.014426, -86.514285 42.012357, -86.514287 42.010145, -86.514287 42.010031, -86.51428799999999 42.009154, -86.51430099999999 42.007992, -86.51427699999999 42.007234, -86.51490299999999 42.007198, -86.515637 42.00715599999999, -86.51674299999999 42.007204, -86.51890499999999 42.007205, -86.52136999999999 42.007196, -86.523214 42.007186, -86.52355799999999 42.007192, -86.52390299999999 42.007197, -86.52388499999999 42.006816, -86.52389599999999 42.002243, -86.52388999999999 42.001329, -86.52387999999999 42.000423, -86.52388999999999 42.000155, -86.523889 41.999989, -86.52387899999999 41.999449, -86.52390299999999 41.996868, -86.52392999999999 41.992685, -86.523932 41.989813, -86.52395199999999 41.989048, -86.523961 41.987552, -86.523972 41.985843, -86.523984 41.985618, -86.523973 41.985517, -86.523956 41.985465, -86.524495 41.985474, -86.524975 41.985473, -86.529251 41.985474, -86.53298199999999 41.985481, -86.533518 41.985477, -86.53501899999999 41.985483, -86.535293 41.985488, -86.535383 41.985491, -86.536237 41.985496, -86.538957 41.98551399999999, -86.53981899999999 41.985508, -86.539974 41.985495, -86.54010799999999 41.985491, -86.540756 41.985515, -86.54095599999999 41.985516, -86.54131699999999 41.985518, -86.54164299999999 41.985526, -86.54237599999999 41.985578, -86.542253 41.98562099999999))",0.0,0.0
131,"(-86.49648032809701, 42.02089707110929)","POLYGON ((-86.514303 42.015276, -86.514111 42.015928, -86.51414199999999 42.015964, -86.514163 42.016013, -86.51416999999999 42.016072, -86.51417099999999 42.016241, -86.51415 42.016738, -86.51413099999999 42.016855, -86.514107 42.016962, -86.51405799999999 42.017044, -86.513983 42.017132, -86.51363499999999 42.017446, -86.513378 42.017581, -86.513172 42.017692, -86.51296699999999 42.017764, -86.51262299999999 42.017864, -86.512474 42.017902, -86.512344 42.017935, -86.512243 42.017951, -86.51209899999999 42.017964, -86.51190099999999 42.017961, -86.511777 42.01797, -86.511662 42.017993, -86.51145 42.018047, -86.511263 42.018106, -86.51109 42.018222, -86.510887 42.018348, -86.51003799999999 42.018926, -86.50990399999999 42.019015, -86.509632 42.019182, -86.509361 42.019305, -86.509181 42.01935599999999, -86.509064 42.019369, -86.50881299999999 42.019384, -86.50868199999999 42.019384, -86.505898 42.019392, -86.50583899999999 42.019381, -86.505771 42.019348, -86.505737 42.019307, -86.50572199999999 42.019218, -86.50573899999999 42.018488, -86.50457899999999 42.018482, -86.50457899999999 42.020418, -86.504559 42.022925, -86.504555 42.024226, -86.504554 42.024465, -86.504554 42.024524, -86.50456 42.025758, -86.504357 42.02591899999999, -86.50365599999999 42.026538, -86.502106 42.027704, -86.50106599999999 42.028415, -86.50080699999999 42.028728, -86.500632 42.028896, -86.50004899999999 42.028929, -86.49973 42.02891899999999, -86.497041 42.0289, -86.49486999999999 42.028901, -86.491653 42.028994, -86.490095 42.028931, -86.48799199999999 42.028936, -86.48769799999999 42.028932, -86.487403 42.028929, -86.485084 42.028945, -86.485084 42.028031, -86.485085 42.027158, -86.485085 42.026425, -86.485086 42.025842, -86.485086 42.025809, -86.485086 42.025009, -86.485083 42.023553, -86.485074 42.023024, -86.48506999999999 42.022786, -86.48507599999999 42.021275, -86.48507599999999 42.021252, -86.485083 42.020416, -86.485083 42.020377, -86.485084 42.019517, -86.485084 42.01947, -86.48508 42.019016, -86.48508 42.01897599999999, -86.48509 42.018596, -86.485091 42.01855399999999, -86.48507699999999 42.015664, -86.48507699999999 42.01556, -86.485074 42.014917, -86.485072 42.014464, -86.48917299999999 42.014446, -86.49211699999999 42.014421, -86.492913 42.014411, -86.493509 42.01441, -86.49486499999999 42.014387, -86.496723 42.01439, -86.497311 42.01439, -86.50033499999999 42.014397, -86.501519 42.014409, -86.502258 42.014412, -86.502488 42.014413, -86.504581 42.014423, -86.506395 42.014427, -86.50758599999999 42.014419, -86.50894799999999 42.014412, -86.51002699999999 42.014428, -86.510797 42.01442, -86.51125399999999 42.014424, -86.51216099999999 42.014458, -86.51299 42.014432, -86.51429399999999 42.014426, -86.514303 42.015276))",0.0,0.0
132,"(-86.47901230556457, 42.00546769816812)","POLYGON ((-86.49483599999999 42.007611, -86.494855 42.010849, -86.494874 42.011963, -86.49488199999999 42.013474, -86.49486499999999 42.014387, -86.493509 42.01441, -86.492913 42.014411, -86.49211699999999 42.014421, -86.48917299999999 42.014446, -86.485072 42.014464, -86.485074 42.014917, -86.48507699999999 42.01556, -86.48507699999999 42.015664, -86.485091 42.01855399999999, -86.48509 42.018596, -86.48508 42.01897599999999, -86.48508 42.019016, -86.485084 42.01947, -86.485084 42.019517, -86.485083 42.020377, -86.485083 42.020416, -86.48507599999999 42.021252, -86.48507599999999 42.021275, -86.48506999999999 42.022786, -86.485074 42.023024, -86.485083 42.023553, -86.485086 42.025009, -86.485086 42.025809, -86.485086 42.025842, -86.485085 42.026425, -86.485085 42.027158, -86.485084 42.028031, -86.485084 42.028945, -86.48409599999999 42.02894999999999, -86.483524 42.028954, -86.480468 42.02898, -86.475285 42.029025, -86.467939 42.02905699999999, -86.46561299999999 42.029079, -86.465622 42.014533, -86.465631 42.000062, -86.465638 41.997646, -86.465677 41.985584, -86.470512 41.985565, -86.475364 41.985569, -86.480234 41.98555899999999, -86.48466999999999 41.98554499999999, -86.48535799999999 41.98554, -86.49297199999999 41.985517, -86.49486499999999 41.985503, -86.49484099999999 41.991628, -86.494838 42.000005, -86.49483599999999 42.005864, -86.49483599999999 42.005933, -86.49483599999999 42.006168, -86.494906 42.00645, -86.49483599999999 42.007611))",0.0,0.0
133,"(-86.50851259509811, 41.998959913355485)","POLYGON ((-86.523984 41.985618, -86.523972 41.985843, -86.523961 41.987552, -86.52395199999999 41.989048, -86.523932 41.989813, -86.52392999999999 41.992685, -86.52390299999999 41.996868, -86.52387899999999 41.999449, -86.523889 41.999989, -86.52388999999999 42.000155, -86.52387999999999 42.000423, -86.52388999999999 42.001329, -86.52389599999999 42.002243, -86.52388499999999 42.006816, -86.52390299999999 42.007197, -86.52355799999999 42.007192, -86.523214 42.007186, -86.52136999999999 42.007196, -86.51890499999999 42.007205, -86.51674299999999 42.007204, -86.515637 42.00715599999999, -86.51490299999999 42.007198, -86.51427699999999 42.007234, -86.51430099999999 42.007992, -86.51428799999999 42.009154, -86.514287 42.010031, -86.514287 42.010145, -86.514285 42.012357, -86.51429399999999 42.014426, -86.51299 42.014432, -86.51216099999999 42.014458, -86.51125399999999 42.014424, -86.510797 42.01442, -86.51002699999999 42.014428, -86.50894799999999 42.014412, -86.50758599999999 42.014419, -86.506395 42.014427, -86.504581 42.014423, -86.502488 42.014413, -86.502258 42.014412, -86.501519 42.014409, -86.50033499999999 42.014397, -86.497311 42.01439, -86.496723 42.01439, -86.49486499999999 42.014387, -86.49488199999999 42.013474, -86.494874 42.011963, -86.494855 42.010849, -86.49483599999999 42.007611, -86.494906 42.00645, -86.49483599999999 42.006168, -86.49483599999999 42.005933, -86.49483599999999 42.005864, -86.494838 42.000005, -86.49484099999999 41.991628, -86.49486499999999 41.985503, -86.49913599999999 41.985482, -86.499956 41.985474, -86.50138099999999 41.985487, -86.504564 41.985488, -86.509033 41.985484, -86.511259 41.98546899999999, -86.51428199999999 41.985454, -86.52175099999999 41.985456, -86.523956 41.985465, -86.523973 41.985517, -86.523984 41.985618))",0.0,0.0
134,"(-86.42592534311477, 42.0390257051297)","POLYGON ((-86.43858 42.058115, -86.437951 42.058135, -86.43767799999999 42.058214, -86.43688 42.058446, -86.43642699999999 42.058737, -86.435135 42.059394, -86.434246 42.059625, -86.43322599999999 42.059822, -86.42939299999999 42.059738, -86.427612 42.06, -86.424498 42.060702, -86.42289599999999 42.061281, -86.421358 42.061791, -86.41779 42.062619, -86.417208 42.062719, -86.41565199999999 42.062832, -86.41560899999999 42.062341, -86.41559699999999 42.062213, -86.415677 42.062085, -86.41561299999999 42.062023, -86.41559099999999 42.061963, -86.41557899999999 42.06178999999999, -86.41558999999999 42.061231, -86.41557999999999 42.057849, -86.415595 42.05683399999999, -86.415595 42.056816, -86.41560299999999 42.055051, -86.41560299999999 42.054993, -86.41560799999999 42.053828, -86.41560799999999 42.053774, -86.41561999999999 42.051164, -86.415643 42.047913, -86.415651 42.046845, -86.415627 42.045707, -86.415633 42.044731, -86.415668 42.043719, -86.41566999999999 42.042646, -86.41567499999999 42.038978, -86.415684 42.036489, -86.415691 42.035642, -86.41569199999999 42.035495, -86.415706 42.033758, -86.41569699999999 42.03275, -86.415705 42.02941, -86.415719 42.029339, -86.41574299999999 42.029286, -86.415786 42.029243, -86.415843 42.029216, -86.41591 42.029199, -86.415994 42.02919, -86.418021 42.02919199999999, -86.41969 42.029194, -86.420526 42.029196, -86.42358 42.029196, -86.42551999999999 42.029197, -86.42277199999999 42.025603, -86.41990899999999 42.021907, -86.41566499999999 42.016422, -86.41427399999999 42.014649, -86.41525299999999 42.01465, -86.420227 42.014654, -86.42546 42.014654, -86.430262 42.014666, -86.435169 42.014668, -86.435169 42.020352, -86.43515099999999 42.021339, -86.435176 42.022952, -86.43519099999999 42.029185, -86.435197 42.031465, -86.43519099999999 42.032466, -86.435175 42.035698, -86.43516799999999 42.038826, -86.435152 42.040799, -86.43518899999999 42.042109, -86.435232 42.042299, -86.43526799999999 42.042494, -86.435287 42.042698, -86.43529099999999 42.043687, -86.43529199999999 42.049292, -86.435317 42.04994, -86.435405 42.05059, -86.43550599999999 42.051146, -86.435575 42.051395, -86.43563999999999 42.051665, -86.435744 42.052007, -86.435929 42.052539, -86.43607899999999 42.052875, -86.436285 42.0533, -86.43648499999999 42.053674, -86.436987 42.054607, -86.43753599999999 42.055763, -86.438233 42.057415, -86.43834 42.057606, -86.43858 42.058115))",0.0,0.0
135,"(-86.45101090552129, 42.03286792028904)","POLYGON ((-86.465622 42.014533, -86.46561299999999 42.029079, -86.46560699999999 42.039961, -86.46560699999999 42.040045, -86.465605 42.043534, -86.465604 42.044435, -86.46560099999999 42.050801, -86.46493 42.050814, -86.46172299999999 42.050809, -86.455822 42.050866, -86.45581399999999 42.054499, -86.45580000000001 42.05552, -86.455833 42.056795, -86.45582899999999 42.056917, -86.45581399999999 42.058511, -86.455839 42.059019, -86.454792 42.059335, -86.453766 42.059681, -86.452663 42.060103, -86.45233399999999 42.060253, -86.451044 42.060864, -86.45000499999999 42.061375, -86.44957099999999 42.061523, -86.449043 42.061772, -86.448894 42.061619, -86.44767 42.060967, -86.44536099999999 42.060203, -86.444802 42.060024, -86.444199 42.05984, -86.44278199999999 42.059396, -86.442104 42.059195, -86.44119099999999 42.058875, -86.43988999999999 42.058442, -86.43936599999999 42.058281, -86.438638 42.05812, -86.43858 42.058115, -86.43834 42.057606, -86.438233 42.057415, -86.43753599999999 42.055763, -86.436987 42.054607, -86.43648499999999 42.053674, -86.436285 42.0533, -86.43607899999999 42.052875, -86.435929 42.052539, -86.435744 42.052007, -86.43563999999999 42.051665, -86.435575 42.051395, -86.43550599999999 42.051146, -86.435405 42.05059, -86.435317 42.04994, -86.43529199999999 42.049292, -86.43529099999999 42.043687, -86.435287 42.042698, -86.43526799999999 42.042494, -86.435232 42.042299, -86.43518899999999 42.042109, -86.435152 42.040799, -86.43516799999999 42.038826, -86.435175 42.035698, -86.43519099999999 42.032466, -86.435197 42.031465, -86.43519099999999 42.029185, -86.435176 42.022952, -86.43515099999999 42.021339, -86.435169 42.020352, -86.435169 42.014668, -86.436256 42.014664, -86.437344 42.014661, -86.444852 42.01464, -86.449702 42.014639, -86.450988 42.014625, -86.454087 42.014624, -86.455849 42.014576, -86.45585 42.008313, -86.45584599999999 42.007278, -86.45587999999999 42.000065, -86.45603 42.000056, -86.460684 42.000052, -86.46079899999999 42.000052, -86.46096199999999 42.000052, -86.46367599999999 42.000052, -86.465631 42.000062, -86.465622 42.014533))",264.0,346.0
