-7.000020000000091613e+01,-5.237047164409705147e+01
-7.000020000000091613e+01,3.411731143493656873e+03
-7.000020000000091613e+01,6.875832758631410798e+03
-7.000020000000091613e+01,1.033993437376916518e+04
-7.000020000000091613e+01,1.380403598890691865e+04
-7.000020000000091613e+01,1.726813760404467030e+04
1.929999803999999358e+03,-5.237047164409705147e+01
1.929999803999999358e+03,3.411731143493656873e+03
1.929999803999999358e+03,6.875832758631410798e+03
1.929999803999999358e+03,1.033993437376916518e+04
1.929999803999999358e+03,1.380403598890691865e+04
1.929999803999999358e+03,1.726813760404467030e+04
3.929999807999999575e+03,-5.237047164409705147e+01
3.929999807999999575e+03,3.411731143493656873e+03
3.929999807999999575e+03,6.875832758631410798e+03
3.929999807999999575e+03,1.033993437376916518e+04
3.929999807999999575e+03,1.380403598890691865e+04
3.929999807999999575e+03,1.726813760404467030e+04
5.929999811999999110e+03,-5.237047164409705147e+01
5.929999811999999110e+03,3.411731143493656873e+03
5.929999811999999110e+03,6.875832758631410798e+03
5.929999811999999110e+03,1.033993437376916518e+04
5.929999811999999110e+03,1.380403598890691865e+04
5.929999811999999110e+03,1.726813760404467030e+04
7.929999815999999555e+03,-5.237047164409705147e+01
7.929999815999999555e+03,3.411731143493656873e+03
7.929999815999999555e+03,6.875832758631410798e+03
7.929999815999999555e+03,1.033993437376916518e+04
7.929999815999999555e+03,1.380403598890691865e+04
7.929999815999999555e+03,1.726813760404467030e+04
9.929999820000000909e+03,-5.237047164409705147e+01
9.929999820000000909e+03,3.411731143493656873e+03
9.929999820000000909e+03,6.875832758631410798e+03
9.929999820000000909e+03,1.033993437376916518e+04
9.929999820000000909e+03,1.380403598890691865e+04
9.929999820000000909e+03,1.726813760404467030e+04
1.192999982400000044e+04,-5.237047164409705147e+01
1.192999982400000044e+04,3.411731143493656873e+03
1.192999982400000044e+04,6.875832758631410798e+03
1.192999982400000044e+04,1.033993437376916518e+04
1.192999982400000044e+04,1.380403598890691865e+04
1.192999982400000044e+04,1.726813760404467030e+04
1.392999982800000180e+04,-5.237047164409705147e+01
1.392999982800000180e+04,3.411731143493656873e+03
1.392999982800000180e+04,6.875832758631410798e+03
1.392999982800000180e+04,1.033993437376916518e+04
1.392999982800000180e+04,1.380403598890691865e+04
1.392999982800000180e+04,1.726813760404467030e+04
1.592999983200000133e+04,-5.237047164409705147e+01
1.592999983200000133e+04,3.411731143493656873e+03
1.592999983200000133e+04,6.875832758631410798e+03
1.592999983200000133e+04,1.033993437376916518e+04
1.592999983200000133e+04,1.380403598890691865e+04
1.592999983200000133e+04,1.726813760404467030e+04
1.792999983599999905e+04,-5.237047164409705147e+01
1.792999983599999905e+04,3.411731143493656873e+03
1.792999983599999905e+04,6.875832758631410798e+03
1.792999983599999905e+04,1.033993437376916518e+04
1.792999983599999905e+04,1.380403598890691865e+04
1.792999983599999905e+04,1.726813760404467030e+04
1.992999984000000040e+04,-5.237047164409705147e+01
1.992999984000000040e+04,3.411731143493656873e+03
1.992999984000000040e+04,6.875832758631410798e+03
1.992999984000000040e+04,1.033993437376916518e+04
1.992999984000000040e+04,1.380403598890691865e+04
1.992999984000000040e+04,1.726813760404467030e+04
9.299998019999991357e+02,1.679680335924779911e+03
9.299998019999991357e+02,5.143781951062534063e+03
9.299998019999991357e+02,8.607883566200287532e+03
9.299998019999991357e+02,1.207198518133804100e+04
9.299998019999991357e+02,1.553608679647579629e+04
2.929999805999999353e+03,1.679680335924779911e+03
2.929999805999999353e+03,5.143781951062534063e+03
2.929999805999999353e+03,8.607883566200287532e+03
2.929999805999999353e+03,1.207198518133804100e+04
2.929999805999999353e+03,1.553608679647579629e+04
4.929999809999999343e+03,1.679680335924779911e+03
4.929999809999999343e+03,5.143781951062534063e+03
4.929999809999999343e+03,8.607883566200287532e+03
4.929999809999999343e+03,1.207198518133804100e+04
4.929999809999999343e+03,1.553608679647579629e+04
6.929999813999999787e+03,1.679680335924779911e+03
6.929999813999999787e+03,5.143781951062534063e+03
6.929999813999999787e+03,8.607883566200287532e+03
6.929999813999999787e+03,1.207198518133804100e+04
6.929999813999999787e+03,1.553608679647579629e+04
8.929999818000000232e+03,1.679680335924779911e+03
8.929999818000000232e+03,5.143781951062534063e+03
8.929999818000000232e+03,8.607883566200287532e+03
8.929999818000000232e+03,1.207198518133804100e+04
8.929999818000000232e+03,1.553608679647579629e+04
1.092999982200000159e+04,1.679680335924779911e+03
1.092999982200000159e+04,5.143781951062534063e+03
1.092999982200000159e+04,8.607883566200287532e+03
1.092999982200000159e+04,1.207198518133804100e+04
1.092999982200000159e+04,1.553608679647579629e+04
1.292999982600000112e+04,1.679680335924779911e+03
1.292999982600000112e+04,5.143781951062534063e+03
1.292999982600000112e+04,8.607883566200287532e+03
1.292999982600000112e+04,1.207198518133804100e+04
1.292999982600000112e+04,1.553608679647579629e+04
1.492999983000000066e+04,1.679680335924779911e+03
1.492999983000000066e+04,5.143781951062534063e+03
1.492999983000000066e+04,8.607883566200287532e+03
1.492999983000000066e+04,1.207198518133804100e+04
1.492999983000000066e+04,1.553608679647579629e+04
1.692999983399999837e+04,1.679680335924779911e+03
1.692999983399999837e+04,5.143781951062534063e+03
1.692999983399999837e+04,8.607883566200287532e+03
1.692999983399999837e+04,1.207198518133804100e+04
1.692999983399999837e+04,1.553608679647579629e+04
