group,geometry,GEOID,zone_id,centroid
0,"POLYGON ((-86.41751499999999 42.126261, -86.417481 42.12504999999999, -86.417475 42.124181, -86.41748199999999 42.123014, -86.41748199999999 42.120552, -86.41748199999999 42.119257, -86.417481 42.11916, -86.417479 42.119064, -86.420779 42.119056, -86.421418 42.119028, -86.421729 42.118993, -86.421992 42.118954, -86.42228999999999 42.118896, -86.422872 42.118751, -86.42318499999999 42.118665, -86.42344199999999 42.118588, -86.423785 42.118446, -86.42420899999999 42.118264, -86.424667 42.118104, -86.424961 42.11801, -86.42531099999999 42.117923, -86.425843 42.117807, -86.426079 42.117767, -86.42631899999999 42.117746, -86.42659399999999 42.117733, -86.42713599999999 42.117747, -86.429182 42.117743, -86.42974 42.117736, -86.43097499999999 42.117767, -86.43215499999999 42.117772, -86.433347 42.117772, -86.43435699999999 42.117794, -86.43456999999999 42.117786, -86.43571799999999 42.117792, -86.43696 42.117794, -86.438147 42.117814, -86.439313 42.117808, -86.440511 42.117809, -86.441643 42.117821, -86.44283999999999 42.117829, -86.444023 42.117831, -86.446164 42.117832, -86.44695399999999 42.117842, -86.447244 42.117838, -86.447458 42.117812, -86.44874899999999 42.117532, -86.449348 42.11739499999999, -86.44946399999999 42.117503, -86.449924 42.118157, -86.45010000000001 42.11842, -86.45009 42.118543, -86.450014 42.11863899999999, -86.449815 42.118791, -86.44970000000001 42.118924, -86.44971 42.119019, -86.449738 42.119105, -86.45012799999999 42.120065, -86.45037599999999 42.120294, -86.450671 42.120351, -86.45101299999999 42.120303, -86.451441 42.120208, -86.45186 42.120113, -86.452117 42.119989, -86.45257199999999 42.119941, -86.45296499999999 42.119989, -86.45312799999999 42.120052, -86.45295 42.120228, -86.450695 42.12196, -86.449708 42.12277599999999, -86.449528 42.122918, -86.449326 42.123104, -86.44914 42.123263, -86.448623 42.123793, -86.44840499999999 42.124045, -86.448284 42.124172, -86.448233 42.124226, -86.44806899999999 42.124434, -86.448094 42.12455, -86.448123 42.124801, -86.44817599999999 42.125082, -86.44793 42.125143, -86.447811 42.125148, -86.447749 42.125151, -86.44767299999999 42.12515399999999, -86.44765799999999 42.12521, -86.447644 42.125267, -86.447614 42.125388, -86.447569 42.125507, -86.44732599999999 42.125964, -86.447046 42.126475, -86.446398 42.127454, -86.443195 42.131547, -86.442217 42.132863, -86.441785 42.133477, -86.44139 42.133977, -86.43970999999999 42.136102, -86.438447 42.137782, -86.43827899999999 42.138006, -86.438068 42.138105, -86.437985 42.138211, -86.437175 42.139375, -86.438575 42.139917, -86.43952899999999 42.140283, -86.43942199999999 42.14044, -86.439083 42.140935, -86.43872399999999 42.141476, -86.43756999999999 42.143135, -86.43725999999999 42.143627, -86.43718799999999 42.143814, -86.43714899999999 42.143985, -86.437134 42.144225, -86.437133 42.144492, -86.43713199999999 42.144582, -86.437145 42.145059, -86.437197 42.1485, -86.43719299999999 42.152353, -86.43885299999999 42.152368, -86.43973 42.152381, -86.442617 42.152413, -86.443449 42.152438, -86.442477 42.153883, -86.44203399999999 42.154538, -86.44162999999999 42.155133, -86.441548 42.155255, -86.44116 42.155835, -86.440699 42.156526, -86.440488 42.156774, -86.44035099999999 42.156956, -86.44021699999999 42.157106, -86.43984399999999 42.1575, -86.437603 42.1575, -86.437195 42.1575, -86.42778899999999 42.157497, -86.427081 42.1575, -86.41840499999999 42.157481, -86.41786399999999 42.157487, -86.41766299999999 42.15748, -86.414541 42.157472, -86.412966 42.157458, -86.41086399999999 42.157456, -86.407629 42.157462, -86.40308999999999 42.157443, -86.39824399999999 42.157429, -86.398189 42.157435, -86.398089 42.157446, -86.397989 42.157484, -86.39017199999999 42.157398, -86.390158 42.157398, -86.389681 42.157394, -86.389404 42.157394, -86.38908699999999 42.157394, -86.38665399999999 42.157388, -86.38422 42.157383, -86.37983 42.157381, -86.378663 42.157419, -86.37126499999999 42.157352, -86.370228 42.15737, -86.37004899999999 42.15738, -86.369057 42.157382, -86.36869399999999 42.15738, -86.368533 42.157382, -86.366777 42.157393, -86.360287 42.15736, -86.35968099999999 42.157357, -86.359422 42.157355, -86.35483599999999 42.157354, -86.3506 42.157387, -86.349643 42.15738899999999, -86.348631 42.15737499999999, -86.348201 42.157364, -86.33990799999999 42.157355, -86.339868 42.154789, -86.33985199999999 42.154432, -86.34032999999999 42.154082, -86.34075399999999 42.15378, -86.344893 42.150794, -86.347246 42.14911, -86.34777099999999 42.148727, -86.348613 42.148134, -86.349548 42.147457, -86.349632 42.147404, -86.350106 42.147042, -86.352744 42.145141, -86.35354599999999 42.144608, -86.354089 42.144247, -86.355476 42.143306, -86.357035 42.142299, -86.358254 42.141502, -86.359354 42.140793, -86.36057599999999 42.139985, -86.361125 42.139602, -86.36177099999999 42.139124, -86.36270999999999 42.138414, -86.362933 42.13839, -86.363226 42.138416, -86.364418 42.137514, -86.36523199999999 42.136893, -86.366992 42.135539, -86.36747199999999 42.135169, -86.36800699999999 42.134803, -86.36813699999999 42.134712, -86.368329 42.134567, -86.369254 42.133895, -86.36957199999999 42.133663, -86.37010599999999 42.133301, -86.373121 42.131299, -86.374999 42.130093, -86.377089 42.128685, -86.37862699999999 42.127649, -86.37921 42.127301, -86.38030499999999 42.127578, -86.380585 42.12754, -86.38127799999999 42.12721, -86.38140299999999 42.127265, -86.38140299999999 42.127325, -86.381462 42.127452, -86.38176399999999 42.127424, -86.38195499999999 42.127303, -86.382103 42.127248, -86.38223599999999 42.127111, -86.38235299999999 42.127056, -86.38264099999999 42.127072, -86.38283899999999 42.127188, -86.382891 42.127496, -86.383111 42.127551, -86.383229 42.127524, -86.38333999999999 42.127331, -86.383568 42.127221, -86.383444 42.126941, -86.38351 42.126776, -86.38362099999999 42.126754, -86.38383399999999 42.127183, -86.383988 42.127403, -86.38429699999999 42.127738, -86.38439199999999 42.127942, -86.384326 42.128112, -86.384061 42.128255, -86.383898 42.12838199999999, -86.38394199999999 42.128547, -86.384119 42.128547, -86.38432499999999 42.128514, -86.38443599999999 42.128547, -86.38472299999999 42.128855, -86.38489899999999 42.128927, -86.385025 42.128855, -86.38543 42.128806, -86.38541499999999 42.128542, -86.38548899999999 42.12841, -86.385644 42.128349, -86.38582099999999 42.128228, -86.386712 42.128206, -86.387029 42.128234, -86.38736 42.128234, -86.38787599999999 42.128361, -86.38833199999999 42.128388, -86.388509 42.128504, -86.388678 42.128894, -86.38883199999999 42.128988, -86.38919299999999 42.129059, -86.38955399999999 42.129307, -86.38979599999999 42.12956, -86.389884 42.130028, -86.38986899999999 42.130358, -86.38991299999999 42.130561, -86.39008299999999 42.1306, -86.39029599999999 42.130567, -86.39050999999999 42.130605, -86.39062699999999 42.130666, -86.39070099999999 42.130831, -86.390576 42.131023, -86.39070099999999 42.131155, -86.390936 42.131172, -86.39117899999999 42.131298, -86.39129 42.131414, -86.391525 42.131491, -86.39165 42.131573, -86.392107 42.13159, -86.39245299999999 42.131662, -86.39263 42.131645, -86.39276199999999 42.131695, -86.39285799999999 42.13183799999999, -86.39299 42.131882, -86.393226 42.131865, -86.39335899999999 42.131832, -86.39345399999999 42.131871, -86.393742 42.131876, -86.393992 42.131931, -86.394228 42.132058, -86.39439 42.132206, -86.39469799999999 42.132679, -86.395066 42.133026, -86.395758 42.133527, -86.39581 42.13364199999999, -86.396097 42.133934, -86.396192 42.134121, -86.39631 42.134445, -86.396817 42.135116, -86.397251 42.135496, -86.3974 42.135585, -86.397609 42.13571899999999, -86.398112 42.13480999999999, -86.39819799999999 42.134675, -86.398332 42.134507, -86.398505 42.134328, -86.398746 42.13413, -86.3991 42.13391499999999, -86.39937999999999 42.133792, -86.39968999999999 42.133617, -86.400198 42.133375, -86.40102999999999 42.133033, -86.40231799999999 42.132565, -86.402952 42.132319, -86.40351 42.132133, -86.40362999999999 42.132096, -86.40374899999999 42.132058, -86.40492599999999 42.131667, -86.40584899999999 42.131364, -86.40679399999999 42.131038, -86.407832 42.130686, -86.408118 42.130599, -86.40849899999999 42.130507, -86.408795 42.13044499999999, -86.40896699999999 42.130426, -86.409177 42.130408, -86.410231 42.130405, -86.411721 42.13036, -86.412032 42.13032399999999, -86.412234 42.130288, -86.412386 42.130244, -86.412486 42.130206, -86.41265399999999 42.130117, -86.412857 42.129987, -86.41305 42.129834, -86.413611 42.129396, -86.414492 42.128523, -86.414632 42.12841299999999, -86.41531599999999 42.127813, -86.41637999999999 42.126879, -86.416528 42.126736, -86.41672799999999 42.126632, -86.417345 42.126337, -86.41751499999999 42.126261))",260210003002,0,"(-86.43411816317575, 42.12651863588999)"
1,"POLYGON ((-86.45593199999999 42.087069, -86.451252 42.087069, -86.449461 42.087073, -86.44883299999999 42.087077, -86.44642499999999 42.087068, -86.44561299999999 42.087086, -86.441525 42.087073, -86.439179 42.087081, -86.437893 42.087088, -86.436459 42.087076, -86.43659599999999 42.085982, -86.43660799999999 42.085807, -86.43661299999999 42.085535, -86.43661899999999 42.083208, -86.43661499999999 42.082815, -86.436606 42.081969, -86.43657999999999 42.0799, -86.436577 42.07970299999999, -86.43655699999999 42.076746, -86.436531 42.074302, -86.436487 42.072587, -86.436493 42.07036799999999, -86.436482 42.069938, -86.43647199999999 42.069507, -86.43647 42.069336, -86.43647 42.068479, -86.43646799999999 42.068186, -86.43692299999999 42.067956, -86.439346 42.066729, -86.44817399999999 42.06222, -86.449043 42.061772, -86.449219 42.061963, -86.452012 42.065131, -86.452749 42.066968, -86.453582 42.06931, -86.454382 42.070995, -86.45445699999999 42.071255, -86.454753 42.071575, -86.455427 42.072216, -86.455556 42.072263, -86.455922 42.072598, -86.45589699999999 42.073263, -86.45589699999999 42.073776, -86.45589699999999 42.074316, -86.45589099999999 42.077041, -86.455866 42.077113, -86.45585199999999 42.077225, -86.455843 42.07747, -86.455848 42.078177, -86.45585899999999 42.078846, -86.45586299999999 42.079826, -86.455877 42.080724, -86.45588099999999 42.082138, -86.45589099999999 42.082996, -86.45588699999999 42.083564, -86.455889 42.08393299999999, -86.455894 42.08458299999999, -86.455907 42.08499, -86.45593199999999 42.087069))",260210020003,1,"(-86.44609798514101, 42.07618329605534)"
2,"POLYGON ((-86.52490499999999 42.02262, -86.523837 42.023332, -86.52128599999999 42.025041, -86.52026599999999 42.025717, -86.519291 42.026427, -86.51799199999999 42.027508, -86.517584 42.027856, -86.51731699999999 42.028051, -86.51705799999999 42.028198, -86.516769 42.028345, -86.516481 42.028459, -86.515761 42.028674, -86.515557 42.028726, -86.515344 42.028792, -86.51517 42.028867, -86.51498199999999 42.02897, -86.514838 42.029061, -86.51476799999999 42.029109, -86.51456999999999 42.02934, -86.51456 42.029351, -86.514371 42.029571, -86.51435599999999 42.029639, -86.51429 42.02993499999999, -86.514279 42.03008699999999, -86.51427799999999 42.030391, -86.51427099999999 42.030538, -86.514263 42.030745, -86.514247 42.031065, -86.514246 42.0324, -86.514234 42.033229, -86.51424399999999 42.033462, -86.51423799999999 42.033776, -86.514236 42.033909, -86.514228 42.034668, -86.514211 42.036229, -86.5142 42.03978, -86.514155 42.043419, -86.51415999999999 42.044515, -86.51416499999999 42.045292, -86.514184 42.046519, -86.51418699999999 42.04719499999999, -86.514183 42.049221, -86.514189 42.050685, -86.512851 42.050638, -86.509248 42.050664, -86.50705099999999 42.050658, -86.50546199999999 42.050659, -86.502831 42.050659, -86.50236599999999 42.050664, -86.50031899999999 42.05064, -86.50023 42.050639, -86.500028 42.05063699999999, -86.49969 42.050655, -86.49910199999999 42.050647, -86.496043 42.050644, -86.494816 42.050631, -86.494461 42.050642, -86.49317599999999 42.050656, -86.49214499999999 42.050653, -86.49054199999999 42.050661, -86.49048599999999 42.050661, -86.490292 42.050659, -86.489847 42.050657, -86.48942599999999 42.050644, -86.488648 42.050683, -86.487352 42.05069, -86.486431 42.05069, -86.48502499999999 42.050709, -86.482035 42.050723, -86.478646 42.050739, -86.477279 42.050746, -86.475281 42.050755, -86.47252899999999 42.050761, -86.469791 42.050796, -86.46857 42.050796, -86.467365 42.050797, -86.466122 42.050805, -86.46560099999999 42.050801, -86.465604 42.044435, -86.465605 42.043534, -86.46560699999999 42.040045, -86.46560699999999 42.039961, -86.46561299999999 42.029079, -86.467939 42.02905699999999, -86.475285 42.029025, -86.480468 42.02898, -86.483524 42.028954, -86.48409599999999 42.02894999999999, -86.485084 42.028945, -86.487403 42.028929, -86.48769799999999 42.028932, -86.48799199999999 42.028936, -86.490095 42.028931, -86.491653 42.028994, -86.49486999999999 42.028901, -86.497041 42.0289, -86.49973 42.02891899999999, -86.50004899999999 42.028929, -86.500632 42.028896, -86.50080699999999 42.028728, -86.50106599999999 42.028415, -86.502106 42.027704, -86.50365599999999 42.026538, -86.504357 42.02591899999999, -86.50456 42.025758, -86.504554 42.024524, -86.504554 42.024465, -86.504555 42.024226, -86.504559 42.022925, -86.50457899999999 42.020418, -86.50457899999999 42.018482, -86.50573899999999 42.018488, -86.50572199999999 42.019218, -86.505737 42.019307, -86.505771 42.019348, -86.50583899999999 42.019381, -86.505898 42.019392, -86.50868199999999 42.019384, -86.50881299999999 42.019384, -86.509064 42.019369, -86.509181 42.01935599999999, -86.509361 42.019305, -86.509632 42.019182, -86.50990399999999 42.019015, -86.51003799999999 42.018926, -86.510887 42.018348, -86.51109 42.018222, -86.511263 42.018106, -86.51145 42.018047, -86.511662 42.017993, -86.511777 42.01797, -86.51190099999999 42.017961, -86.51209899999999 42.017964, -86.512243 42.017951, -86.512344 42.017935, -86.512474 42.017902, -86.51262299999999 42.017864, -86.51296699999999 42.017764, -86.513172 42.017692, -86.513378 42.017581, -86.51363499999999 42.017446, -86.513983 42.017132, -86.51405799999999 42.017044, -86.514107 42.016962, -86.514236 42.018538, -86.514285 42.019139, -86.514259 42.021664, -86.515682 42.021652, -86.51606199999999 42.02164399999999, -86.52382399999999 42.021605, -86.526397 42.021588, -86.52490499999999 42.02262))",260210017001,2,"(-86.4753321261387, 42.039882660312486)"
3,"POLYGON ((-86.41746999999999 42.115958, -86.41631 42.115967, -86.415159 42.115966, -86.413803 42.115974, -86.41026699999999 42.115992, -86.407726 42.115984, -86.402844 42.115956, -86.399399 42.115961, -86.39796199999999 42.115944, -86.39349 42.115961, -86.396281 42.111546, -86.398044 42.10873, -86.40155799999999 42.103132, -86.40244 42.10171099999999, -86.402582 42.101467, -86.40434999999999 42.101448, -86.40774999999999 42.10145, -86.40785799999999 42.10145, -86.40835 42.101451, -86.40967999999999 42.10145, -86.417339 42.101461, -86.417372 42.104456, -86.41738699999999 42.105773, -86.41739099999999 42.106094, -86.417394 42.106416, -86.417405 42.107526, -86.417419 42.108724, -86.41741999999999 42.109781, -86.41742499999999 42.110936, -86.41743699999999 42.112075, -86.41744899999999 42.113256, -86.41746999999999 42.115958))",260210022003,3,"(-86.40755794486125, 42.109287905235526)"
4,"POLYGON ((-86.436678 42.094296, -86.43653499999999 42.091274, -86.43641 42.089046, -86.43641 42.08891999999999, -86.436409 42.088795, -86.43640599999999 42.087889, -86.436459 42.087076, -86.437893 42.087088, -86.439179 42.087081, -86.441525 42.087073, -86.44561299999999 42.087086, -86.44642499999999 42.087068, -86.44883299999999 42.087077, -86.449461 42.087073, -86.451252 42.087069, -86.45593199999999 42.087069, -86.455941 42.087917, -86.45594299999999 42.087999, -86.455933 42.089108, -86.455939 42.08935, -86.455935 42.09041, -86.455935 42.09048, -86.45596499999999 42.091657, -86.455969 42.091751, -86.455969 42.092987, -86.45598799999999 42.093615, -86.45597599999999 42.094407, -86.455967 42.095185, -86.455989 42.095932, -86.455991 42.096179, -86.455991 42.096252, -86.45599299999999 42.096487, -86.45599299999999 42.09676, -86.456013 42.098015, -86.45604999999999 42.098916, -86.45603799999999 42.099837, -86.456023 42.100752, -86.456053 42.101659, -86.454865 42.101658, -86.453671 42.101647, -86.452501 42.101648, -86.451381 42.101636, -86.450155 42.101636, -86.448927 42.101633, -86.44771399999999 42.101624, -86.446495 42.101621, -86.44529 42.101608, -86.44407699999999 42.101611, -86.442847 42.10160399999999, -86.44163399999999 42.1016, -86.44055499999999 42.101599, -86.438795 42.101569, -86.43838099999999 42.101568, -86.437276 42.101588, -86.43682699999999 42.101594, -86.43673299999999 42.100654, -86.43672699999999 42.10038, -86.436722 42.099947, -86.436717 42.099494, -86.436712 42.098909, -86.43670499999999 42.097957, -86.43669199999999 42.096158, -86.43668199999999 42.094751, -86.436678 42.094296))",260210020002,4,"(-86.4511973894656, 42.090725641228275)"
6,"POLYGON ((-86.48545299999999 42.082311, -86.48544299999999 42.083504, -86.485421 42.084445, -86.485404 42.08538799999999, -86.48539599999999 42.085513, -86.48539699999999 42.086251, -86.485384 42.087171, -86.48536 42.088072, -86.48535799999999 42.088989, -86.485338 42.089236, -86.485321 42.089353, -86.485275 42.089553, -86.485214 42.089852, -86.484972 42.090809, -86.484927 42.09103899999999, -86.48487799999999 42.091337, -86.484876 42.091553, -86.484893 42.091714, -86.48511999999999 42.09287, -86.485286 42.093469, -86.485338 42.093675, -86.48559899999999 42.093574, -86.48584099999999 42.093499, -86.486113 42.093417, -86.486375 42.09308499999999, -86.486744 42.092364, -86.486836 42.092107, -86.48700099999999 42.091834, -86.48699499999999 42.091724, -86.486983 42.09151, -86.48682599999999 42.091093, -86.486814 42.090857, -86.486943 42.090545, -86.48715299999999 42.09024, -86.48740000000001 42.089803, -86.48751399999999 42.08960099999999, -86.487826 42.08937299999999, -86.487909 42.089272, -86.488559 42.089126, -86.48894199999999 42.089063, -86.489216 42.088939, -86.48940399999999 42.088672, -86.489497 42.088305, -86.48954499999999 42.087944, -86.489682 42.087616, -86.48992699999999 42.087437, -86.490016 42.087397, -86.490297 42.087275, -86.49038899999999 42.087263, -86.490388 42.087867, -86.490388 42.088685, -86.49036199999999 42.09019, -86.490363 42.090551, -86.49037 42.091231, -86.490382 42.091926, -86.49036 42.092603, -86.491782 42.092605, -86.492779 42.092602, -86.493347 42.092602, -86.49521399999999 42.092605, -86.495097 42.093054, -86.49502699999999 42.093244, -86.49491399999999 42.093449, -86.49482499999999 42.093574, -86.49433399999999 42.094334, -86.494055 42.09473, -86.493771 42.095155, -86.49338499999999 42.09569, -86.493043 42.096145, -86.492637 42.096625, -86.49202199999999 42.097353, -86.491406 42.098037, -86.490816 42.09858699999999, -86.49029899999999 42.099111, -86.49010799999999 42.09929899999999, -86.48942599999999 42.099978, -86.48896999999999 42.100385, -86.48857699999999 42.100623, -86.48829099999999 42.100773, -86.487859 42.101002, -86.487579 42.101149, -86.487292 42.101311, -86.48718699999999 42.101375, -86.48691199999999 42.101574, -86.48688899999999 42.101593, -86.48676499999999 42.10169399999999, -86.48666299999999 42.101778, -86.48653899999999 42.101881, -86.48642599999999 42.10199, -86.486178 42.10226, -86.485767 42.102753, -86.48539 42.10321099999999, -86.48515399999999 42.103505, -86.484534 42.104298, -86.483886 42.105057, -86.483255 42.105837, -86.482609 42.106613, -86.48199199999999 42.107371, -86.48131699999999 42.108202, -86.480654 42.109009, -86.47998799999999 42.109772, -86.479348 42.110553, -86.478791 42.11125699999999, -86.478679 42.111393, -86.478403 42.111753, -86.478286 42.111897, -86.47644199999999 42.111581, -86.47474799999999 42.109521, -86.47445599999999 42.109698, -86.474305 42.10979, -86.472995 42.110558, -86.471863 42.111276, -86.47104 42.111782, -86.47093799999999 42.111708, -86.47034699999999 42.111373, -86.46898 42.11060000000001, -86.467809 42.109706, -86.46692499999999 42.108927, -86.466382 42.107914, -86.466301 42.105687, -86.46659799999999 42.10425499999999, -86.46698599999999 42.103226, -86.46784599999999 42.101653, -86.46870299999999 42.100282, -86.47012199999999 42.098016, -86.473359 42.09196499999999, -86.475008 42.088693, -86.476445 42.08616, -86.47655499999999 42.085586, -86.476445 42.085252, -86.47546 42.082239, -86.476681 42.082242, -86.477751 42.082261, -86.477858 42.082253, -86.47797 42.082244, -86.47798 42.082013, -86.47793899999999 42.081756, -86.47791099999999 42.081302, -86.47778 42.080696, -86.477769 42.080498, -86.47778699999999 42.080267, -86.477966 42.079695, -86.47802299999999 42.079533, -86.478336 42.078658, -86.478644 42.077941, -86.47879499999999 42.077593, -86.479 42.077193, -86.479136 42.07699, -86.479564 42.076465, -86.479906 42.075536, -86.48025799999999 42.07539, -86.480436 42.07532399999999, -86.480581 42.075219, -86.48124299999999 42.075874, -86.481494 42.076161, -86.48170999999999 42.07647, -86.48190000000001 42.07679, -86.48203099999999 42.07706599999999, -86.482243 42.077606, -86.482321 42.077754, -86.482563 42.078152, -86.482772 42.078446, -86.48303399999999 42.078795, -86.483299 42.07912, -86.483897 42.079904, -86.48445199999999 42.080632, -86.48501 42.081392, -86.485103 42.081512, -86.48528499999999 42.081799, -86.48545999999999 42.082178, -86.48545299999999 42.082311))",260210010001,5,"(-86.47693455945301, 42.095813709387215)"
8,"POLYGON ((-86.43838099999999 42.101568, -86.438795 42.101569, -86.44055499999999 42.101599, -86.44163399999999 42.1016, -86.442847 42.10160399999999, -86.44407699999999 42.101611, -86.44529 42.101608, -86.446495 42.101621, -86.44771399999999 42.101624, -86.448927 42.101633, -86.450155 42.101636, -86.451381 42.101636, -86.452501 42.101648, -86.453671 42.101647, -86.454865 42.101658, -86.456053 42.101659, -86.45605999999999 42.103558, -86.45608299999999 42.10529, -86.45607299999999 42.105895, -86.45607199999999 42.106738, -86.456153 42.107721, -86.456165 42.108334, -86.45616099999999 42.108951, -86.456124 42.110245, -86.45612299999999 42.111233, -86.45612899999999 42.112017, -86.45550399999999 42.11234899999999, -86.45530599999999 42.112467, -86.45510299999999 42.112601, -86.45479399999999 42.112836, -86.454414 42.113219, -86.45412 42.113483, -86.45381399999999 42.113726, -86.45339799999999 42.114052, -86.45330799999999 42.114149, -86.45311 42.11437, -86.452986 42.114533, -86.452916 42.11465099999999, -86.452753 42.114975, -86.45266199999999 42.115321, -86.452641 42.115447, -86.45263199999999 42.115676, -86.45263899999999 42.115814, -86.452378 42.115968, -86.452146 42.116057, -86.45190000000001 42.116131, -86.45163599999999 42.116189, -86.451317 42.116251, -86.45116999999999 42.116265, -86.45080799999999 42.116259, -86.450594 42.116245, -86.45036999999999 42.116222, -86.45022899999999 42.116196, -86.44989 42.116142, -86.449631 42.116108, -86.44946499999999 42.116097, -86.449083 42.116096, -86.448706 42.11610599999999, -86.448511 42.116114, -86.448168 42.11612299999999, -86.44856999999999 42.116654, -86.449348 42.11739499999999, -86.44874899999999 42.117532, -86.447458 42.117812, -86.447244 42.117838, -86.44695399999999 42.117842, -86.446164 42.117832, -86.444023 42.117831, -86.44283999999999 42.117829, -86.441643 42.117821, -86.440511 42.117809, -86.439313 42.117808, -86.438147 42.117814, -86.43696 42.117794, -86.436943 42.116128, -86.43691099999999 42.115324, -86.437039 42.115309, -86.437094 42.115263, -86.43709699999999 42.115194, -86.437102 42.115141, -86.43710399999999 42.11506199999999, -86.43709 42.115, -86.436905 42.114965, -86.436908 42.114515, -86.43690699999999 42.114447, -86.43691 42.113711, -86.436915 42.113406, -86.43691199999999 42.112638, -86.43690699999999 42.112245, -86.436904 42.111742, -86.436909 42.111505, -86.436921 42.110853, -86.436915 42.11065199999999, -86.43691699999999 42.110326, -86.436919 42.110059, -86.43692 42.109882, -86.43691 42.109302, -86.43691799999999 42.108864, -86.43690099999999 42.107989, -86.436887 42.107158, -86.43688299999999 42.107037, -86.436831 42.106858, -86.436815 42.10623, -86.436786 42.106106, -86.43681599999999 42.104833, -86.436835 42.104532, -86.436815 42.102804, -86.43682699999999 42.101594, -86.437276 42.101588, -86.43838099999999 42.101568))",260210005001,6,"(-86.44878843850252, 42.105068294983425)"
9,"POLYGON ((-86.513981 41.942823, -86.504368 41.942781, -86.499448 41.942817, -86.499399 41.942818, -86.49710999999999 41.942826, -86.49481999999999 41.942833, -86.494643 41.942826, -86.493775 41.942837, -86.491204 41.942858, -86.491147 41.942858, -86.48862299999999 41.942864, -86.48826699999999 41.942865, -86.485067 41.942873, -86.48496299999999 41.94287, -86.48492999999999 41.94286899999999, -86.48133 41.942795, -86.475436 41.942814, -86.47533399999999 41.942815, -86.46981599999999 41.94285199999999, -86.459171 41.942894, -86.455844 41.94291399999999, -86.455782 41.935592, -86.45574999999999 41.934507, -86.455719 41.932452, -86.45571099999999 41.929296, -86.455708 41.926838, -86.455704 41.925914, -86.455704 41.924282, -86.455703 41.923398, -86.455703 41.922459, -86.455704 41.922118, -86.45571099999999 41.920413, -86.45571099999999 41.913888, -86.455698 41.908829, -86.455704 41.906641, -86.45568799999999 41.902443, -86.455792 41.902262, -86.45577299999999 41.901995, -86.455789 41.899377, -86.466983 41.899258, -86.47326099999999 41.899493, -86.47520399999999 41.899398, -86.475466 41.899378, -86.47573199999999 41.899368, -86.48913 41.899313, -86.494404 41.8993, -86.49919 41.899278, -86.50326699999999 41.899311, -86.50420799999999 41.899287, -86.513707 41.899308, -86.51383199999999 41.899309, -86.51385499999999 41.902919, -86.51384299999999 41.905546, -86.51383899999999 41.906609, -86.513802 41.91006, -86.513807 41.91368, -86.513801 41.914064, -86.51382799999999 41.917312, -86.513875 41.921016, -86.513926 41.924579, -86.513915 41.928209, -86.513937 41.931864, -86.51395099999999 41.93557, -86.51394599999999 41.937118, -86.513981 41.942823))",260210110003,7,"(-86.48480536761039, 41.92108714582655)"
10,"POLYGON ((-86.417339 42.101461, -86.40967999999999 42.10145, -86.40835 42.101451, -86.40785799999999 42.10145, -86.40774999999999 42.10145, -86.40434999999999 42.101448, -86.402582 42.101467, -86.404624 42.098227, -86.405991 42.096049, -86.40713699999999 42.094205, -86.40742499999999 42.093742, -86.40834199999999 42.09229, -86.40886999999999 42.091442, -86.40939899999999 42.090595, -86.41051 42.09061, -86.411751 42.090623, -86.41256299999999 42.090627, -86.413459 42.090626, -86.41601399999999 42.090591, -86.416172 42.09059, -86.417216 42.090588, -86.41724499999999 42.092114, -86.417293 42.09572199999999, -86.417295 42.096533, -86.41730799999999 42.097271, -86.41731 42.097454, -86.41732499999999 42.099145, -86.417333 42.099922, -86.417339 42.101461))",260210021002,8,"(-86.41147442905968, 42.09658505575124)"
