trip_id,on_id,off_id,od
9177,104,104,"(104, 104)"
9178,4,82,"(4, 82)"
9179,18,78,"(18, 78)"
9180,3,11,"(3, 11)"
9181,71,23,"(71, 23)"
9182,18,107,"(18, 107)"
9183,3,17,"(3, 17)"
9184,6,39,"(6, 39)"
9185,12,159,"(12, 159)"
9186,11,35,"(11, 35)"
9187,89,22,"(89, 22)"
9188,14,17,"(14, 17)"
9189,105,84,"(105, 84)"
9190,82,22,"(82, 22)"
9191,78,4,"(78, 4)"
9192,135,3,"(135, 3)"
9193,15,3,"(15, 3)"
9194,21,78,"(21, 78)"
9195,82,3,"(82, 3)"
9196,77,74,"(77, 74)"
9197,83,23,"(83, 23)"
9198,101,148,"(101, 148)"
9199,159,38,"(159, 38)"
9200,12,32,"(12, 32)"
9201,12,150,"(12, 150)"
9202,4,84,"(4, 84)"
9203,99,159,"(99, 159)"
9204,101,111,"(101, 111)"
9205,15,5,"(15, 5)"
9206,62,161,"(62, 161)"
9207,84,67,"(84, 67)"
9208,83,13,"(83, 13)"
9209,20,22,"(20, 22)"
9210,159,160,"(159, 160)"
9211,135,161,"(135, 161)"
9212,42,67,"(42, 67)"
9213,15,67,"(15, 67)"
9214,42,67,"(42, 67)"
9215,120,67,"(120, 67)"
9216,17,14,"(17, 14)"
9217,80,105,"(80, 105)"
9218,99,67,"(99, 67)"
9219,23,71,"(23, 71)"
9220,71,24,"(71, 24)"
9221,99,35,"(99, 35)"
9222,33,42,"(33, 42)"
9223,102,161,"(102, 161)"
9224,86,148,"(86, 148)"
9225,54,161,"(54, 161)"
9226,105,73,"(105, 73)"
9227,3,4,"(3, 4)"
9228,150,159,"(150, 159)"
9229,83,13,"(83, 13)"
9230,21,27,"(21, 27)"
9231,73,3,"(73, 3)"
9232,3,17,"(3, 17)"
9233,45,148,"(45, 148)"
9234,15,73,"(15, 73)"
9235,77,105,"(77, 105)"
9236,150,159,"(150, 159)"
9237,90,4,"(90, 4)"
9238,33,3,"(33, 3)"
9239,73,150,"(73, 150)"
9240,24,23,"(24, 23)"
9241,150,4,"(150, 4)"
9242,102,39,"(102, 39)"
9243,74,77,"(74, 77)"
9244,104,104,"(104, 104)"
9245,15,33,"(15, 33)"
9246,101,3,"(101, 3)"
9247,101,3,"(101, 3)"
9248,4,135,"(4, 135)"
9249,78,21,"(78, 21)"
9250,150,161,"(150, 161)"
9251,82,17,"(82, 17)"
9252,140,3,"(140, 3)"
9253,16,90,"(16, 90)"
9254,15,100,"(15, 100)"
9255,20,39,"(20, 39)"
9256,14,148,"(14, 148)"
9259,140,78,"(140, 78)"
9260,45,135,"(45, 135)"
9261,45,135,"(45, 135)"
9262,15,135,"(15, 135)"
9263,84,120,"(84, 120)"
9264,4,39,"(4, 39)"
9265,111,38,"(111, 38)"
9266,135,150,"(135, 150)"
9267,33,102,"(33, 102)"
9268,104,104,"(104, 104)"
9269,148,111,"(148, 111)"
9270,140,73,"(140, 73)"
9271,4,3,"(4, 3)"
9272,162,17,"(162, 17)"
9273,6,73,"(6, 73)"
9274,14,24,"(14, 24)"
9275,21,159,"(21, 159)"
9276,111,38,"(111, 38)"
9277,135,104,"(135, 104)"
9278,4,148,"(4, 148)"
9279,104,41,"(104, 41)"
9280,78,18,"(78, 18)"
9281,4,105,"(4, 105)"
9282,4,17,"(4, 17)"
9283,5,82,"(5, 82)"
9284,150,13,"(150, 13)"
9285,67,24,"(67, 24)"
9286,67,93,"(67, 93)"
9287,67,161,"(67, 161)"
9288,45,73,"(45, 73)"
9289,15,73,"(15, 73)"
9290,84,105,"(84, 105)"
9291,12,150,"(12, 150)"
9292,15,13,"(15, 13)"
9293,93,3,"(93, 3)"
9294,93,3,"(93, 3)"
9295,3,4,"(3, 4)"
9296,13,6,"(13, 6)"
9297,24,33,"(24, 33)"
9298,41,18,"(41, 18)"
9299,148,86,"(148, 86)"
9300,3,74,"(3, 74)"
9301,89,3,"(89, 3)"
9302,89,3,"(89, 3)"
9303,78,140,"(78, 140)"
9304,78,140,"(78, 140)"
9305,15,17,"(15, 17)"
9306,90,135,"(90, 135)"
9307,54,73,"(54, 73)"
9308,4,3,"(4, 3)"
9309,42,67,"(42, 67)"
9310,3,82,"(3, 82)"
9311,13,22,"(13, 22)"
9312,102,39,"(102, 39)"
9313,84,4,"(84, 4)"
9314,104,104,"(104, 104)"
9315,35,99,"(35, 99)"
9316,142,32,"(142, 32)"
9317,4,39,"(4, 39)"
9318,73,105,"(73, 105)"
9319,77,93,"(77, 93)"
9320,135,4,"(135, 4)"
9321,84,3,"(84, 3)"
9322,111,22,"(111, 22)"
9323,17,3,"(17, 3)"
9324,93,3,"(93, 3)"
9325,114,3,"(114, 3)"
9326,114,3,"(114, 3)"
9327,114,3,"(114, 3)"
9328,161,42,"(161, 42)"
9329,77,15,"(77, 15)"
9330,104,104,"(104, 104)"
9331,24,99,"(24, 99)"
9332,13,23,"(13, 23)"
9333,74,13,"(74, 13)"
9334,27,73,"(27, 73)"
9335,14,161,"(14, 161)"
9336,161,6,"(161, 6)"
9337,3,140,"(3, 140)"
9338,135,45,"(135, 45)"
9339,135,45,"(135, 45)"
9340,73,45,"(73, 45)"
9341,17,15,"(17, 15)"
9342,73,15,"(73, 15)"
9343,3,4,"(3, 4)"
9344,41,82,"(41, 82)"
9345,15,68,"(15, 68)"
9346,73,142,"(73, 142)"
9347,67,104,"(67, 104)"
9348,73,115,"(73, 115)"
9349,23,161,"(23, 161)"
9350,160,19,"(160, 19)"
9351,150,3,"(150, 3)"
9352,150,3,"(150, 3)"
9353,150,3,"(150, 3)"
9354,150,3,"(150, 3)"
9355,150,3,"(150, 3)"
9356,4,18,"(4, 18)"
9357,140,73,"(140, 73)"
9358,45,135,"(45, 135)"
9359,39,20,"(39, 20)"
9360,82,148,"(82, 148)"
9361,4,27,"(4, 27)"
9362,73,104,"(73, 104)"
9363,77,3,"(77, 3)"
9364,21,148,"(21, 148)"
9365,78,33,"(78, 33)"
9366,67,15,"(67, 15)"
9367,67,108,"(67, 108)"
9368,67,5,"(67, 5)"
9369,67,16,"(67, 16)"
9370,32,12,"(32, 12)"
9371,23,13,"(23, 13)"
9372,23,15,"(23, 15)"
9373,73,92,"(73, 92)"
9374,99,148,"(99, 148)"
9375,82,148,"(82, 148)"
9376,14,73,"(14, 73)"
9377,14,73,"(14, 73)"
9378,150,3,"(150, 3)"
9379,150,3,"(150, 3)"
9380,78,101,"(78, 101)"
9381,27,20,"(27, 20)"
9382,27,20,"(27, 20)"
9383,102,148,"(102, 148)"
9384,111,80,"(111, 80)"
9385,115,74,"(115, 74)"
9386,161,17,"(161, 17)"
9387,73,140,"(73, 140)"
9388,91,150,"(91, 150)"
9389,3,114,"(3, 114)"
9390,3,114,"(3, 114)"
9391,3,93,"(3, 93)"
9392,150,135,"(150, 135)"
9393,13,73,"(13, 73)"
9394,104,73,"(104, 73)"
9395,23,21,"(23, 21)"
9396,23,140,"(23, 140)"
9397,111,4,"(111, 4)"
9398,111,18,"(111, 18)"
9399,75,14,"(75, 14)"
9400,91,110,"(91, 110)"
9401,148,82,"(148, 82)"
9402,3,93,"(3, 93)"
9403,111,12,"(111, 12)"
9404,13,159,"(13, 159)"
9405,150,17,"(150, 17)"
9406,111,73,"(111, 73)"
9407,21,148,"(21, 148)"
9408,15,159,"(15, 159)"
9409,15,73,"(15, 73)"
9410,40,17,"(40, 17)"
9411,159,105,"(159, 105)"
9412,71,86,"(71, 86)"
9413,104,148,"(104, 148)"
9414,111,80,"(111, 80)"
9416,3,150,"(3, 150)"
9417,3,3,"(3, 3)"
9418,3,150,"(3, 150)"
9419,67,104,"(67, 104)"
9420,148,102,"(148, 102)"
9421,107,141,"(107, 141)"
9422,13,6,"(13, 6)"
9423,102,148,"(102, 148)"
9424,135,45,"(135, 45)"
9425,107,82,"(107, 82)"
9426,107,82,"(107, 82)"
9427,33,102,"(33, 102)"
9428,73,13,"(73, 13)"
9429,67,42,"(67, 42)"
9430,3,73,"(3, 73)"
9431,161,118,"(161, 118)"
9432,73,14,"(73, 14)"
9433,3,84,"(3, 84)"
9434,73,54,"(73, 54)"
9435,54,162,"(54, 162)"
9436,71,148,"(71, 148)"
9437,3,18,"(3, 18)"
9438,161,82,"(161, 82)"
9439,82,35,"(82, 35)"
9440,68,15,"(68, 15)"
9441,102,4,"(102, 4)"
9442,14,150,"(14, 150)"
9443,12,73,"(12, 73)"
9444,4,150,"(4, 150)"
9445,82,3,"(82, 3)"
9446,159,21,"(159, 21)"
9447,87,3,"(87, 3)"
9448,3,150,"(3, 150)"
9449,3,150,"(3, 150)"
9450,3,150,"(3, 150)"
9451,3,150,"(3, 150)"
9452,3,150,"(3, 150)"
9453,3,150,"(3, 150)"
9454,3,150,"(3, 150)"
9455,13,67,"(13, 67)"
9456,12,45,"(12, 45)"
9457,74,6,"(74, 6)"
9458,104,104,"(104, 104)"
9459,54,162,"(54, 162)"
9460,142,73,"(142, 73)"
9461,102,73,"(102, 73)"
9462,24,6,"(24, 6)"
9463,73,111,"(73, 111)"
9464,6,3,"(6, 3)"
9465,96,83,"(96, 83)"
9466,100,15,"(100, 15)"
9467,161,15,"(161, 15)"
9468,161,16,"(161, 16)"
9469,3,18,"(3, 18)"
9470,93,101,"(93, 101)"
9471,3,77,"(3, 77)"
9472,23,74,"(23, 74)"
9473,15,17,"(15, 17)"
9474,73,140,"(73, 140)"
9475,150,91,"(150, 91)"
9476,161,116,"(161, 116)"
9477,13,15,"(13, 15)"
9478,3,17,"(3, 17)"
9479,3,17,"(3, 17)"
9480,3,91,"(3, 91)"
9481,73,15,"(73, 15)"
9482,42,159,"(42, 159)"
9483,105,3,"(105, 3)"
9484,159,12,"(159, 12)"
9485,150,12,"(150, 12)"
9486,150,73,"(150, 73)"
9487,150,21,"(150, 21)"
9488,150,15,"(150, 15)"
9489,150,17,"(150, 17)"
9490,150,79,"(150, 79)"
9491,150,19,"(150, 19)"
9492,12,71,"(12, 71)"
9493,39,102,"(39, 102)"
9494,14,150,"(14, 150)"
9495,67,104,"(67, 104)"
9496,3,143,"(3, 143)"
9497,5,84,"(5, 84)"
9498,81,7,"(81, 7)"
9499,78,102,"(78, 102)"
9500,20,159,"(20, 159)"
9501,104,17,"(104, 17)"
9502,104,104,"(104, 104)"
9503,86,12,"(86, 12)"
9504,73,150,"(73, 150)"
9505,12,3,"(12, 3)"
9506,135,33,"(135, 33)"
9507,17,33,"(17, 33)"
9508,78,15,"(78, 15)"
9509,21,3,"(21, 3)"
9510,67,73,"(67, 73)"
9511,67,73,"(67, 73)"
9512,67,99,"(67, 99)"
9513,67,42,"(67, 42)"
9514,67,12,"(67, 12)"
9515,140,148,"(140, 148)"
9516,15,3,"(15, 3)"
9517,150,15,"(150, 15)"
9518,104,104,"(104, 104)"
9519,82,11,"(82, 11)"
9520,3,15,"(3, 15)"
9521,159,42,"(159, 42)"
9522,21,15,"(21, 15)"
9523,4,91,"(4, 91)"
9524,42,21,"(42, 21)"
9525,159,150,"(159, 150)"
9526,39,102,"(39, 102)"
9527,105,3,"(105, 3)"
9528,141,73,"(141, 73)"
9529,5,15,"(5, 15)"
9530,21,82,"(21, 82)"
9531,14,161,"(14, 161)"
9532,159,21,"(159, 21)"
9533,105,22,"(105, 22)"
9534,102,33,"(102, 33)"
9536,148,23,"(148, 23)"
9537,104,21,"(104, 21)"
9538,3,105,"(3, 105)"
9539,148,99,"(148, 99)"
9540,105,80,"(105, 80)"
9541,102,3,"(102, 3)"
9542,11,82,"(11, 82)"
9543,14,93,"(14, 93)"
9544,142,35,"(142, 35)"
9545,67,104,"(67, 104)"
9546,45,161,"(45, 161)"
9547,45,161,"(45, 161)"
9548,17,150,"(17, 150)"
9549,148,27,"(148, 27)"
9550,39,102,"(39, 102)"
9551,104,21,"(104, 21)"
9552,3,21,"(3, 21)"
9553,102,33,"(102, 33)"
9554,148,89,"(148, 89)"
9555,17,150,"(17, 150)"
9556,161,14,"(161, 14)"
9557,3,15,"(3, 15)"
9558,3,15,"(3, 15)"
9559,135,21,"(135, 21)"
9560,3,87,"(3, 87)"
9561,90,150,"(90, 150)"
9562,150,142,"(150, 142)"
9563,104,104,"(104, 104)"
9564,77,91,"(77, 91)"
9565,104,115,"(104, 115)"
9566,159,143,"(159, 143)"
9567,96,87,"(96, 87)"
9568,148,93,"(148, 93)"
9569,77,3,"(77, 3)"
9570,77,3,"(77, 3)"
9571,77,3,"(77, 3)"
9572,159,62,"(159, 62)"
9573,150,18,"(150, 18)"
9574,67,104,"(67, 104)"
9575,104,104,"(104, 104)"
9576,104,104,"(104, 104)"
9577,17,150,"(17, 150)"
9578,104,104,"(104, 104)"
9579,104,104,"(104, 104)"
9580,67,16,"(67, 16)"
9581,82,135,"(82, 135)"
9582,20,120,"(20, 120)"
9583,102,124,"(102, 124)"
9584,15,24,"(15, 24)"
9585,12,4,"(12, 4)"
9586,12,3,"(12, 3)"
9587,17,135,"(17, 135)"
9588,45,135,"(45, 135)"
9589,3,91,"(3, 91)"
9590,150,90,"(150, 90)"
9591,140,161,"(140, 161)"
9592,120,150,"(120, 150)"
9593,102,159,"(102, 159)"
9594,90,135,"(90, 135)"
9595,12,86,"(12, 86)"
9596,15,8,"(15, 8)"
9597,77,3,"(77, 3)"
9598,71,3,"(71, 3)"
9599,104,104,"(104, 104)"
9600,91,32,"(91, 32)"
9601,114,3,"(114, 3)"
9602,91,32,"(91, 32)"
9603,82,90,"(82, 90)"
9604,33,78,"(33, 78)"
9605,45,91,"(45, 91)"
9606,102,124,"(102, 124)"
9607,74,22,"(74, 22)"
9608,35,142,"(35, 142)"
9609,42,135,"(42, 135)"
9610,87,96,"(87, 96)"
9611,17,78,"(17, 78)"
9612,73,123,"(73, 123)"
9613,120,150,"(120, 150)"
9614,4,91,"(4, 91)"
9615,21,22,"(21, 22)"
9616,77,150,"(77, 150)"
9617,118,3,"(118, 3)"
9618,143,3,"(143, 3)"
9619,87,96,"(87, 96)"
9620,159,11,"(159, 11)"
9621,12,67,"(12, 67)"
9622,15,120,"(15, 120)"
9623,45,135,"(45, 135)"
9624,21,118,"(21, 118)"
9625,105,159,"(105, 159)"
9626,74,24,"(74, 24)"
9627,74,3,"(74, 3)"
9628,106,6,"(106, 6)"
9629,3,99,"(3, 99)"
9630,114,3,"(114, 3)"
9631,15,3,"(15, 3)"
9632,21,135,"(21, 135)"
9633,27,90,"(27, 90)"
9634,104,104,"(104, 104)"
9635,20,75,"(20, 75)"
9636,143,159,"(143, 159)"
9637,99,135,"(99, 135)"
9638,15,161,"(15, 161)"
9639,33,137,"(33, 137)"
9640,93,77,"(93, 77)"
9641,16,161,"(16, 161)"
9642,73,67,"(73, 67)"
9643,118,3,"(118, 3)"
9644,99,3,"(99, 3)"
9645,99,3,"(99, 3)"
9646,15,150,"(15, 150)"
9647,17,150,"(17, 150)"
9648,15,150,"(15, 150)"
9649,21,150,"(21, 150)"
9650,79,150,"(79, 150)"
9651,12,150,"(12, 150)"
9652,19,150,"(19, 150)"
9653,33,78,"(33, 78)"
9654,104,104,"(104, 104)"
9655,18,3,"(18, 3)"
9656,93,96,"(93, 96)"
9657,82,148,"(82, 148)"
9658,82,148,"(82, 148)"
9659,71,23,"(71, 23)"
9660,17,32,"(17, 32)"
9661,18,111,"(18, 111)"
9662,83,96,"(83, 96)"
9663,4,111,"(4, 111)"
9664,4,111,"(4, 111)"
9665,74,17,"(74, 17)"
9666,82,159,"(82, 159)"
9667,21,159,"(21, 159)"
9668,73,150,"(73, 150)"
9669,102,23,"(102, 23)"
9670,102,93,"(102, 93)"
9671,105,84,"(105, 84)"
9672,115,16,"(115, 16)"
9673,15,123,"(15, 123)"
9674,20,3,"(20, 3)"
9675,12,137,"(12, 137)"
9676,18,3,"(18, 3)"
9677,11,3,"(11, 3)"
9678,104,104,"(104, 104)"
9679,3,71,"(3, 71)"
9680,111,105,"(111, 105)"
9681,102,159,"(102, 159)"
9682,20,159,"(20, 159)"
9683,12,6,"(12, 6)"
9684,83,80,"(83, 80)"
9685,4,40,"(4, 40)"
9686,86,161,"(86, 161)"
9687,82,3,"(82, 3)"
9688,80,23,"(80, 23)"
9689,82,118,"(82, 118)"
9690,99,159,"(99, 159)"
9691,111,71,"(111, 71)"
9692,105,84,"(105, 84)"
9693,62,123,"(62, 123)"
9694,54,13,"(54, 13)"
9695,6,22,"(6, 22)"
9696,54,17,"(54, 17)"
9697,93,99,"(93, 99)"
9698,35,40,"(35, 40)"
9699,13,159,"(13, 159)"
9700,83,23,"(83, 23)"
9701,71,84,"(71, 84)"
9702,13,24,"(13, 24)"
9703,18,24,"(18, 24)"
9704,18,24,"(18, 24)"
9705,18,24,"(18, 24)"
9706,161,118,"(161, 118)"
9707,82,78,"(82, 78)"
9708,12,150,"(12, 150)"
9709,17,24,"(17, 24)"
9710,148,82,"(148, 82)"
9711,17,24,"(17, 24)"
9712,99,118,"(99, 118)"
9713,150,24,"(150, 24)"
9714,45,3,"(45, 3)"
9715,3,99,"(3, 99)"
9716,3,99,"(3, 99)"
9717,3,99,"(3, 99)"
9718,3,99,"(3, 99)"
9719,78,54,"(78, 54)"
9720,62,161,"(62, 161)"
9721,141,73,"(141, 73)"
9722,14,24,"(14, 24)"
9723,54,67,"(54, 67)"
9724,42,67,"(42, 67)"
9725,12,67,"(12, 67)"
9726,102,162,"(102, 162)"
9727,150,24,"(150, 24)"
9728,102,159,"(102, 159)"
9729,35,23,"(35, 23)"
9730,89,73,"(89, 73)"
9731,12,3,"(12, 3)"
9732,6,39,"(6, 39)"
9733,84,105,"(84, 105)"
9734,45,135,"(45, 135)"
9735,45,148,"(45, 148)"
9736,84,71,"(84, 71)"
9737,84,71,"(84, 71)"
9738,84,71,"(84, 71)"
9739,20,21,"(20, 21)"
9740,3,20,"(3, 20)"
9741,82,45,"(82, 45)"
9742,82,45,"(82, 45)"
9743,82,45,"(82, 45)"
9744,82,45,"(82, 45)"
9745,82,45,"(82, 45)"
9746,82,45,"(82, 45)"
9747,82,45,"(82, 45)"
9748,82,45,"(82, 45)"
9749,148,162,"(148, 162)"
9750,148,162,"(148, 162)"
9751,148,162,"(148, 162)"
9752,148,162,"(148, 162)"
9753,82,45,"(82, 45)"
9754,82,45,"(82, 45)"
9755,82,45,"(82, 45)"
9756,13,32,"(13, 32)"
9757,4,106,"(4, 106)"
9758,78,33,"(78, 33)"
9759,135,3,"(135, 3)"
9760,27,135,"(27, 135)"
9761,90,4,"(90, 4)"
9762,102,17,"(102, 17)"
9763,15,73,"(15, 73)"
9764,105,41,"(105, 41)"
9765,104,104,"(104, 104)"
9766,24,17,"(24, 17)"
9767,18,20,"(18, 20)"
9768,24,17,"(24, 17)"
9769,15,33,"(15, 33)"
9770,73,150,"(73, 150)"
9771,143,148,"(143, 148)"
9772,105,73,"(105, 73)"
9773,13,17,"(13, 17)"
9774,91,3,"(91, 3)"
9775,93,84,"(93, 84)"
9776,73,89,"(73, 89)"
9777,35,16,"(35, 16)"
9778,150,161,"(150, 161)"
9779,142,23,"(142, 23)"
9780,99,13,"(99, 13)"
9781,135,99,"(135, 99)"
9782,82,159,"(82, 159)"
9783,14,3,"(14, 3)"
9784,117,38,"(117, 38)"
9785,150,73,"(150, 73)"
9786,102,73,"(102, 73)"
9787,83,7,"(83, 7)"
9788,105,38,"(105, 38)"
9789,15,100,"(15, 100)"
9790,83,22,"(83, 22)"
9791,82,159,"(82, 159)"
9792,82,159,"(82, 159)"
9793,104,104,"(104, 104)"
9794,3,74,"(3, 74)"
9795,3,77,"(3, 77)"
9796,84,3,"(84, 3)"
9797,45,161,"(45, 161)"
9798,150,159,"(150, 159)"
9799,14,161,"(14, 161)"
9800,17,73,"(17, 73)"
9801,21,96,"(21, 96)"
9802,3,123,"(3, 123)"
9803,15,32,"(15, 32)"
9804,6,90,"(6, 90)"
9805,3,82,"(3, 82)"
9806,161,86,"(161, 86)"
9807,24,24,"(24, 24)"
9808,17,99,"(17, 99)"
9809,148,45,"(148, 45)"
9810,78,12,"(78, 12)"
9811,17,13,"(17, 13)"
9812,71,82,"(71, 82)"
9813,159,102,"(159, 102)"
9814,90,135,"(90, 135)"
9815,13,93,"(13, 93)"
9816,3,13,"(3, 13)"
9817,3,11,"(3, 11)"
9818,12,150,"(12, 150)"
9819,82,159,"(82, 159)"
9820,99,23,"(99, 23)"
9821,12,3,"(12, 3)"
9822,45,104,"(45, 104)"
9823,105,162,"(105, 162)"
9824,32,13,"(32, 13)"
9825,32,13,"(32, 13)"
9826,32,13,"(32, 13)"
9827,32,13,"(32, 13)"
9828,73,15,"(73, 15)"
9829,104,104,"(104, 104)"
9830,135,90,"(135, 90)"
9831,4,17,"(4, 17)"
9832,14,135,"(14, 135)"
9833,41,104,"(41, 104)"
9834,80,78,"(80, 78)"
9835,99,102,"(99, 102)"
9836,17,54,"(17, 54)"
9837,23,80,"(23, 80)"
9838,135,150,"(135, 150)"
9839,14,3,"(14, 3)"
9840,159,41,"(159, 41)"
9842,161,18,"(161, 18)"
9843,99,23,"(99, 23)"
9844,15,42,"(15, 42)"
9845,162,102,"(162, 102)"
9846,18,107,"(18, 107)"
9847,104,104,"(104, 104)"
9848,3,12,"(3, 12)"
9849,13,3,"(13, 3)"
9850,21,45,"(21, 45)"
9851,135,45,"(135, 45)"
9852,118,45,"(118, 45)"
9853,11,3,"(11, 3)"
9854,104,12,"(104, 12)"
9855,13,54,"(13, 54)"
9856,23,71,"(23, 71)"
9857,78,33,"(78, 33)"
9858,22,102,"(22, 102)"
9859,142,110,"(142, 110)"
9860,159,41,"(159, 41)"
9861,19,160,"(19, 160)"
9862,3,82,"(3, 82)"
9863,77,13,"(77, 13)"
9864,23,17,"(23, 17)"
9865,3,6,"(3, 6)"
9866,17,82,"(17, 82)"
9867,17,82,"(17, 82)"
9868,17,82,"(17, 82)"
9869,17,82,"(17, 82)"
9870,17,82,"(17, 82)"
9871,111,3,"(111, 3)"
9872,11,3,"(11, 3)"
9873,4,148,"(4, 148)"
9874,91,3,"(91, 3)"
9875,32,15,"(32, 15)"
9876,23,19,"(23, 19)"
9877,82,14,"(82, 14)"
9878,23,73,"(23, 73)"
9879,6,14,"(6, 14)"
9880,99,24,"(99, 24)"
9881,23,13,"(23, 13)"
9882,24,150,"(24, 150)"
9883,45,82,"(45, 82)"
9884,159,102,"(159, 102)"
9885,45,135,"(45, 135)"
9886,18,45,"(18, 45)"
9887,3,99,"(3, 99)"
9888,111,3,"(111, 3)"
9889,23,21,"(23, 21)"
9890,17,15,"(17, 15)"
9891,24,18,"(24, 18)"
9892,24,18,"(24, 18)"
9893,24,18,"(24, 18)"
9894,22,3,"(22, 3)"
9895,15,135,"(15, 135)"
9896,3,15,"(3, 15)"
9897,15,148,"(15, 148)"
9898,39,143,"(39, 143)"
9899,12,73,"(12, 73)"
9900,87,3,"(87, 3)"
9901,3,140,"(3, 140)"
9902,150,150,"(150, 150)"
9903,150,150,"(150, 150)"
9904,150,150,"(150, 150)"
9905,150,150,"(150, 150)"
9906,150,150,"(150, 150)"
9907,150,150,"(150, 150)"
9908,150,150,"(150, 150)"
9909,150,150,"(150, 150)"
9910,150,150,"(150, 150)"
9911,23,140,"(23, 140)"
9912,150,143,"(150, 143)"
9913,77,3,"(77, 3)"
9914,150,17,"(150, 17)"
9915,111,4,"(111, 4)"
9916,150,150,"(150, 150)"
9917,160,19,"(160, 19)"
9918,79,104,"(79, 104)"
9919,162,148,"(162, 148)"
9920,4,83,"(4, 83)"
9921,13,159,"(13, 159)"
9922,24,150,"(24, 150)"
9923,3,80,"(3, 80)"
9924,3,11,"(3, 11)"
9925,15,159,"(15, 159)"
9926,33,78,"(33, 78)"
9927,23,35,"(23, 35)"
9928,21,32,"(21, 32)"
9929,74,42,"(74, 42)"
9930,74,42,"(74, 42)"
9931,161,102,"(161, 102)"
9932,4,135,"(4, 135)"
9933,67,104,"(67, 104)"
9934,82,3,"(82, 3)"
9935,71,3,"(71, 3)"
9936,15,5,"(15, 5)"
9937,148,78,"(148, 78)"
9938,135,14,"(135, 14)"
9939,21,74,"(21, 74)"
9940,17,4,"(17, 4)"
9941,142,110,"(142, 110)"
9942,90,3,"(90, 3)"
9943,18,24,"(18, 24)"
9944,15,3,"(15, 3)"
9945,90,159,"(90, 159)"
9946,142,82,"(142, 82)"
9947,19,24,"(19, 24)"
9948,3,18,"(3, 18)"
9949,135,45,"(135, 45)"
9950,24,22,"(24, 22)"
9951,110,142,"(110, 142)"
9952,78,73,"(78, 73)"
9953,17,23,"(17, 23)"
9954,71,86,"(71, 86)"
9955,159,82,"(159, 82)"
9956,159,105,"(159, 105)"
9957,13,67,"(13, 67)"
9958,135,45,"(135, 45)"
9959,18,13,"(18, 13)"
9960,159,102,"(159, 102)"
9961,150,150,"(150, 150)"
9962,150,150,"(150, 150)"
9963,150,150,"(150, 150)"
9964,150,150,"(150, 150)"
9965,150,150,"(150, 150)"
9966,150,150,"(150, 150)"
9967,150,150,"(150, 150)"
9968,150,150,"(150, 150)"
9969,150,150,"(150, 150)"
9970,123,73,"(123, 73)"
9971,21,73,"(21, 73)"
9972,17,99,"(17, 99)"
9973,21,73,"(21, 73)"
9974,104,104,"(104, 104)"
9975,110,142,"(110, 142)"
9976,24,150,"(24, 150)"
9977,148,15,"(148, 15)"
9978,15,3,"(15, 3)"
9979,77,3,"(77, 3)"
9980,159,82,"(159, 82)"
9981,159,74,"(159, 74)"
9982,105,35,"(105, 35)"
9983,159,21,"(159, 21)"
9984,96,42,"(96, 42)"
9985,39,16,"(39, 16)"
9986,3,13,"(3, 13)"
9987,12,3,"(12, 3)"
9988,12,3,"(12, 3)"
9989,33,102,"(33, 102)"
9990,96,83,"(96, 83)"
9991,12,90,"(12, 90)"
9992,3,22,"(3, 22)"
9993,100,15,"(100, 15)"
9994,161,15,"(161, 15)"
9995,161,16,"(161, 16)"
9996,19,17,"(19, 17)"
9997,135,27,"(135, 27)"
9998,161,54,"(161, 54)"
9999,17,161,"(17, 161)"
10000,12,21,"(12, 21)"
10001,3,90,"(3, 90)"
10002,3,12,"(3, 12)"
10003,135,4,"(135, 4)"
10004,18,77,"(18, 77)"
10005,124,102,"(124, 102)"
10006,42,74,"(42, 74)"
10007,42,74,"(42, 74)"
10008,15,159,"(15, 159)"
10009,82,3,"(82, 3)"
10010,105,15,"(105, 15)"
10011,3,87,"(3, 87)"
10012,24,99,"(24, 99)"
10013,24,18,"(24, 18)"
10014,14,150,"(14, 150)"
10015,150,15,"(150, 15)"
10016,150,73,"(150, 73)"
10017,150,12,"(150, 12)"
10018,150,79,"(150, 79)"
10019,150,17,"(150, 17)"
10020,150,21,"(150, 21)"
10021,150,19,"(150, 19)"
10022,162,105,"(162, 105)"
10023,20,105,"(20, 105)"
10024,78,82,"(78, 82)"
10025,68,21,"(68, 21)"
10026,73,23,"(73, 23)"
10027,104,104,"(104, 104)"
10028,35,24,"(35, 24)"
10029,15,3,"(15, 3)"
10030,23,39,"(23, 39)"
10031,86,12,"(86, 12)"
10032,102,159,"(102, 159)"
10033,17,99,"(17, 99)"
10034,3,77,"(3, 77)"
10035,161,82,"(161, 82)"
10036,67,42,"(67, 42)"
10037,77,159,"(77, 159)"
10038,77,15,"(77, 15)"
10039,82,21,"(82, 21)"
10040,150,104,"(150, 104)"
10041,67,73,"(67, 73)"
10042,78,150,"(78, 150)"
10043,41,150,"(41, 150)"
10044,21,27,"(21, 27)"
10045,13,39,"(13, 39)"
10046,15,17,"(15, 17)"
10047,150,15,"(150, 15)"
10048,135,45,"(135, 45)"
10049,104,104,"(104, 104)"
10050,78,33,"(78, 33)"
10051,45,15,"(45, 15)"
10052,78,42,"(78, 42)"
10053,161,140,"(161, 140)"
10054,17,159,"(17, 159)"
10055,150,27,"(150, 27)"
