trip_id,on_id,off_id,od
0,15,33,"(15, 33)"
1,17,104,"(17, 104)"
2,12,3,"(12, 3)"
3,12,4,"(12, 4)"
4,45,135,"(45, 135)"
5,120,150,"(120, 150)"
6,140,161,"(140, 161)"
7,20,120,"(20, 120)"
8,15,24,"(15, 24)"
9,12,3,"(12, 3)"
10,15,3,"(15, 3)"
11,6,102,"(6, 102)"
12,90,135,"(90, 135)"
13,104,104,"(104, 104)"
14,82,6,"(82, 6)"
15,114,3,"(114, 3)"
16,93,6,"(93, 6)"
17,54,159,"(54, 159)"
18,91,32,"(91, 32)"
19,33,78,"(33, 78)"
20,82,90,"(82, 90)"
21,45,91,"(45, 91)"
22,102,124,"(102, 124)"
23,74,22,"(74, 22)"
24,21,161,"(21, 161)"
25,42,135,"(42, 135)"
26,73,22,"(73, 22)"
27,77,150,"(77, 150)"
28,87,96,"(87, 96)"
29,17,78,"(17, 78)"
30,4,84,"(4, 84)"
31,74,3,"(74, 3)"
32,82,159,"(82, 159)"
33,4,75,"(4, 75)"
34,21,135,"(21, 135)"
35,120,150,"(120, 150)"
36,3,99,"(3, 99)"
37,87,96,"(87, 96)"
38,54,83,"(54, 83)"
39,78,135,"(78, 135)"
40,99,35,"(99, 35)"
41,21,118,"(21, 118)"
42,16,67,"(16, 67)"
43,12,67,"(12, 67)"
44,143,3,"(143, 3)"
45,105,159,"(105, 159)"
46,12,160,"(12, 160)"
47,12,160,"(12, 160)"
48,12,160,"(12, 160)"
49,15,3,"(15, 3)"
50,6,20,"(6, 20)"
51,35,142,"(35, 142)"
52,104,104,"(104, 104)"
53,105,84,"(105, 84)"
54,27,90,"(27, 90)"
55,41,162,"(41, 162)"
56,15,67,"(15, 67)"
57,6,15,"(6, 15)"
58,13,148,"(13, 148)"
59,42,78,"(42, 78)"
60,14,3,"(14, 3)"
61,4,3,"(4, 3)"
62,15,161,"(15, 161)"
63,35,27,"(35, 27)"
64,82,159,"(82, 159)"
65,73,67,"(73, 67)"
66,20,75,"(20, 75)"
67,12,6,"(12, 6)"
68,16,161,"(16, 161)"
69,84,4,"(84, 4)"
70,18,3,"(18, 3)"
71,18,3,"(18, 3)"
72,19,150,"(19, 150)"
73,15,150,"(15, 150)"
74,73,150,"(73, 150)"
75,12,150,"(12, 150)"
76,17,150,"(17, 150)"
77,79,150,"(79, 150)"
78,15,150,"(15, 150)"
79,21,150,"(21, 150)"
80,93,6,"(93, 6)"
81,104,104,"(104, 104)"
82,4,111,"(4, 111)"
83,23,120,"(23, 120)"
84,12,111,"(12, 111)"
85,161,45,"(161, 45)"
86,74,78,"(74, 78)"
87,54,3,"(54, 3)"
88,21,18,"(21, 18)"
89,12,105,"(12, 105)"
90,102,148,"(102, 148)"
91,150,39,"(150, 39)"
92,19,161,"(19, 161)"
93,19,161,"(19, 161)"
94,15,73,"(15, 73)"
95,82,159,"(82, 159)"
96,4,111,"(4, 111)"
97,18,111,"(18, 111)"
98,13,78,"(13, 78)"
99,83,96,"(83, 96)"
100,4,102,"(4, 102)"
101,82,104,"(82, 104)"
102,33,90,"(33, 90)"
103,14,3,"(14, 3)"
104,11,3,"(11, 3)"
105,12,137,"(12, 137)"
106,105,73,"(105, 73)"
107,141,148,"(141, 148)"
108,100,75,"(100, 75)"
109,102,23,"(102, 23)"
110,54,110,"(54, 110)"
111,104,104,"(104, 104)"
112,12,159,"(12, 159)"
113,115,159,"(115, 159)"
114,11,3,"(11, 3)"
115,4,3,"(4, 3)"
116,148,159,"(148, 159)"
117,82,3,"(82, 3)"
118,83,77,"(83, 77)"
119,19,107,"(19, 107)"
120,35,45,"(35, 45)"
121,35,45,"(35, 45)"
122,105,84,"(105, 84)"
123,3,4,"(3, 4)"
124,54,5,"(54, 5)"
125,105,84,"(105, 84)"
126,83,23,"(83, 23)"
127,73,3,"(73, 3)"
128,150,161,"(150, 161)"
129,159,38,"(159, 38)"
130,20,75,"(20, 75)"
131,12,150,"(12, 150)"
132,15,5,"(15, 5)"
133,62,161,"(62, 161)"
134,83,3,"(83, 3)"
135,15,67,"(15, 67)"
136,15,67,"(15, 67)"
137,18,3,"(18, 3)"
138,45,73,"(45, 73)"
139,150,111,"(150, 111)"
140,12,111,"(12, 111)"
141,17,67,"(17, 67)"
142,42,67,"(42, 67)"
143,15,67,"(15, 67)"
144,102,18,"(102, 18)"
145,83,105,"(83, 105)"
146,15,135,"(15, 135)"
147,45,104,"(45, 104)"
148,82,3,"(82, 3)"
149,15,3,"(15, 3)"
150,16,148,"(16, 148)"
151,71,86,"(71, 86)"
152,33,84,"(33, 84)"
153,33,42,"(33, 42)"
154,93,84,"(93, 84)"
155,4,148,"(4, 148)"
156,84,105,"(84, 105)"
157,73,22,"(73, 22)"
158,150,161,"(150, 161)"
159,15,71,"(15, 71)"
160,73,150,"(73, 150)"
161,81,5,"(81, 5)"
162,3,99,"(3, 99)"
163,3,4,"(3, 4)"
164,33,78,"(33, 78)"
165,21,41,"(21, 41)"
166,104,104,"(104, 104)"
167,90,4,"(90, 4)"
168,45,73,"(45, 73)"
169,148,16,"(148, 16)"
170,75,24,"(75, 24)"
171,75,24,"(75, 24)"
172,135,15,"(135, 15)"
173,45,17,"(45, 17)"
174,150,161,"(150, 161)"
175,140,73,"(140, 73)"
176,14,24,"(14, 24)"
177,78,74,"(78, 74)"
178,4,3,"(4, 3)"
179,141,3,"(141, 3)"
180,15,78,"(15, 78)"
181,15,71,"(15, 71)"
182,101,161,"(101, 161)"
183,15,100,"(15, 100)"
184,104,83,"(104, 83)"
185,84,93,"(84, 93)"
186,77,3,"(77, 3)"
187,100,73,"(100, 73)"
188,148,13,"(148, 13)"
189,17,15,"(17, 15)"
190,107,18,"(107, 18)"
191,104,104,"(104, 104)"
192,148,4,"(148, 4)"
193,143,159,"(143, 159)"
194,91,3,"(91, 3)"
195,33,102,"(33, 102)"
196,4,148,"(4, 148)"
197,150,161,"(150, 161)"
198,3,15,"(3, 15)"
199,90,21,"(90, 21)"
200,35,42,"(35, 42)"
202,35,99,"(35, 99)"
203,6,78,"(6, 78)"
204,17,42,"(17, 42)"
205,41,73,"(41, 73)"
206,102,142,"(102, 142)"
207,21,96,"(21, 96)"
208,90,135,"(90, 135)"
209,89,3,"(89, 3)"
210,89,3,"(89, 3)"
211,12,150,"(12, 150)"
212,19,148,"(19, 148)"
213,3,141,"(3, 141)"
214,140,73,"(140, 73)"
215,91,150,"(91, 150)"
216,74,13,"(74, 13)"
217,111,150,"(111, 150)"
218,161,19,"(161, 19)"
219,161,19,"(161, 19)"
220,33,67,"(33, 67)"
221,42,67,"(42, 67)"
222,14,135,"(14, 135)"
223,82,33,"(82, 33)"
224,100,73,"(100, 73)"
225,74,148,"(74, 148)"
226,16,148,"(16, 148)"
227,3,35,"(3, 35)"
228,104,104,"(104, 104)"
229,142,32,"(142, 32)"
230,17,78,"(17, 78)"
231,140,35,"(140, 35)"
232,135,45,"(135, 45)"
233,3,79,"(3, 79)"
234,161,101,"(161, 101)"
235,104,33,"(104, 33)"
236,159,148,"(159, 148)"
237,15,3,"(15, 3)"
238,102,45,"(102, 45)"
239,111,150,"(111, 150)"
240,78,15,"(78, 15)"
241,142,3,"(142, 3)"
242,15,150,"(15, 150)"
243,4,89,"(4, 89)"
244,4,89,"(4, 89)"
245,104,104,"(104, 104)"
246,82,3,"(82, 3)"
247,162,13,"(162, 13)"
248,17,13,"(17, 13)"
249,107,101,"(107, 101)"
250,18,107,"(18, 107)"
251,140,3,"(140, 3)"
252,33,4,"(33, 4)"
253,3,11,"(3, 11)"
254,91,3,"(91, 3)"
255,93,3,"(93, 3)"
256,5,54,"(5, 54)"
257,33,4,"(33, 4)"
258,71,35,"(71, 35)"
259,67,104,"(67, 104)"
260,3,72,"(3, 72)"
261,148,19,"(148, 19)"
262,15,5,"(15, 5)"
263,162,41,"(162, 41)"
264,4,150,"(4, 150)"
265,150,17,"(150, 17)"
266,17,78,"(17, 78)"
267,73,140,"(73, 140)"
268,17,78,"(17, 78)"
269,17,78,"(17, 78)"
270,17,75,"(17, 75)"
271,33,24,"(33, 24)"
272,3,77,"(3, 77)"
273,17,75,"(17, 75)"
274,33,19,"(33, 19)"
275,18,13,"(18, 13)"
276,15,73,"(15, 73)"
277,41,24,"(41, 24)"
278,148,16,"(148, 16)"
279,32,6,"(32, 6)"
280,73,82,"(73, 82)"
281,67,17,"(67, 17)"
282,67,15,"(67, 15)"
283,141,73,"(141, 73)"
284,23,13,"(23, 13)"
285,135,90,"(135, 90)"
286,62,13,"(62, 13)"
287,6,18,"(6, 18)"
288,3,82,"(3, 82)"
289,77,17,"(77, 17)"
290,20,159,"(20, 159)"
291,78,33,"(78, 33)"
292,12,148,"(12, 148)"
293,4,148,"(4, 148)"
294,111,80,"(111, 80)"
295,15,3,"(15, 3)"
296,77,24,"(77, 24)"
297,22,162,"(22, 162)"
298,24,100,"(24, 100)"
299,102,22,"(102, 22)"
300,77,17,"(77, 17)"
301,14,78,"(14, 78)"
302,15,3,"(15, 3)"
303,111,12,"(111, 12)"
304,111,4,"(111, 4)"
305,111,18,"(111, 18)"
306,161,107,"(161, 107)"
307,161,107,"(161, 107)"
308,73,41,"(73, 41)"
309,73,75,"(73, 75)"
310,73,91,"(73, 91)"
311,6,33,"(6, 33)"
312,33,102,"(33, 102)"
313,73,148,"(73, 148)"
314,148,74,"(148, 74)"
315,148,74,"(148, 74)"
316,20,135,"(20, 135)"
317,74,3,"(74, 3)"
318,4,3,"(4, 3)"
319,13,159,"(13, 159)"
320,73,100,"(73, 100)"
321,20,78,"(20, 78)"
322,15,159,"(15, 159)"
323,77,3,"(77, 3)"
324,13,3,"(13, 3)"
325,3,82,"(3, 82)"
326,3,91,"(3, 91)"
327,67,3,"(67, 3)"
328,104,15,"(104, 15)"
329,21,159,"(21, 159)"
330,15,150,"(15, 150)"
331,17,33,"(17, 33)"
332,3,93,"(3, 93)"
333,87,3,"(87, 3)"
334,21,3,"(21, 3)"
335,17,33,"(17, 33)"
336,75,100,"(75, 100)"
337,67,104,"(67, 104)"
338,3,73,"(3, 73)"
339,72,102,"(72, 102)"
340,89,71,"(89, 71)"
341,67,73,"(67, 73)"
342,67,84,"(67, 84)"
343,3,18,"(3, 18)"
344,135,15,"(135, 15)"
345,102,22,"(102, 22)"
346,93,32,"(93, 32)"
347,159,105,"(159, 105)"
348,86,123,"(86, 123)"
349,86,3,"(86, 3)"
350,86,3,"(86, 3)"
351,6,13,"(6, 13)"
352,15,86,"(15, 86)"
353,159,82,"(159, 82)"
354,27,20,"(27, 20)"
355,21,3,"(21, 3)"
356,75,99,"(75, 99)"
357,3,6,"(3, 6)"
358,13,67,"(13, 67)"
359,17,77,"(17, 77)"
360,24,24,"(24, 24)"
361,75,20,"(75, 20)"
362,159,82,"(159, 82)"
363,17,77,"(17, 77)"
364,17,77,"(17, 77)"
365,3,67,"(3, 67)"
366,17,67,"(17, 67)"
367,123,3,"(123, 3)"
368,104,104,"(104, 104)"
369,104,15,"(104, 15)"
370,3,18,"(3, 18)"
371,79,24,"(79, 24)"
372,45,105,"(45, 105)"
373,74,3,"(74, 3)"
374,3,41,"(3, 41)"
375,3,15,"(3, 15)"
376,83,7,"(83, 7)"
377,78,33,"(78, 33)"
378,105,3,"(105, 3)"
379,14,104,"(14, 104)"
380,41,159,"(41, 159)"
381,77,17,"(77, 17)"
382,3,15,"(3, 15)"
383,20,150,"(20, 150)"
384,77,45,"(77, 45)"
385,23,123,"(23, 123)"
386,15,159,"(15, 159)"
387,39,4,"(39, 4)"
388,3,74,"(3, 74)"
389,161,16,"(161, 16)"
390,161,15,"(161, 15)"
391,96,83,"(96, 83)"
392,12,90,"(12, 90)"
393,13,77,"(13, 77)"
394,23,77,"(23, 77)"
395,15,24,"(15, 24)"
396,100,15,"(100, 15)"
397,3,77,"(3, 77)"
398,35,71,"(35, 71)"
399,13,17,"(13, 17)"
400,140,73,"(140, 73)"
401,104,54,"(104, 54)"
402,161,54,"(161, 54)"
403,3,142,"(3, 142)"
404,150,104,"(150, 104)"
405,102,150,"(102, 150)"
406,15,3,"(15, 3)"
407,124,102,"(124, 102)"
408,41,159,"(41, 159)"
409,17,81,"(17, 81)"
410,21,71,"(21, 71)"
411,150,21,"(150, 21)"
412,150,79,"(150, 79)"
413,150,17,"(150, 17)"
414,150,15,"(150, 15)"
415,150,73,"(150, 73)"
416,150,12,"(150, 12)"
417,150,19,"(150, 19)"
418,14,150,"(14, 150)"
419,104,102,"(104, 102)"
420,3,15,"(3, 15)"
421,74,39,"(74, 39)"
422,67,104,"(67, 104)"
423,6,93,"(6, 93)"
424,104,104,"(104, 104)"
425,35,3,"(35, 3)"
426,13,4,"(13, 4)"
427,21,39,"(21, 39)"
428,3,33,"(3, 33)"
429,67,135,"(67, 135)"
430,67,73,"(67, 73)"
431,67,73,"(67, 73)"
432,3,12,"(3, 12)"
433,162,73,"(162, 73)"
434,22,102,"(22, 102)"
435,135,20,"(135, 20)"
436,159,87,"(159, 87)"
437,111,93,"(111, 93)"
438,3,143,"(3, 143)"
439,3,140,"(3, 140)"
440,14,82,"(14, 82)"
441,150,15,"(150, 15)"
442,78,161,"(78, 161)"
443,135,45,"(135, 45)"
444,104,104,"(104, 104)"
445,3,74,"(3, 74)"
446,19,6,"(19, 6)"
447,14,6,"(14, 6)"
448,159,87,"(159, 87)"
449,159,42,"(159, 42)"
450,14,73,"(14, 73)"
451,150,27,"(150, 27)"
452,38,111,"(38, 111)"
453,82,159,"(82, 159)"
454,17,5,"(17, 5)"
455,107,161,"(107, 161)"
456,14,17,"(14, 17)"
457,99,39,"(99, 39)"
458,141,73,"(141, 73)"
459,82,148,"(82, 148)"
460,22,18,"(22, 18)"
461,83,41,"(83, 41)"
462,6,14,"(6, 14)"
463,123,73,"(123, 73)"
464,17,23,"(17, 23)"
465,159,21,"(159, 21)"
466,101,19,"(101, 19)"
467,115,79,"(115, 79)"
468,24,83,"(24, 83)"
469,77,13,"(77, 13)"
470,17,77,"(17, 77)"
471,142,77,"(142, 77)"
472,142,35,"(142, 35)"
473,67,13,"(67, 13)"
474,67,45,"(67, 45)"
475,67,104,"(67, 104)"
476,3,86,"(3, 86)"
477,3,87,"(3, 87)"
478,3,79,"(3, 79)"
479,159,41,"(159, 41)"
480,159,41,"(159, 41)"
481,159,41,"(159, 41)"
482,91,15,"(91, 15)"
483,3,12,"(3, 12)"
484,3,105,"(3, 105)"
485,17,4,"(17, 4)"
486,17,150,"(17, 150)"
487,3,82,"(3, 82)"
488,77,6,"(77, 6)"
489,3,41,"(3, 41)"
490,3,41,"(3, 41)"
491,13,18,"(13, 18)"
492,18,102,"(18, 102)"
493,104,104,"(104, 104)"
494,3,82,"(3, 82)"
495,18,67,"(18, 67)"
496,24,15,"(24, 15)"
497,14,45,"(14, 45)"
498,54,23,"(54, 23)"
499,45,148,"(45, 148)"
500,3,15,"(3, 15)"
501,135,21,"(135, 21)"
502,96,87,"(96, 87)"
503,102,33,"(102, 33)"
504,24,82,"(24, 82)"
505,148,4,"(148, 4)"
506,161,62,"(161, 62)"
507,102,73,"(102, 73)"
508,3,123,"(3, 123)"
509,105,77,"(105, 77)"
510,111,11,"(111, 11)"
511,159,120,"(159, 120)"
512,7,83,"(7, 83)"
513,3,17,"(3, 17)"
514,104,104,"(104, 104)"
515,67,104,"(67, 104)"
516,104,104,"(104, 104)"
517,67,16,"(67, 16)"
518,67,42,"(67, 42)"
519,67,74,"(67, 74)"
520,67,14,"(67, 14)"
521,104,104,"(104, 104)"
522,104,104,"(104, 104)"
523,150,39,"(150, 39)"
524,15,33,"(15, 33)"
525,20,120,"(20, 120)"
526,79,3,"(79, 3)"
527,120,150,"(120, 150)"
528,140,161,"(140, 161)"
529,45,135,"(45, 135)"
530,12,3,"(12, 3)"
531,15,4,"(15, 4)"
532,18,35,"(18, 35)"
533,83,7,"(83, 7)"
534,21,161,"(21, 161)"
535,15,24,"(15, 24)"
536,102,159,"(102, 159)"
537,104,104,"(104, 104)"
538,90,135,"(90, 135)"
539,140,161,"(140, 161)"
540,114,3,"(114, 3)"
541,54,159,"(54, 159)"
542,91,32,"(91, 32)"
543,82,90,"(82, 90)"
544,33,78,"(33, 78)"
545,17,120,"(17, 120)"
546,45,91,"(45, 91)"
547,73,22,"(73, 22)"
548,102,124,"(102, 124)"
549,74,22,"(74, 22)"
550,21,161,"(21, 161)"
551,42,135,"(42, 135)"
552,91,3,"(91, 3)"
553,73,123,"(73, 123)"
554,17,78,"(17, 78)"
555,87,96,"(87, 96)"
556,120,150,"(120, 150)"
557,3,99,"(3, 99)"
558,15,67,"(15, 67)"
559,87,96,"(87, 96)"
560,21,118,"(21, 118)"
561,143,3,"(143, 3)"
562,15,120,"(15, 120)"
563,14,3,"(14, 3)"
564,21,135,"(21, 135)"
565,12,67,"(12, 67)"
566,105,159,"(105, 159)"
567,45,135,"(45, 135)"
568,15,3,"(15, 3)"
569,35,142,"(35, 142)"
570,35,142,"(35, 142)"
571,35,142,"(35, 142)"
572,35,142,"(35, 142)"
573,104,104,"(104, 104)"
574,12,159,"(12, 159)"
575,27,90,"(27, 90)"
576,15,3,"(15, 3)"
577,105,83,"(105, 83)"
578,45,35,"(45, 35)"
579,105,84,"(105, 84)"
580,15,67,"(15, 67)"
581,15,67,"(15, 67)"
582,45,3,"(45, 3)"
583,99,161,"(99, 161)"
584,15,161,"(15, 161)"
585,73,67,"(73, 67)"
586,16,161,"(16, 161)"
587,161,118,"(161, 118)"
588,19,150,"(19, 150)"
589,12,150,"(12, 150)"
590,79,150,"(79, 150)"
591,17,150,"(17, 150)"
592,15,150,"(15, 150)"
593,73,150,"(73, 150)"
594,15,150,"(15, 150)"
595,21,150,"(21, 150)"
596,90,23,"(90, 23)"
597,104,104,"(104, 104)"
598,17,78,"(17, 78)"
599,4,111,"(4, 111)"
600,83,148,"(83, 148)"
601,102,148,"(102, 148)"
602,14,32,"(14, 32)"
603,21,120,"(21, 120)"
605,19,161,"(19, 161)"
606,4,102,"(4, 102)"
607,4,111,"(4, 111)"
608,18,111,"(18, 111)"
609,20,35,"(20, 35)"
610,83,96,"(83, 96)"
611,82,159,"(82, 159)"
612,105,84,"(105, 84)"
613,82,45,"(82, 45)"
614,54,110,"(54, 110)"
615,18,3,"(18, 3)"
616,11,3,"(11, 3)"
617,12,137,"(12, 137)"
618,14,22,"(14, 22)"
619,18,24,"(18, 24)"
620,12,17,"(12, 17)"
621,73,15,"(73, 15)"
622,82,3,"(82, 3)"
623,115,24,"(115, 24)"
624,150,159,"(150, 159)"
625,74,159,"(74, 159)"
626,35,22,"(35, 22)"
627,102,23,"(102, 23)"
628,99,75,"(99, 75)"
629,104,104,"(104, 104)"
630,15,73,"(15, 73)"
631,14,3,"(14, 3)"
632,77,15,"(77, 15)"
634,13,68,"(13, 68)"
635,148,159,"(148, 159)"
636,105,84,"(105, 84)"
637,83,77,"(83, 77)"
638,12,148,"(12, 148)"
639,62,23,"(62, 23)"
643,82,150,"(82, 150)"
644,35,39,"(35, 39)"
645,12,150,"(12, 150)"
646,159,38,"(159, 38)"
647,54,73,"(54, 73)"
648,102,161,"(102, 161)"
649,83,150,"(83, 150)"
650,77,105,"(77, 105)"
651,14,159,"(14, 159)"
652,15,5,"(15, 5)"
653,68,13,"(68, 13)"
654,84,105,"(84, 105)"
655,104,135,"(104, 135)"
656,18,72,"(18, 72)"
657,150,98,"(150, 98)"
658,12,111,"(12, 111)"
659,84,67,"(84, 67)"
660,99,67,"(99, 67)"
661,17,67,"(17, 67)"
662,42,67,"(42, 67)"
663,42,67,"(42, 67)"
664,45,67,"(45, 67)"
665,120,67,"(120, 67)"
666,135,45,"(135, 45)"
667,15,110,"(15, 110)"
668,33,84,"(33, 84)"
669,74,23,"(74, 23)"
670,14,148,"(14, 148)"
671,77,160,"(77, 160)"
672,33,42,"(33, 42)"
673,17,159,"(17, 159)"
674,13,78,"(13, 78)"
675,17,4,"(17, 4)"
676,11,90,"(11, 90)"
677,73,54,"(73, 54)"
678,78,17,"(78, 17)"
679,73,150,"(73, 150)"
680,150,78,"(150, 78)"
681,148,12,"(148, 12)"
682,102,39,"(102, 39)"
683,15,71,"(15, 71)"
684,20,3,"(20, 3)"
685,115,24,"(115, 24)"
686,77,73,"(77, 73)"
687,3,18,"(3, 18)"
688,104,104,"(104, 104)"
689,16,135,"(16, 135)"
690,23,161,"(23, 161)"
692,3,18,"(3, 18)"
693,3,14,"(3, 14)"
694,3,11,"(3, 11)"
695,110,15,"(110, 15)"
696,161,99,"(161, 99)"
697,18,39,"(18, 39)"
698,150,161,"(150, 161)"
699,105,23,"(105, 23)"
700,77,17,"(77, 17)"
701,90,4,"(90, 4)"
702,35,13,"(35, 13)"
703,35,20,"(35, 20)"
704,90,102,"(90, 102)"
705,90,11,"(90, 11)"
706,35,13,"(35, 13)"
709,15,77,"(15, 77)"
710,111,38,"(111, 38)"
711,150,73,"(150, 73)"
712,82,3,"(82, 3)"
713,78,24,"(78, 24)"
714,83,23,"(83, 23)"
715,83,3,"(83, 3)"
716,148,83,"(148, 83)"
717,4,39,"(4, 39)"
718,15,100,"(15, 100)"
719,13,6,"(13, 6)"
720,18,17,"(18, 17)"
721,82,3,"(82, 3)"
722,12,150,"(12, 150)"
723,159,3,"(159, 3)"
724,15,32,"(15, 32)"
725,104,104,"(104, 104)"
726,6,102,"(6, 102)"
727,4,148,"(4, 148)"
728,67,93,"(67, 93)"
729,3,104,"(3, 104)"
730,3,104,"(3, 104)"
731,77,45,"(77, 45)"
732,77,45,"(77, 45)"
733,78,135,"(78, 135)"
734,115,32,"(115, 32)"
735,115,32,"(115, 32)"
736,3,77,"(3, 77)"
737,110,90,"(110, 90)"
738,14,161,"(14, 161)"
739,14,148,"(14, 148)"
740,19,148,"(19, 148)"
741,15,3,"(15, 3)"
742,105,102,"(105, 102)"
743,150,82,"(150, 82)"
744,91,78,"(91, 78)"
745,4,3,"(4, 3)"
746,161,82,"(161, 82)"
747,15,41,"(15, 41)"
748,12,150,"(12, 150)"
749,35,16,"(35, 16)"
750,135,104,"(135, 104)"
751,78,33,"(78, 33)"
752,91,150,"(91, 150)"
753,102,142,"(102, 142)"
754,4,3,"(4, 3)"
755,23,105,"(23, 105)"
756,90,135,"(90, 135)"
757,78,15,"(78, 15)"
758,23,4,"(23, 4)"
759,150,83,"(150, 83)"
760,104,78,"(104, 78)"
761,161,19,"(161, 19)"
762,4,12,"(4, 12)"
763,90,135,"(90, 135)"
764,54,24,"(54, 24)"
765,16,67,"(16, 67)"
766,142,32,"(142, 32)"
767,104,104,"(104, 104)"
768,82,78,"(82, 78)"
769,82,78,"(82, 78)"
770,15,32,"(15, 32)"
771,74,104,"(74, 104)"
772,3,18,"(3, 18)"
773,3,20,"(3, 20)"
774,3,18,"(3, 18)"
775,3,18,"(3, 18)"
776,4,39,"(4, 39)"
777,91,17,"(91, 17)"
778,104,4,"(104, 4)"
779,79,148,"(79, 148)"
780,78,4,"(78, 4)"
781,32,13,"(32, 13)"
782,150,17,"(150, 17)"
783,80,3,"(80, 3)"
784,12,3,"(12, 3)"
785,83,32,"(83, 32)"
786,104,104,"(104, 104)"
787,148,14,"(148, 14)"
788,4,15,"(4, 15)"
789,73,3,"(73, 3)"
790,13,45,"(13, 45)"
791,13,45,"(13, 45)"
792,142,39,"(142, 39)"
793,73,3,"(73, 3)"
794,15,17,"(15, 17)"
795,15,17,"(15, 17)"
796,161,14,"(161, 14)"
797,3,4,"(3, 4)"
798,13,17,"(13, 17)"
799,105,24,"(105, 24)"
800,82,23,"(82, 23)"
801,45,135,"(45, 135)"
802,19,14,"(19, 14)"
803,14,161,"(14, 161)"
804,82,87,"(82, 87)"
805,161,104,"(161, 104)"
806,67,104,"(67, 104)"
807,135,3,"(135, 3)"
808,73,15,"(73, 15)"
809,71,82,"(71, 82)"
810,91,3,"(91, 3)"
811,100,3,"(100, 3)"
812,17,15,"(17, 15)"
813,15,24,"(15, 24)"
814,3,15,"(3, 15)"
815,74,101,"(74, 101)"
816,77,24,"(77, 24)"
817,118,82,"(118, 82)"
818,78,18,"(78, 18)"
820,135,90,"(135, 90)"
821,4,13,"(4, 13)"
822,17,77,"(17, 77)"
823,13,4,"(13, 4)"
824,23,45,"(23, 45)"
825,3,12,"(3, 12)"
826,82,111,"(82, 111)"
827,118,45,"(118, 45)"
828,91,45,"(91, 45)"
829,12,3,"(12, 3)"
830,82,24,"(82, 24)"
831,23,13,"(23, 13)"
832,67,108,"(67, 108)"
833,17,107,"(17, 107)"
834,19,35,"(19, 35)"
835,24,3,"(24, 3)"
836,15,71,"(15, 71)"
837,111,106,"(111, 106)"
838,3,73,"(3, 73)"
839,14,135,"(14, 135)"
840,111,12,"(111, 12)"
841,111,18,"(111, 18)"
842,111,4,"(111, 4)"
843,81,3,"(81, 3)"
844,67,3,"(67, 3)"
845,3,80,"(3, 80)"
846,135,21,"(135, 21)"
847,39,143,"(39, 143)"
848,159,77,"(159, 77)"
849,159,82,"(159, 82)"
850,23,102,"(23, 102)"
851,67,15,"(67, 15)"
852,33,3,"(33, 3)"
853,104,19,"(104, 19)"
854,104,74,"(104, 74)"
855,45,3,"(45, 3)"
856,41,73,"(41, 73)"
857,104,15,"(104, 15)"
858,99,148,"(99, 148)"
859,100,3,"(100, 3)"
860,13,159,"(13, 159)"
861,15,159,"(15, 159)"
862,7,83,"(7, 83)"
863,13,3,"(13, 3)"
864,13,3,"(13, 3)"
865,13,3,"(13, 3)"
866,159,102,"(159, 102)"
867,23,41,"(23, 41)"
868,23,41,"(23, 41)"
869,159,105,"(159, 105)"
870,6,102,"(6, 102)"
871,71,86,"(71, 86)"
872,82,73,"(82, 73)"
873,17,32,"(17, 32)"
874,21,74,"(21, 74)"
875,89,71,"(89, 71)"
876,67,104,"(67, 104)"
877,17,15,"(17, 15)"
878,73,142,"(73, 142)"
879,123,73,"(123, 73)"
880,39,68,"(39, 68)"
881,17,77,"(17, 77)"
882,67,42,"(67, 42)"
883,67,104,"(67, 104)"
884,6,33,"(6, 33)"
885,15,78,"(15, 78)"
886,102,20,"(102, 20)"
887,83,32,"(83, 32)"
888,3,102,"(3, 102)"
889,3,82,"(3, 82)"
890,67,73,"(67, 73)"
891,67,12,"(67, 12)"
892,67,45,"(67, 45)"
893,15,86,"(15, 86)"
894,161,14,"(161, 14)"
895,135,45,"(135, 45)"
896,3,150,"(3, 150)"
897,13,67,"(13, 67)"
898,78,24,"(78, 24)"
899,102,3,"(102, 3)"
900,4,150,"(4, 150)"
901,3,73,"(3, 73)"
902,3,73,"(3, 73)"
903,4,91,"(4, 91)"
904,150,77,"(150, 77)"
905,99,17,"(99, 17)"
906,54,73,"(54, 73)"
907,135,16,"(135, 16)"
908,120,18,"(120, 18)"
909,24,91,"(24, 91)"
910,82,159,"(82, 159)"
911,3,3,"(3, 3)"
912,74,22,"(74, 22)"
913,3,23,"(3, 23)"
914,104,104,"(104, 104)"
915,39,142,"(39, 142)"
916,41,159,"(41, 159)"
917,135,14,"(135, 14)"
918,15,162,"(15, 162)"
919,74,13,"(74, 13)"
920,17,15,"(17, 15)"
921,14,104,"(14, 104)"
922,15,32,"(15, 32)"
923,15,3,"(15, 3)"
924,15,3,"(15, 3)"
925,159,74,"(159, 74)"
926,159,74,"(159, 74)"
927,104,141,"(104, 141)"
928,3,19,"(3, 19)"
929,3,4,"(3, 4)"
930,162,148,"(162, 148)"
931,135,45,"(135, 45)"
932,86,123,"(86, 123)"
933,73,3,"(73, 3)"
934,100,73,"(100, 73)"
935,3,82,"(3, 82)"
936,159,150,"(159, 150)"
937,4,74,"(4, 74)"
938,161,15,"(161, 15)"
939,96,83,"(96, 83)"
940,161,16,"(161, 16)"
941,100,15,"(100, 15)"
