r,d
5,0
6,0
16,0
192,0
602,0
603,0
633,0
666,0
12,2
13,2
15,2
157,2
158,2
599,2
652,2
653,2
654,2
655,2
656,2
657,2
677,2
678,2
679,2
680,2
712,2
730,2
731,2
733,2
5,3
6,3
7,3
8,3
705,3
14,4
15,4
130,4
192,4
249,4
250,4
251,4
256,4
257,4
258,4
265,4
266,4
267,4
268,4
269,4
602,4
603,4
628,4
652,4
653,4
654,4
655,4
656,4
657,4
666,4
687,4
689,4
690,4
730,4
731,4
733,4
741,4
744,4
745,4
747,4
Matching Rate: 0.06951871657754011
