t1,t2,s1,s2,n1,n2
0.0,9.0,1,24,1.0,645.0
9.0,16.0,24,23,645.0,1127.0
16.0,22.0,23,25,1127.0,1543.0
22.0,28.0,25,21,1543.0,1953.0
28.0,32.0,21,2,1953.0,2210.0
32.0,35.0,2,12,2210.0,2427.0
35.0,38.0,12,66,2427.0,2688.0
38.0,43.0,66,64,2688.0,3031.0
43.0,46.0,64,6,3031.0,3180.0
46.0,50.0,6,36,3180.0,3486.0
50.0,54.0,36,50,3486.0,3776.0
54.0,57.0,50,29,3776.0,3962.0
57.0,61.0,29,32,3962.0,4241.0
61.0,63.0,32,33,4241.0,4380.0
63.0,66.0,33,34,4380.0,4588.0
66.0,68.0,34,35,4588.0,4727.0
68.0,71.0,35,1,4727.0,4900.0
71.0,80.0,1,24,4900.0,5544.0
80.0,87.0,24,23,5544.0,6026.0
87.0,93.0,23,25,6026.0,6442.0
93.0,99.0,25,21,6442.0,6852.0
99.0,103.0,21,2,6852.0,7109.0
103.0,106.0,2,12,7109.0,7326.0
106.0,109.0,12,66,7326.0,7587.0
109.0,114.0,66,64,7587.0,7930.0
114.0,117.0,64,6,7930.0,8079.0
117.0,121.0,6,36,8079.0,8385.0
121.0,125.0,36,50,8385.0,8675.0
125.0,128.0,50,29,8675.0,8861.0
128.0,132.0,29,32,8861.0,9140.0
132.0,134.0,32,33,9140.0,9279.0
134.0,137.0,33,34,9279.0,9487.0
137.0,139.0,34,35,9487.0,9626.0
139.0,142.0,35,1,9626.0,9799.0
